gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2
('è_essere_AUX', 'stata_essere_AUX')	1237	è stata	è	stata	essere	essere	AUX	AUX
('non_non_ADV', 'ti_ti_PRON')	1228	non ti	non	ti	non	ti	ADV	PRON
('non_non_ADV', 'so_sapere_VERB')	1216	non so	non	so	non	sapere	ADV	VERB
('con_con_ADP', 'loro_loro_PRON')	1215	con loro	con	loro	con	loro	ADP	PRON
('voi_voi_PRON', 'siete_essere_AUX')	1212	voi siete	voi	siete	voi	essere	PRON	AUX
('questa_questo_PRON', 'è_essere_AUX')	1206	questa è	questa	è	questo	essere	PRON	AUX
('mi_mi_PRON', 'disse_dire_VERB')	1195	mi disse	mi	disse	mi	dire	PRON	VERB
"('non_non_ADV', ""l'_lo_PRON"")"	1190	non l'	non	l'	non	lo	ADV	PRON
('che_che_SCONJ', 'sia_essere_AUX')	1187	che sia	che	sia	che	essere	SCONJ	AUX
('lei_lei_PRON', 'ha_avere_AUX')	1178	lei ha	lei	ha	lei	avere	PRON	AUX
('sono_essere_AUX', 'molto_molto_ADV')	1173	sono molto	sono	molto	essere	molto	AUX	ADV
('ciò_ciò_PRON', 'che_che_PRON')	1170	ciò che	ciò	che	ciò	che	PRON	PRON
('voglio_volere_VERB', 'che_che_SCONJ')	1156	voglio che	voglio	che	volere	che	VERB	SCONJ
('ho_avere_VERB', 'bisogno_bisogno_NOUN')	1156	ho bisogno	ho	bisogno	avere	bisogno	VERB	NOUN
('lui_lui_PRON', 'non_non_ADV')	1140	lui non	lui	non	lui	non	PRON	ADV
('pensa_pensare_VERB', 'che_che_SCONJ')	1132	pensa che	pensa	che	pensare	che	VERB	SCONJ
('ha_avere_VERB', 'una_uno_DET')	1131	ha una	ha	una	avere	uno	VERB	DET
('io_io_PRON', 'mi_mi_PRON')	1130	io mi	io	mi	io	mi	PRON	PRON
('è_essere_AUX', 'più_più_ADV')	1120	è più	è	più	essere	più	AUX	ADV
('riesce_riuscire_VERB', 'a_a_ADP')	1112	riesce a	riesce	a	riuscire	a	VERB	ADP
('che_che_SCONJ', 'è_essere_AUX')	1105	che è	che	è	che	essere	SCONJ	AUX
('ho_avere_AUX', 'mai_mai_ADV')	1094	ho mai	ho	mai	avere	mai	AUX	ADV
('di_di_ADP', 'un_uno_DET')	1094	di un	di	un	di	uno	ADP	DET
('in_in_ADP', 'ritardo_ritardo_NOUN')	1071	in ritardo	in	ritardo	in	ritardo	ADP	NOUN
('sono_essere_AUX', 'un_uno_DET')	1063	sono un	sono	un	essere	uno	AUX	DET
('a_a_ADP', 'fare_fare_VERB')	1058	a fare	a	fare	a	fare	ADP	VERB
('piace_piacere_VERB', 'la_il_DET')	1050	piace la	piace	la	piacere	il	VERB	DET
('che_che_SCONJ', 'lo_lo_PRON')	1040	che lo	che	lo	che	lo	SCONJ	PRON
('ogni_ogni_DET', 'giorno_giorno_NOUN')	1036	ogni giorno	ogni	giorno	ogni	giorno	DET	NOUN
('in_in_ADP', 'un_uno_DET')	1035	in un	in	un	in	uno	ADP	DET
('a_a_ADP', 'lui_lui_PRON')	1033	a lui	a	lui	a	lui	ADP	PRON
('io_io_PRON', 'voglio_volere_AUX')	1024	io voglio	io	voglio	io	volere	PRON	AUX
('non_non_ADV', 'vi_vi_PRON')	1017	non vi	non	vi	non	vi	ADV	PRON
('detto_dire_VERB', 'a_a_ADP')	1003		detto	a	dire	a	VERB	ADP
('è_essere_AUX', 'così_così_ADV')	997	è così	è	così	essere	così	AUX	ADV
('ho_avere_AUX', 'visto_vedere_VERB')	996	ho visto	ho	visto	avere	vedere	AUX	VERB
('con_con_ADP', 'il_il_DET')	990	con il	con	il	con	il	ADP	DET
"('è_essere_AUX', ""l'_il_DET"")"	985	è l'	è	l'	essere	il	AUX	DET
('spero_sperare_VERB', 'che_che_SCONJ')	984	spero che	spero	che	sperare	che	VERB	SCONJ
('ha_avere_AUX', 'visto_vedere_VERB')	984	ha visto	ha	visto	avere	vedere	AUX	VERB
('non_non_ADV', 'può_potere_AUX')	981	non può	non	può	non	potere	ADV	AUX
('noi_noi_PRON', 'non_non_ADV')	981	noi non	noi	non	noi	non	PRON	ADV
('il_il_DET', 'libro_libro_NOUN')	977	il libro	il	libro	il	libro	DET	NOUN
"('non_non_ADV', ""c'_ci_PRON"")"	972	non c'	non	c'	non	ci	ADV	PRON
('ha_avere_AUX', 'comprato_comprare_VERB')	968	ha comprato	ha	comprato	avere	comprare	AUX	VERB
('la_il_DET', 'verità_verità_NOUN')	964	la verità	la	verità	il	verità	DET	NOUN
('di_di_ADP', 'andare_andare_VERB')	962	di andare	di	andare	di	andare	ADP	VERB
('ha_avere_AUX', 'dato_dare_VERB')	959	ha dato	ha	dato	avere	dare	AUX	VERB
('dissero_dire_VERB', 'che_che_SCONJ')	940	dissero che	dissero	che	dire	che	VERB	SCONJ
('ho_avere_VERB', 'un_uno_DET')	938	ho un	ho	un	avere	uno	VERB	DET
('me_me_PRON', 'piace_piacere_VERB')	937	me piace	me	piace	me	piacere	PRON	VERB
('ho_avere_AUX', 'fatto_fare_VERB')	937	ho fatto	ho	fatto	avere	fare	AUX	VERB
('mi_mi_PRON', 'sento_sentire_VERB')	933	mi sento	mi	sento	mi	sentire	PRON	VERB
('chi_chi_PRON', 'è_essere_AUX')	919	chi è	chi	è	chi	essere	PRON	AUX
('pensavo_pensare_VERB', 'che_che_SCONJ')	917	pensavo che	pensavo	che	pensare	che	VERB	SCONJ
('è_essere_AUX', 'troppo_troppo_ADV')	916	è troppo	è	troppo	essere	troppo	AUX	ADV
('lui_lui_PRON', 'ha_avere_AUX')	912	lui ha	lui	ha	lui	avere	PRON	AUX
('che_che_SCONJ', 'erano_essere_AUX')	911	che erano	che	erano	che	essere	SCONJ	AUX
('con_con_ADP', 'i_il_DET')	911		con	i	con	il	ADP	DET
('un_uno_DET', 'libro_libro_NOUN')	904	un libro	un	libro	uno	libro	DET	NOUN
('in_in_ADP', 'grado_grado_NOUN')	898	in grado	in	grado	in	grado	ADP	NOUN
('grado_grado_NOUN', 'di_di_ADP')	897	grado di	grado	di	grado	di	NOUN	ADP
('io_io_PRON', 'sto_essere_AUX')	885	io sto	io	sto	io	essere	PRON	AUX
('sono_essere_AUX', 'ancora_ancora_ADV')	882	sono ancora	sono	ancora	essere	ancora	AUX	ADV
('in_in_ADP', 'questo_questo_DET')	878	in questo	in	questo	in	questo	ADP	DET
('a_a_ADP', 'letto_letto_NOUN')	875	a letto	a	letto	a	letto	ADP	NOUN
('a_a_ADP', 'farlo_fare_VERB')	874	a farlo	a	farlo	a	fare	ADP	VERB
('in_in_ADP', 'francese_francese_NOUN')	870	in francese	in	francese	in	francese	ADP	NOUN
('ha_avere_VERB', 'bisogno_bisogno_NOUN')	863	ha bisogno	ha	bisogno	avere	bisogno	VERB	NOUN
('che_che_SCONJ', 'si_si_PRON')	862	che si	che	si	che	si	SCONJ	PRON
('per_per_ADP', 'lui_lui_PRON')	859	per lui	per	lui	per	lui	ADP	PRON
('le_le_PRON', 'ha_avere_AUX')	858	le ha	le	ha	le	avere	PRON	AUX
('con_con_ADP', 'la_il_DET')	857	con la	con	la	con	il	ADP	DET
('le_le_PRON', 'ho_avere_AUX')	851	le ho	le	ho	le	avere	PRON	AUX
('di_di_ADP', 'farlo_fare_VERB')	849	di farlo	di	farlo	di	fare	ADP	VERB
('io_io_PRON', 'ero_essere_AUX')	845	io ero	io	ero	io	essere	PRON	AUX
('con_con_ADP', 'noi_noi_PRON')	835	con noi	con	noi	con	noi	ADP	PRON
('di_di_ADP', 'loro_loro_PRON')	832	di loro	di	loro	di	loro	ADP	PRON
('tutti_tutto_DET', 'i_il_DET')	826		tutti	i	tutto	il	DET	DET
('ci_ci_PRON', 'ha_avere_AUX')	820	ci ha	ci	ha	ci	avere	PRON	AUX
('che_che_SCONJ', 'lei_lei_PRON')	817	che lei	che	lei	che	lei	SCONJ	PRON
('di_di_ADP', 'più_più_ADV')	813	di più	di	più	di	più	ADP	ADV
('era_essere_AUX', 'un_uno_DET')	812	era un	era	un	essere	uno	AUX	DET
('le_il_DET', 'mie_mio_DET')	812	le mie	le	mie	il	mio	DET	DET
('non_non_ADV', 'penso_pensare_VERB')	799	non penso	non	penso	non	pensare	ADV	VERB
('tu_tu_PRON', 'non_non_ADV')	797	tu non	tu	non	tu	non	PRON	ADV
('era_essere_AUX', 'molto_molto_ADV')	796	era molto	era	molto	essere	molto	AUX	ADV
('di_di_ADP', 'nuovo_nuovo_ADJ')	794	di nuovo	di	nuovo	di	nuovo	ADP	ADJ
('non_non_ADV', 'piace_piacere_VERB')	793	non piace	non	piace	non	piacere	ADV	VERB
('mai_mai_ADV', 'visto_vedere_VERB')	793	mai visto	mai	visto	mai	vedere	ADV	VERB
('è_essere_AUX', 'successo_succedere_VERB')	791	è successo	è	successo	essere	succedere	AUX	VERB
('questo_questo_DET', 'libro_libro_NOUN')	789	questo libro	questo	libro	questo	libro	DET	NOUN
('andare_andare_VERB', 'in_in_ADP')	788	andare in	andare	in	andare	in	VERB	ADP
('con_con_ADP', 'te_te_PRON')	785	con te	con	te	con	te	ADP	PRON
('mio_mio_DET', 'padre_padre_NOUN')	784	mio padre	mio	padre	mio	padre	DET	NOUN
('ha_avere_AUX', 'chiesto_chiedere_VERB')	783	ha chiesto	ha	chiesto	avere	chiedere	AUX	VERB
('una_uno_DET', 'volta_volta_NOUN')	780	una volta	una	volta	uno	volta	DET	NOUN
('la_il_DET', 'scuola_scuola_NOUN')	771	la scuola	la	scuola	il	scuola	DET	NOUN
('giocare_giocare_VERB', 'a_a_ADP')	771		giocare	a	giocare	a	VERB	ADP
('il_il_DET', 'nostro_nostro_DET')	770	il nostro	il	nostro	il	nostro	DET	DET
('loro_loro_PRON', 'sono_essere_AUX')	762	loro sono	loro	sono	loro	essere	PRON	AUX
('si_si_PRON', 'sono_essere_AUX')	761	si sono	si	sono	si	essere	PRON	AUX
('pensi_pensare_VERB', 'che_che_SCONJ')	752	pensi che	pensi	che	pensare	che	VERB	SCONJ
"(""d'_di_ADP"", 'accordo_accordo_NOUN')"	747	d'accordo	d'	accordo	di	accordo	ADP	NOUN
('le_le_PRON', 'piace_piacere_VERB')	745	le piace	le	piace	le	piacere	PRON	VERB
('tutto_tutto_DET', 'il_il_DET')	740	tutto il	tutto	il	tutto	il	DET	DET
('paura_paura_NOUN', 'di_di_ADP')	738	paura di	paura	di	paura	di	NOUN	ADP
('un_uno_DET', 'buon_buono_ADJ')	734	un buon	un	buon	uno	buono	DET	ADJ
('intenzione_intenzione_NOUN', 'di_di_ADP')	733	intenzione di	intenzione	di	intenzione	di	NOUN	ADP
('in_in_ADP', 'una_uno_DET')	733	in una	in	una	in	uno	ADP	DET
('del_di_ADP', 'suo_suo_DET')	731	del suo	del	suo	di	suo	ADP	DET
('sembra_sembrare_VERB', 'che_che_SCONJ')	731	sembra che	sembra	che	sembrare	che	VERB	SCONJ
('lo_lo_PRON', 'so_sapere_VERB')	726	lo so	lo	so	lo	sapere	PRON	VERB
('andato_andare_VERB', 'a_a_ADP')	724	a	andato	a	andare	a	VERB	ADP
('a_a_ADP', 'tennis_tennis_NOUN')	722	are a tennis	a	tennis	a	tennis	ADP	NOUN
('la_il_DET', 'porta_porta_NOUN')	717	la porta	la	porta	il	porta	DET	NOUN
('sapevo_sapere_VERB', 'che_che_SCONJ')	715	sapevo che	sapevo	che	sapere	che	VERB	SCONJ
('voi_voi_PRON', 'non_non_ADV')	713	voi non	voi	non	voi	non	PRON	ADV
('alla_a_ADP', 'festa_festa_NOUN')	713	alla festa	alla	festa	a	festa	ADP	NOUN
('lei_lei_PRON', 'ha_avere_VERB')	713	lei ha	lei	ha	lei	avere	PRON	VERB
('non_non_ADV', 'sa_sapere_VERB')	711	non sa	non	sa	non	sapere	ADV	VERB
('che_che_SCONJ', 'sono_essere_AUX')	710	che sono	che	sono	che	essere	SCONJ	AUX
('che_che_SCONJ', 'tu_tu_PRON')	710	che tu	che	tu	che	tu	SCONJ	PRON
('ad_a_ADP', 'andare_andare_VERB')	706	ad andare	ad	andare	a	andare	ADP	VERB
('nella_in_ADP', 'sua_suo_DET')	703	nella sua	nella	sua	in	suo	ADP	DET
('io_io_PRON', 'amo_amare_VERB')	697	io amo	io	amo	io	amare	PRON	VERB
('piacciono_piacere_VERB', 'i_il_DET')	693		piacciono	i	piacere	il	VERB	DET
('sicuro_sicuro_ADJ', 'che_che_SCONJ')	692	sicuro che	sicuro	che	sicuro	che	ADJ	SCONJ
('con_con_ADP', 'voi_voi_PRON')	692	con voi	con	voi	con	voi	ADP	PRON
('di_di_ADP', 'voi_voi_PRON')	691	di voi	di	voi	di	voi	ADP	PRON
('non_non_ADV', 'aveva_avere_VERB')	690	non aveva	non	aveva	non	avere	ADV	VERB
('è_essere_AUX', 'davvero_davvero_ADV')	689	è davvero	è	davvero	essere	davvero	AUX	ADV
('suo_suo_DET', 'padre_padre_NOUN')	688	suo padre	suo	padre	suo	padre	DET	NOUN
('mi_mi_PRON', 'hanno_avere_AUX')	687	mi hanno	mi	hanno	mi	avere	PRON	AUX
('su_su_ADP', 'di_di_ADP')	684	su di	su	di	su	di	ADP	ADP
"(""un'_uno_DET"", 'altra_altro_ADJ')"	683	un'altra	un'	altra	uno	altro	DET	ADJ
('pensate_pensare_VERB', 'che_che_SCONJ')	680	pensate che	pensate	che	pensare	che	VERB	SCONJ
('che_che_PRON', 'ha_avere_AUX')	678	che ha	che	ha	che	avere	PRON	AUX
('la_il_DET', 'vita_vita_NOUN')	678	la vita	la	vita	il	vita	DET	NOUN
('sta_stare_AUX', 'facendo_fare_VERB')	672	sta facendo	sta	facendo	stare	fare	AUX	VERB
('il_il_DET', 'cane_cane_NOUN')	670	il cane	il	cane	il	cane	DET	NOUN
('i_il_DET', 'loro_loro_DET')	666	i loro	i	loro	il	loro	DET	DET
('tutto_tutto_DET', 'quello_quello_PRON')	666	tutto quello	tutto	quello	tutto	quello	DET	PRON
('che_che_SCONJ', 'io_io_PRON')	666	che io	che	io	che	io	SCONJ	PRON
('hai_avere_AUX', 'mai_mai_ADV')	665	hai mai	hai	mai	avere	mai	AUX	ADV
('è_essere_AUX', 'mai_mai_ADV')	663	è mai	è	mai	essere	mai	AUX	ADV
('che_che_SCONJ', 'mi_mi_PRON')	661	che mi	che	mi	che	mi	SCONJ	PRON
('ha_avere_AUX', 'perso_perdere_VERB')	661	ha perso	ha	perso	avere	perdere	AUX	VERB
('il_il_DET', 'cibo_cibo_NOUN')	658	il cibo	il	cibo	il	cibo	DET	NOUN
('qualcosa_qualcosa_PRON', 'di_di_ADP')	657	qualcosa di	qualcosa	di	qualcosa	di	PRON	ADP
('dice_dire_VERB', 'di_di_ADP')	656	di	dice	di	dire	di	VERB	ADP
('un_uno_DET', 'uomo_uomo_NOUN')	656	un uomo	un	uomo	uno	uomo	DET	NOUN
"(""l'_lo_PRON"", 'hai_avere_AUX')"	651	l'hai	l'	hai	lo	avere	PRON	AUX
('sono_essere_AUX', 'sicuro_sicuro_ADJ')	651	sono sicuro	sono	sicuro	essere	sicuro	AUX	ADJ
('sa_sapere_VERB', 'che_che_SCONJ')	650	sa che	sa	che	sapere	che	VERB	SCONJ
('non_non_ADV', 'essere_essere_AUX')	646	non essere	non	essere	non	essere	ADV	AUX
('qui_qui_ADV', 'per_per_ADP')	646	qui per	qui	per	qui	per	ADV	ADP
('sicura_sicuro_ADJ', 'che_che_SCONJ')	642	sicura che	sicura	che	sicuro	che	ADJ	SCONJ
('si_si_PRON', 'sta_stare_AUX')	639	si sta	si	sta	si	stare	PRON	AUX
('per_per_ADP', 'te_te_PRON')	636	per te	per	te	per	te	ADP	PRON
('me_me_PRON', 'non_non_ADV')	628	me non	me	non	me	non	PRON	ADV
('a_a_ADP', 'parlare_parlare_VERB')	627	a parlare	a	parlare	a	parlare	ADP	VERB
('è_essere_VERB', 'un_uno_DET')	627	è un	è	un	essere	uno	VERB	DET
('è_essere_AUX', 'morto_morire_VERB')	627	è morto	è	morto	essere	morire	AUX	VERB
('per_per_ADP', 'un_uno_DET')	626	per un	per	un	per	uno	ADP	DET
('sua_suo_DET', 'madre_madre_NOUN')	625	sua madre	sua	madre	suo	madre	DET	NOUN
('avete_avere_AUX', 'mai_mai_ADV')	624	avete mai	avete	mai	avere	mai	AUX	ADV
"(""l'_il_DET"", 'inglese_inglese_NOUN')"	623	l'inglese	l'	inglese	il	inglese	DET	NOUN
('deve_dovere_AUX', 'essere_essere_AUX')	623	deve essere	deve	essere	dovere	essere	AUX	AUX
('ha_avere_AUX', 'preso_prendere_VERB')	620	ha preso	ha	preso	avere	prendere	AUX	VERB
('chi_chi_PRON', 'ha_avere_AUX')	616	chi ha	chi	ha	chi	avere	PRON	AUX
('la_il_DET', 'nostra_nostro_DET')	615	la nostra	la	nostra	il	nostro	DET	DET
('sono_essere_AUX', 'sicura_sicuro_ADJ')	611	sono sicura	sono	sicura	essere	sicuro	AUX	ADJ
('ha_avere_AUX', 'mangiato_mangiare_VERB')	611	ha mangiato	ha	mangiato	avere	mangiare	AUX	VERB
('i_il_DET', 'cani_cane_NOUN')	611	i cani	i	cani	il	cane	DET	NOUN
('la_il_DET', 'musica_musica_NOUN')	605	la musica	la	musica	il	musica	DET	NOUN
('un_uno_DET', 'altro_altro_ADJ')	603	un altro	un	altro	uno	altro	DET	ADJ
('di_di_ADP', 'una_uno_DET')	599	di una	di	una	di	uno	ADP	DET
('era_essere_AUX', 'in_in_ADP')	598	era in	era	in	essere	in	AUX	ADP
('ho_avere_VERB', 'una_uno_DET')	597	ho una	ho	una	avere	uno	VERB	DET
('che_che_SCONJ', 'a_a_ADP')	597		che	a	che	a	SCONJ	ADP
