term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
grandi,false,grande,adjective,big,size,n/a,n/a,n/a,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Le valigie sono grandi.,The suitcases are big.
lungo,true,lungo,adjective,long,"length,size",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Il viaggio è lungo.,The trip is long.
lunga,false,lungo,adjective,long,"length,size",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,La strada è lunga.,The road is long.
lunghi,false,lungo,adjective,long,"length,size",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,masculine plural in -ghi,I film sono lunghi.,The movies are long.
lunghe,false,lungo,adjective,long,"length,size",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Le lezioni sono lunghe.,The lessons are long.
nuovo,true,nuovo,adjective,new,"age,novelty",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Il telefono è nuovo.,The phone is new.
nuova,false,nuovo,adjective,new,"age,novelty",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,La maglia è nuova.,The sweater is new.
nuovi,false,nuovo,adjective,new,"age,novelty",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,I libri sono nuovi.,The books are new.
nuove,false,nuovo,adjective,new,"age,novelty",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Le scarpe sono nuove.,The shoes are new.
piccolo,true,piccolo,adjective,small,size,n/a,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Il cane è piccolo.,The dog is small.
piccola,false,piccolo,adjective,small,size,n/a,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,La stanza è piccola.,The room is small.
piccoli,false,piccolo,adjective,small,size,n/a,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,I paesi sono piccoli.,The towns are small.
piccole,false,piccolo,adjective,small,size,n/a,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Le sedie sono piccole.,The chairs are small.
primo,true,primo,adjective,first,"order,ranking",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Lui è primo.,He is first.
prima,false,primo,adjective,first,"order,ranking",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Lei è prima.,She is first.
primi,false,primo,adjective,first,"order,ranking",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro sono primi.,They are first.
prime,false,primo,adjective,first,"order,ranking",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Loro sono prime.,They are first.
ultimo,true,ultimo,adjective,last,"order,ranking",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Lui è ultimo.,He is last.
ultima,false,ultimo,adjective,last,"order,ranking",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Lei è ultima.,She is last.
ultimi,false,ultimo,adjective,last,"order,ranking",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,I ragazzi sono ultimi.,The boys are last.
ultime,false,ultimo,adjective,last,"order,ranking",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Le squadre sono ultime.,The teams are last.
vecchio,true,vecchio,adjective,old,age,n/a,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Il ponte è vecchio.,The bridge is old.
vecchia,false,vecchio,adjective,old,age,n/a,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,La macchina è vecchia.,The car is old.
vecchi,false,vecchio,adjective,old,age,n/a,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,I palazzi sono vecchi.,The buildings are old.
vecchie,false,vecchio,adjective,old,age,n/a,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Le mappe sono vecchie.,The maps are old.
ancora,true,ancora,adverb,"still, again","time,continuation",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb; no comparative/superlative,Sto ancora lavorando sul progetto.,I'm still working on the project.
bene,true,bene,adverb,well,"manner,quality",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,irregular comparative 'meglio' treated separately; absolute superlative with -issimo,Lui parla bene l'italiano.,He speaks Italian well.
benissimo,false,bene,adverb,very well,"manner,quality",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,absolute superlative,Hai cantato benissimo.,You sang very well.
molto bene,false,bene,adverb,very well,"manner,quality",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,intensifier + base,Parla molto bene il francese.,He speaks French very well.
come,true,come,adverb,as,"comparison,manner",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,used to introduce comparisons or indicate manner,Lei canta come una professionista.,She sings as a professional.
così,true,così,adverb,"so, thus, like this, in this way","comparison,manner",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,alternative form often used in comparisons,Era così felice di vederti.,She was so happy to see you.
altrettanto,true,altrettanto,adverb,just as,"comparison,manner",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,used to express equivalence,Sei altrettanto bravo quanto tuo fratello.,You are just as good as your brother.
dentro,true,dentro,adverb,inside,"place,direction",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb of place,Resta dentro quando piove.,Stay inside when it rains.
dentissimo,false,dentro,adverb,deep inside,"place,direction",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,rare emphatic form,Il segreto è nascosto dentissimo.,The secret is hidden deep inside.
molto dentro,false,dentro,adverb,very inside,"place,direction",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,intensifier + base,È rimasto molto dentro la grotta.,He stayed very deep inside the cave.
dove,true,dove,adverb,where,"place,location",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb of place,Dove abiti?,Where do you live?
dovunque,false,dove,adverb,wherever,"place,location",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,variant form meaning 'wherever',Verrò dovunque tu vada.,I will come wherever you go.
ovunque,false,dove,adverb,wherever,"place,location",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,alternative form of 'dovunque',Puoi trovarmi ovunque.,You can find me anywhere.
ecco,true,ecco,adverb,here is / there is,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb used to present or draw attention,Ecco il libro che cercavi.,Here is the book you were looking for.
eccomi,false,ecco,adverb,here I am,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with first person singular,Eccomi pronto!,"Here I am, ready!"
eccoti,false,ecco,adverb,here you are,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with second person singular,Eccoti finalmente!,Here you are at last!
eccolo,false,ecco,adverb,here it is,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with third person singular masculine,Eccolo sul tavolo.,Here it is on the table.
eccola,false,ecco,adverb,here she is,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with third person singular feminine,Eccola che arriva.,Here she is coming.
eccoci,false,ecco,adverb,here we are,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with first person plural,Eccoci arrivati a Roma.,Here we are in Rome.
eccovi,false,ecco,adverb,here you are,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with second person plural,Eccovi i documenti richiesti.,"Here you are, the requested documents."
eccoli,false,ecco,adverb,here they are,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with third person plural masculine,Eccoli che giocano in giardino.,Here they are playing in the garden.
eccole,false,ecco,adverb,here they are,"presentation,attention",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,pronominal variant with third person plural feminine,Eccole pronte per la partenza.,Here they are ready to leave.
già,true,già,adverb,already,"time,aspect",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb; no comparative/superlative,Ho già finito i compiti.,I've already finished my homework.
mai,true,mai,adverb,never,"frequency,negation",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb; used with 'non' for negation,Non vado mai al mare d'inverno.,I never go to the beach in winter.
male,true,male,adverb,badly,"manner,quality",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,irregular comparative 'peggio' treated separately; absolute superlative with -issimo,Gioca male a calcio.,He plays soccer badly.
malissimo,false,male,adverb,very badly,"manner,quality",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,absolute superlative,Ha guidato malissimo oggi.,She drove very badly today.
molto male,false,male,adverb,very badly,"manner,quality",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,intensifier + base,Mi sento molto male.,I feel very sick.
molto,true,molto,adverb,"very, a lot","degree,intensity",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,degree adverb; comparative 'più' treated separately; absolute superlative with -issimo,Quel film mi è piaciuto molto.,I liked that film a lot.
moltissimo,false,molto,adverb,very much,"degree,intensity",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,absolute superlative,Mi piace moltissimo questa canzone.,I like this song very much.
no,true,no,adverb,no,"negation,response",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb of negation,"No, non ho finito il lavoro.","No, I haven't finished the work."
peggio,true,peggio,adverb,worse,"manner,comparison",n/a,n/a,n/a,n/a,n/a,n/a,true,false,false,n/a,n/a,n/a,n/a,irregular comparative of male; treated as independent base,La situazione va peggio di ieri.,The situation is worse than yesterday.
poco,true,poco,adverb,"little, not much","quantity,degree",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,irregular comparative 'meno' treated separately; absolute superlative with -issimo,Dormo poco durante la settimana.,I sleep little during the week.
pochissimo,false,poco,adverb,very little,"quantity,degree",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,absolute superlative,Ha studiato pochissimo per l'esame.,He studied very little for the exam.
molto poco,false,poco,adverb,very little,"quantity,degree",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,intensifier + base,Abbiamo speso molto poco per il viaggio.,We spent very little on the trip.
poi,true,poi,adverb,then,"time,sequence",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb,"Prima mangiamo, poi andiamo al cinema.","First we eat, then we go to the cinema."
quasi,true,quasi,adverb,almost,"degree,approximation",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb; no comparative or superlative forms,È quasi mezzogiorno.,It is almost noon.
sempre,true,sempre,adverb,always,"frequency,time",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb; no comparative/superlative,Arriva sempre in orario.,He always arrives on time.
spesso,true,spesso,adverb,often,"frequency,habit",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,frequency adverb; forms comparative with più/meno and absolute superlative with -issimo,Esco spesso con gli amici.,I often go out with friends.
più spesso,false,spesso,adverb,more often,"frequency,habit",n/a,n/a,n/a,n/a,n/a,n/a,true,false,false,n/a,n/a,n/a,n/a,comparative of majority (più + adverb),Dovremmo vederci più spesso.,We should see each other more often.
meno spesso,false,spesso,adverb,less often,"frequency,habit",n/a,n/a,n/a,n/a,n/a,n/a,true,false,false,n/a,n/a,n/a,n/a,comparative of minority (meno + adverb),Ultimamente esco meno spesso.,Lately I go out less often.
spessissimo,false,spesso,adverb,very often,"frequency,habit",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,absolute superlative,Ultimamente piove spessissimo.,Lately it rains very often.
molto spesso,false,spesso,adverb,very often,"frequency,habit",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,intensifier + base,Ci sentiamo molto spesso.,We talk to each other very often.
subito,true,subito,adverb,immediately,"time,immediacy",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb; colloquial absolute superlative exists,"Rispondi subito al messaggio, per favore.",Please reply to the message right away.
subitissimo,false,subito,adverb,right away,"time,immediacy",n/a,n/a,n/a,n/a,n/a,n/a,false,true,false,n/a,n/a,n/a,n/a,colloquial absolute superlative,Arrivo subitissimo!,I'll be there right away!
sì,true,sì,adverb,yes,"affirmation,response",n/a,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,invariable adverb of affirmation,"Sì, voglio venire con te.","Yes, I want to come with you."
e,true,e,conjunction,and,"core,logic",coordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Voglio pane e formaggio,I want bread and cheese
o,true,o,conjunction,or,"core,logic",coordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Vuoi tè o caffè?,Do you want tea or coffee?
oppure,true,oppure,conjunction,"or, otherwise","core,logic",coordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Possiamo andare al cinema oppure restare a casa,We can go to the cinema or stay at home
ma,true,ma,conjunction,but,"core,contrast",coordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Vorrei venire ma sono occupato,I'd like to come but I'm busy
però,true,però,conjunction,however,"core,contrast",coordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"Used more for emphasis, often at the start of a sentence","Volevo uscire, però pioveva","I wanted to go out, however, it was raining"
perché,true,perché,conjunction,"why, because","logic,explanations",subordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Can mean 'because' or 'why' depending on context,Non sono venuto perché ero malato,I didn't come because I was sick
se,true,se,conjunction,if,"logic,conditions",subordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,"Se piove, restiamo a casa","If it rains, we'll stay home"
quando,true,quando,conjunction,when,"time,conditions",subordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,n/a,Ti chiamo quando arrivo,I'll call you when I arrive
mentre,true,mentre,conjunction,while,"time,contrast",subordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Can indicate simultaneity or contrast,Lei cucinava mentre lui leggeva,She was cooking while he was reading
siccome,true,siccome,conjunction,since,"logic,explanations",subordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"Used to explain reasons, usually at the start of a sentence","Siccome era tardi, siamo tornati a casa","Since it was late, we went home"
né,true,né,conjunction,nor,"core,logic",coordinating,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Usually appears in double constructions: né...né...,Non ho né tempo né voglia,I have neither time nor desire
sia,true,sia,conjunction,both,"core,logic",correlative,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Appears in paired form: sia...sia...,Mi piace sia il mare sia la montagna,I like both the sea and the mountains
il,true,il,article,the,"core,grammar",definite,n/a,masculine,singular,n/a,n/a,false,false,false,definite,n/a,n/a,n/a,Used before most consonants,Il libro è interessante.,The book is interesting.
lo,true,lo,article,the,"core,grammar",definite,n/a,masculine,singular,n/a,n/a,false,false,false,definite,n/a,n/a,n/a,"Used before s+consonant, z, ps, gn",Lo studente è intelligente.,The student is intelligent.
i,true,i,article,the,"core,grammar",definite,n/a,masculine,plural,n/a,n/a,false,false,false,definite,n/a,n/a,n/a,"Plural of ""il""",I libri sono interessanti.,The books are interesting.
gli,true,gli,article,the,"core,grammar",definite,n/a,masculine,plural,n/a,n/a,false,false,false,definite,n/a,n/a,n/a,"Plural of ""lo"" and ""l'""",Gli studenti sono intelligenti.,The students are intelligent.
la,true,la,article,the,"core,grammar",definite,n/a,feminine,singular,n/a,n/a,false,false,false,definite,n/a,n/a,n/a,Used before consonants,La casa è grande.,The house is big.
le,true,le,article,the,"core,grammar",definite,n/a,feminine,plural,n/a,n/a,false,false,false,definite,n/a,n/a,n/a,"Plural of ""la"" and ""l'""",Le case sono grandi.,The houses are big.
un,true,un,article,a,"core,grammar",indefinite,n/a,masculine,singular,n/a,n/a,false,false,false,indefinite,n/a,n/a,n/a,Used before most consonants and vowels,Un amico mi ha chiamato.,A friend called me.
uno,true,uno,article,a,"core,grammar",indefinite,n/a,masculine,singular,n/a,n/a,false,false,false,indefinite,n/a,n/a,n/a,"Used before s+consonant, z, ps, gn",Uno studente ha fatto la domanda.,A student asked the question.
una,true,una,article,a,"core,grammar",indefinite,n/a,feminine,singular,n/a,n/a,false,false,false,indefinite,n/a,n/a,n/a,Used before consonants,Una ragazza è arrivata.,A girl arrived.
del,true,del,article,some,"food,grammar",partitive,n/a,masculine,singular,n/a,n/a,false,false,false,partitive,n/a,n/a,n/a,"Contraction of ""di + il""",Ho del pane.,I have some bread.
dello,true,dello,article,some,"food,grammar",partitive,n/a,masculine,singular,n/a,n/a,false,false,false,partitive,n/a,n/a,n/a,"Contraction of ""di + lo""",C'è dello zucchero.,There is some sugar.
dei,true,dei,article,some,"food,grammar",partitive,n/a,masculine,plural,n/a,n/a,false,false,false,partitive,n/a,n/a,n/a,"Contraction of ""di + i""",Ho dei libri.,I have some books.
degli,true,degli,article,some,"food,grammar",partitive,n/a,masculine,plural,n/a,n/a,false,false,false,partitive,n/a,n/a,n/a,"Contraction of ""di + gli""",Ho degli amici.,I have some friends.
della,true,della,article,some,"food,grammar",partitive,n/a,feminine,singular,n/a,n/a,false,false,false,partitive,n/a,n/a,n/a,"Contraction of ""di + la""",Vorrei della frutta.,I would like some fruit.
delle,true,delle,article,some,"food,grammar",partitive,n/a,feminine,plural,n/a,n/a,false,false,false,partitive,n/a,n/a,n/a,"Contraction of ""di + le""",Ho delle idee.,I have some ideas.
questo,true,questo,determiner,this,"core,objects",demonstrative,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used for masculine singular nouns near the speaker,Questo libro è interessante.,This book is interesting.
questa,false,questo,determiner,this,"core,objects",demonstrative,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used for feminine singular nouns near the speaker,Questa casa è grande.,This house is big.
questi,false,questo,determiner,these,"core,objects",demonstrative,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used for masculine plural nouns near the speaker,Questi ragazzi sono felici.,These boys are happy.
queste,false,questo,determiner,these,"core,objects",demonstrative,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used for feminine plural nouns near the speaker,Queste scarpe sono nuove.,These shoes are new.
quel,false,quello,determiner,that,"core,objects",demonstrative,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used before most masculine singular nouns,Quel tavolo è rotondo.,That table is round.
quello,true,quello,determiner,that,"core,objects",demonstrative,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"Used before masculine singular nouns starting with s+consonant, z, ps, gn",Quello zaino è pesante.,That backpack is heavy.
quelli,false,quello,determiner,those,"core,objects",demonstrative,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used as a pronoun for masculine plural; not used before nouns,Quelli sono belli.,Those are nice.
quei,false,quello,determiner,those,"core,objects",demonstrative,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used before most masculine plural nouns,Quei fiori sono belli.,Those flowers are beautiful.
quegli,false,quello,determiner,those,"core,objects",demonstrative,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"Used before masculine plural nouns starting with vowels, s+consonant, z, ps, gn",Quegli studenti sono intelligenti.,Those students are intelligent.
quella,false,quello,determiner,that,"core,objects",demonstrative,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used before feminine singular nouns,Quella porta è chiusa.,That door is closed.
quelle,false,quello,determiner,those,"core,objects",demonstrative,n/a,feminine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used before feminine plural nouns,Quelle ragazze sono simpatiche.,Those girls are nice.
che,true,che,determiner,which,"core,questions",distributive,n/a,n/a,n/a,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used in interrogative and relative clauses,Che libro leggi?,Which book are you reading?
quale,true,quale,determiner,which,"core,questions",distributive,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used to specify a choice among options,Quale film preferisci?,Which movie do you prefer?
quali,false,quale,determiner,which (plural),"core,questions",distributive,n/a,masculine,plural,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"Plural form of ""quale""",Quali libri hai comprato?,Which books did you buy?
quanto,true,quanto,determiner,how much (masculine),"shopping,quantities",quantifier,n/a,masculine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,Used to ask or state quantity,Quanto pane vuoi?,How much bread do you want?
quanta,false,quanto,determiner,how much (feminine),"shopping,quantities",quantifier,n/a,feminine,singular,n/a,n/a,false,false,false,n/a,n/a,n/a,n/a,"Feminine singular form of ""quanto""",Quanta acqua bevi?,How much water do you drink?
