term_italian,is_base,base_term_italian,translation_english,topics,mood,tense,person_number,gender,plurality,is_compound,notes,example_sentence_italian,example_sentence_english
parlavate,false,parlare,you (plural) were speaking,"communication,language",indicative,imperfect,2p,n/a,plural,false,,"Voi parlavate al telefono.","You (plural) were speaking on the phone."
parlavano,false,parlare,they were speaking,"communication,language",indicative,imperfect,3p,n/a,plural,false,,"Loro parlavano del progetto.","They were speaking about the project."
ho parlato,false,parlare,I have spoken / I spoke,"communication,language",indicative,passato_prossimo,1s,masculine,singular,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Ho parlato con Marco ieri.","I have spoken with Marco yesterday."
ho parlato,false,parlare,I have spoken / I spoke,"communication,language",indicative,passato_prossimo,1s,feminine,singular,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Io ho parlato al corso.","I have spoken at the course."
hai parlato,false,parlare,you have spoken / you spoke,"communication,language",indicative,passato_prossimo,2s,masculine,singular,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Hai parlato con la professoressa.","You have spoken with the teacher."
hai parlato,false,parlare,you have spoken / you spoke,"communication,language",indicative,passato_prossimo,2s,feminine,singular,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Hai parlato troppo velocemente.","You have spoken too quickly."
ha parlato,false,parlare,he/she/it has spoken / he/she spoke,"communication,language",indicative,passato_prossimo,3s,masculine,singular,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number; also 'you (formal)',"Lui ha parlato al direttore.","He has spoken to the director."
ha parlato,false,parlare,he/she/it has spoken / he/she spoke,"communication,language",indicative,passato_prossimo,3s,feminine,singular,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number; also 'you (formal)',"Lei ha parlato con gentilezza.","She/You (formal) have spoken kindly."
abbiamo parlato,false,parlare,we have spoken / we spoke,"communication,language",indicative,passato_prossimo,1p,masculine,plural,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Abbiamo parlato tutto il pomeriggio.","We have spoken all afternoon."
abbiamo parlato,false,parlare,we have spoken / we spoke,"communication,language",indicative,passato_prossimo,1p,feminine,plural,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Noi abbiamo parlato del progetto.","We have spoken about the project."
avete parlato,false,parlare,you (plural) have spoken / you (plural) spoke,"communication,language",indicative,passato_prossimo,2p,masculine,plural,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Avete parlato con i vicini?","Have you (plural) spoken with the neighbors?"
avete parlato,false,parlare,you (plural) have spoken / you (plural) spoke,"communication,language",indicative,passato_prossimo,2p,feminine,plural,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Avete parlato delle vacanze.","You (plural) have spoken about the holidays."
hanno parlato,false,parlare,they have spoken / they spoke,"communication,language",indicative,passato_prossimo,3p,masculine,plural,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Loro hanno parlato tutta la sera.","They have spoken all evening."
hanno parlato,false,parlare,they have spoken / they spoke,"communication,language",indicative,passato_prossimo,3p,feminine,plural,true,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,"Loro hanno parlato tra loro.","They have spoken among themselves."
