token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
56-7	TOI056	56	io	io	linguistic	none	_	_	_	_	_	_
56-8	TOI056	56	mi	mi	linguistic	none	_	_	_	_	_	_
56-9	TOI056	56	auguro	auguro	linguistic	none	_	_	_	_	_	_
56-10	TOI056	56	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
56-11	TOI056	56	che	che	linguistic	none	_	_	_	_	_	_
56-12	TOI056	56	la	la	linguistic	none	_	_	_	_	_	_
56-13	TOI056	56	cosa	cosa	linguistic	none	_	_	_	_	_	_
56-14	TOI056	56	succederà	succederà	linguistic	none	_	_	_	_	_	_
56-15	TOI056	56	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
56-16	TOI056	56	com'	com'	linguistic	none	SpaceAfter=No	_	_	_	_	_
56-17	TOI056	56	è	è	linguistic	none	_	_	_	_	_	_
56-18	TOI056	56	successa	successa	linguistic	none	_	_	_	_	_	_
56-19	TOI056	56	in	in	linguistic	none	_	_	_	_	_	_
56-20	TOI056	56	precedenza	precedenza	linguistic	none	_	End=182.97	_	_	_	_
57-0	TOR001	57	mh	mh	linguistic	none	_	Begin=182.98	_	_	_	_
57-1	TOR001	57	mh	mh	linguistic	none	_	_	_	_	_	_
57-2	TOR001	57	mh	mh	linguistic	none	_	_	_	_	_	_
57-3	TOR001	57	mh	mh	linguistic	none	_	End=183.981	_	_	_	_
58-0	TOR001	58	e	e	linguistic	none	_	Begin=184.337	_	_	_	_
58-1	TOR001	58	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
58-2	TOR001	58	e::hm	ehm	linguistic	none	_	_	0x2	_	_	_
58-3	TOR001	58	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
58-4	TOR001	58	ha	ha	linguistic	none	_	_	_	_	_	_
58-5	TOR001	58	dei	dei	linguistic	none	_	_	_	_	_	_
58-6	TOR001	58	ricordi	ricordi	linguistic	none	_	_	_	_	_	_
58-7	TOR001	58	relativi	relativi	linguistic	none	_	_	_	_	_	_
58-8	TOR001	58	alle:	alle	linguistic	none	_	_	3x1	_	_	_
58-9	TOR001	58	prime	prime	linguistic	none	_	_	_	_	_	_
58-10	TOR001	58	due	due	linguistic	none	_	_	_	_	_	_
58-11	TOR001	58	migrazioni	migrazioni	linguistic	none	_	_	_	_	_	_
58-12	TOR001	58	c(io)è	cioè	linguistic	none	_	_	_	_	1-3(0)	_
58-13	TOR001	58	sia	sia	linguistic	none	_	_	_	_	_	_
58-14	TOR001	58	dalla:	dalla	linguistic	none	_	End=190.223	4x1	_	_	_
59-0	TOR001	59	diciamo	diciamo	linguistic	none	_	Begin=190.24	_	_	_	_
59-1	TOR001	59	dalle	dalle	linguistic	none	_	_	_	_	_	_
59-2	TOR001	59	campagne	campagne	linguistic	none	_	_	_	_	_	_
59-3	TOR001	59	alla	alla	linguistic	none	_	_	_	_	_	_
59-4	TOR001	59	città	città	linguistic	none	_	End=192.373	_	_	_	_
60-0	TOR001	60	sia	sia	linguistic	none	_	Begin=192.373	_	_	_	_
60-1	TOR001	60	poi	poi	linguistic	none	_	_	_	_	_	_
60-2	TOR001	60	dai::	dai	linguistic	none	_	_	2x2	_	_	_
60-3	TOR001	60	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
60-4	TOR001	60	meri[dionali	meridionali	linguistic	none	_	_	_	_	_	4-11(9)
60-5	TOR001	60	diciamo]	diciamo	linguistic	none	_	End=195.21	_	_	_	0-7(9)
61-0	TOI056	61	[dalla	dalla	linguistic	none	_	Begin=194.216	_	_	_	0-5(9)
61-1	TOI056	61	campagna]	campagna	linguistic	none	_	_	_	_	_	0-8(9)
61-2	TOI056	61	alla	alla	linguistic	none	_	_	_	_	_	_
61-3	TOI056	61	città	città	linguistic	none	_	_	_	_	_	_
61-4	TOI056	61	posso	posso	linguistic	none	_	_	_	_	_	_
61-5	TOI056	61	dire	dire	linguistic	none	_	End=196.997	_	_	_	_
62-0	TOI056	62	già	già	linguistic	none	_	Begin=197.119	_	_	_	_
62-1	TOI056	62	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
62-2	TOI056	62	il	il	linguistic	none	_	_	_	_	_	_
62-3	TOI056	62	padre	padre	linguistic	none	_	_	_	_	_	_
62-4	TOI056	62	di	di	linguistic	none	_	_	_	_	_	_
