token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
10-2	TOI109	10	°xxxxx°	x	unknown	none	Volume=Low	End=30.76	_	_	_	_
11-0	TOI109	11	°famiglia?°	famiglia	linguistic	none	Intonation=Rising|Volume=Low	Begin=31.008|End=31.73	_	_	_	_
12-0	TOR015	12	sì,	sì	linguistic	none	Intonation=WeaklyRising	Begin=31.828	_	_	_	_
12-1	TOR015	12	tutto	tutto	linguistic	none	_	_	_	_	_	_
12-2	TOR015	12	quello	quello	linguistic	none	_	_	_	_	_	_
12-3	TOR015	12	che	che	linguistic	none	_	_	_	_	_	_
12-4	TOR015	12	ti	ti	linguistic	none	_	_	_	_	_	_
12-5	TOR015	12	viene	viene	linguistic	none	_	_	_	_	_	_
12-6	TOR015	12	in	in	linguistic	none	_	_	_	_	_	_
12-7	TOR015	12	ment[e]	mente	linguistic	none	_	End=33.43	_	_	_	4-5(0)
13-0	TOI109	13	[e]:h.	eh	linguistic	none	Intonation=Falling	Begin=33.365|End=33.783	0x1	_	_	0-1(0)
14-0	TOI109	14	coi	coi	linguistic	none	_	Begin=34.438	_	_	_	_
14-1	TOI109	14	miei	miei	linguistic	none	_	_	_	_	_	_
14-2	TOI109	14	genitori,	genitori	linguistic	none	Intonation=WeaklyRising	End=35.8	_	_	_	_
15-0	TOR015	15	m:h,	mh	linguistic	none	Intonation=WeaklyRising	Begin=35.928|End=36.328	0x1	_	_	_
16-0	TOI109	16	che:	che	linguistic	none	_	Begin=37.591|End=38.086	2x1	_	_	_
17-0	TOI109	17	a	a	linguistic	none	_	Begin=38.446	_	_	_	_
17-1	TOI109	17	quei	quei	linguistic	none	_	_	_	_	_	_
17-2	TOI109	17	tempi	tempi	linguistic	none	_	_	_	_	_	_
17-3	TOI109	17	avevo	avevo	linguistic	none	_	_	_	_	_	_
17-4	TOI109	17	diciassette	diciassette	linguistic	none	_	_	_	_	_	_
17-5	TOI109	17	anni	anni	linguistic	none	_	End=40.63	_	_	_	_
18-0	TOI109	18	d[unque]	dunque	linguistic	none	_	Begin=40.726|End=41.28	_	_	_	1-6(1)
19-0	TOR015	19	°[mh	mh	linguistic	none	Volume=Low	Begin=40.79	_	_	_	0-2(1)
19-1	TOR015	19	mh]°	mh	linguistic	none	Volume=Low	End=41.27	_	_	_	0-2(1)
20-0	TOI109	20	mi	mi	linguistic	none	_	Begin=42.703	_	_	_	_
20-1	TOI109	20	ricordo	ricordo	linguistic	none	_	_	_	_	_	_
20-2	TOI109	20	benissimo	benissimo	linguistic	none	_	End=44.19	_	_	_	_
21-0	TOI109	21	dove	dove	linguistic	none	_	Begin=44.801	_	_	_	_
21-1	TOI109	21	ci	ci	linguistic	none	_	_	_	_	_	_
21-2	TOI109	21	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
21-3	TOI109	21	dove::	dove	linguistic	none	_	End=46.58	3x2	_	_	_
22-0	TOI109	22	siamo	siamo	linguistic	none	_	Begin=47.02	_	_	_	_
22-1	TOI109	22	andati	andati	linguistic	none	_	_	_	_	_	_
22-2	TOI109	22	a	a	linguistic	none	_	_	_	_	_	_
22-3	TOI109	22	abitare.	abitare	linguistic	none	Intonation=Falling	End=48.56	_	_	_	_
23-0	TOR015	23	mh	mh	linguistic	none	_	Begin=48.696	_	_	_	_
23-1	TOR015	23	mh,	mh	linguistic	none	Intonation=WeaklyRising	End=49.185	_	_	_	_
24-0	TOI109	24	siamo	siamo	linguistic	none	_	Begin=49.645	_	_	_	_
24-1	TOI109	24	andati	andati	linguistic	none	_	_	_	_	_	_
24-2	TOI109	24	a	a	linguistic	none	_	_	_	_	_	_
24-3	TOI109	24	abitare	abitare	linguistic	none	_	_	_	_	_	_
24-4	TOI109	24	nella	nella	linguistic	none	_	_	_	_	_	_
24-5	TOI109	24	zona	zona	linguistic	none	_	_	_	_	_	_
24-6	TOI109	24	di	di	linguistic	none	_	_	_	_	_	_
24-7	TOI109	24	sassi	sassi	linguistic	none	_	End=52.78	_	_	_	_
25-0	TOI109	25	sempre	sempre	linguistic	none	_	Begin=55.323	_	_	_	_
25-1	TOI109	25	a	a	linguistic	none	_	_	_	_	_	_
25-2	TOI109	25	tor[ino	torino	linguistic	none	_	_	_	_	_	3-6(2)
25-3	TOI109	25	no]?	no	linguistic	none	Intonation=Rising	End=56.67	_	_	_	0-2(2)
26-0	TOR015	26	[sì	sì	linguistic	none	_	Begin=56.12	_	_	_	0-2(2)
26-1	TOR015	26	sì	sì	linguistic	none	_	_	_	_	_	0-2(2)
26-2	TOR015	26	qui]ndi	quindi	linguistic	none	_	_	_	_	_	0-3(2)
26-3	TOR015	26	torino	torino	linguistic	none	_	_	_	_	_	_
26-4	TOR015	26	[nord]	nord	linguistic	none	_	End=57.7	_	_	_	0-4(3)
27-0	TOI109	27	°[ecco]°	ecco	linguistic	none	Volume=Low	Begin=57.115|End=57.71	_	_	_	0-4(3)
28-0	TOI109	28	a	a	linguistic	none	_	Begin=60.26	_	_	_	_
28-1	TOI109	28	quei	quei	linguistic	none	_	_	_	_	_	_
28-2	TOI109	28	tempi	tempi	linguistic	none	_	_	_	_	_	_
28-3	TOI109	28	erano	erano	linguistic	none	_	_	_	_	_	_
28-4	TOI109	28	molto	molto	linguistic	none	_	_	_	_	_	_
28-5	TOI109	28	diversi	diversi	linguistic	none	_	End=62.72	_	_	_	_
29-0	TOR015	29	mh	mh	linguistic	none	_	Begin=62.871	_	_	_	_
29-1	TOR015	29	mh,	mh	linguistic	none	Intonation=WeaklyRising	End=63.34	_	_	_	_
30-0	TOI109	30	non	non	linguistic	none	_	Begin=64.251	_	_	_	_
30-1	TOI109	30	come	come	linguistic	none	_	_	_	_	_	_
30-2	TOI109	30	adesso	adesso	linguistic	none	_	_	_	_	_	_
30-3	TOI109	30	no?	no	linguistic	none	Intonation=Rising	End=65.65	_	_	_	_
31-0	TOI109	31	ecco.	ecco	linguistic	none	Intonation=Falling	Begin=66.04|End=66.7	_	_	_	_
32-0	TOI109	32	e	e	linguistic	none	_	Begin=70.638	_	_	_	_
32-1	TOI109	32	(al)lora	allora	linguistic	none	_	_	_	_	0-2(0)	_
32-2	TOI109	32	e:::h	eh	linguistic	none	_	End=72.48	0x3	_	_	_
33-0	TOR015	33	e	e	linguistic	none	_	Begin=74.035	_	_	_	_
33-1	TOR015	33	cosa::	cosa	linguistic	none	_	_	3x2	_	_	_
33-2	TOR015	33	che	che	linguistic	none	_	_	_	_	_	_
33-3	TOR015	33	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
33-4	TOR015	33	che	che	linguistic	none	_	_	_	_	_	_
33-5	TOR015	33	cosa	cosa	linguistic	none	_	_	_	_	_	_
33-6	TOR015	33	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
33-7	TOR015	33	è	è	linguistic	none	_	_	_	_	_	_
33-8	TOR015	33	di	di	linguistic	none	_	_	_	_	_	_
33-9	TOR015	33	diverso	diverso	linguistic	none	_	_	_	_	_	_
33-10	TOR015	33	cioè	cioè	linguistic	none	_	_	_	_	_	_
33-11	TOR015	33	che:	che	linguistic	none	_	_	2x1	_	_	_
33-12	TOR015	33	cos'	cos'	linguistic	none	SpaceAfter=No	_	_	_	_	_
33-13	TOR015	33	era	era	linguistic	none	_	_	_	_	_	_
33-14	TOR015	33	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
33-15	TOR015	33	diverso	diverso	linguistic	none	_	_	_	_	_	_
33-16	TOR015	33	all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	_
33-17	TOR015	33	epoca	epoca	linguistic	none	_	_	_	_	_	_
33-18	TOR015	33	più	più	linguistic	none	_	_	_	_	_	_
33-19	TOR015	33	o	o	linguistic	none	_	_	_	_	_	0-1(4)
33-20	TOR015	33	m[eno]	meno	linguistic	none	_	End=79.13	_	_	_	0-2(4)
34-0	TOI109	34	[diver]so	diverso	linguistic	none	_	Begin=78.76|End=79.59	_	_	_	0-5(4)
35-0	TOR015	35	m:h	mh	linguistic	none	_	Begin=79.631|End=79.96	0x1	_	_	_
36-0	TOI109	36	nel	nel	linguistic	none	_	Begin=79.99	_	_	_	_
36-1	TOI109	36	senso	senso	linguistic	none	_	_	_	_	_	_
36-2	TOI109	36	che:	che	linguistic	none	_	End=81.23	2x1	_	_	_
37-0	TOI109	37	c'	c'	linguistic	none	SpaceAfter=No	Begin=82.688	_	_	_	_
37-1	TOI109	37	era	era	linguistic	none	_	_	_	_	_	_
37-2	TOI109	37	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
37-3	TOI109	37	meno	meno	linguistic	none	_	_	_	_	_	_
37-4	TOI109	37	movimento	movimento	linguistic	none	_	_	_	_	_	_
37-5	TOI109	37	di	di	linguistic	none	_	_	_	_	_	_
37-6	TOI109	37	adesso,	adesso	linguistic	none	Intonation=WeaklyRising	End=85.33	_	_	_	_
38-0	TOR015	38	mh	mh	linguistic	none	_	Begin=85.365	_	_	_	_
38-1	TOR015	38	mh,	mh	linguistic	none	Intonation=WeaklyRising	End=85.83	_	_	_	_
39-0	TOI109	39	tempo	tempo	linguistic	none	_	Begin=88.84	_	_	_	_
39-1	TOI109	39	molto	molto	linguistic	none	_	_	_	_	_	_
39-2	TOI109	39	diversi	diversi	linguistic	none	_	_	_	_	_	_
39-3	TOI109	39	°xxx°	x	unknown	none	Volume=Low	End=91.04	_	_	_	_
40-0	TOR015	40	mh.	mh	linguistic	none	Intonation=Falling	Begin=91.04|End=91.36	_	_	_	_
41-0	TOR015	41	okay	okay	linguistic	none	_	Begin=92.111|End=92.57	_	_	_	_
42-0	TOI109	42	in	in	linguistic	none	_	Begin=92.571	_	_	_	_
42-1	TOI109	42	tutti	tutti	linguistic	none	_	_	_	_	_	_
42-2	TOI109	42	i	i	linguistic	none	_	_	_	_	_	_
42-3	TOI109	42	sensi	sensi	linguistic	none	_	End=93.75	_	_	_	_
43-0	TOI109	43	capito?	capito	linguistic	none	Intonation=Rising	Begin=93.98|End=94.63	_	_	_	_
44-0	TOR015	44	e	e	linguistic	none	_	Begin=94.96	_	_	_	_
44-1	TOR015	44	più	più	linguistic	none	_	_	_	_	_	_
44-2	TOR015	44	o	o	linguistic	none	_	_	_	_	_	_
44-3	TOR015	44	meno	meno	linguistic	none	_	_	_	_	_	_
44-4	TOR015	44	quanti	quanti	linguistic	none	_	_	_	_	_	_
44-5	TOR015	44	anni	anni	linguistic	none	_	_	_	_	_	_
44-6	TOR015	44	ci	ci	linguistic	none	_	_	_	_	_	_
44-7	TOR015	44	sei	sei	linguistic	none	_	_	_	_	_	_
44-8	TOR015	44	rimasta	rimasta	linguistic	none	_	_	_	_	_	_
44-9	TOR015	44	in	in	linguistic	none	_	_	_	_	_	_
44-10	TOR015	44	quel	quel	linguistic	none	_	_	_	_	_	_
44-11	TOR015	44	quartiere?	quartiere	linguistic	none	Intonation=Rising	End=97.58	_	_	_	_
45-0	TOI109	45	in	in	linguistic	none	_	Begin=97.59	_	_	_	_
45-1	TOI109	45	quel	quel	linguistic	none	_	_	_	_	_	_
45-2	TOI109	45	quaritere	quaritere	linguistic	none	_	_	_	_	_	_
45-3	TOI109	45	siamo	siamo	linguistic	none	_	_	_	_	_	_
45-4	TOI109	45	rimasti::	rimasti	linguistic	none	_	End=100.0	6x2	_	_	_
46-0	TOI109	46	due	due	linguistic	none	_	Begin=102.6	_	_	_	_
46-1	TOI109	46	anni.	anni	linguistic	none	Intonation=Falling	End=103.44	_	_	_	_
47-0	TOR015	47	due	due	linguistic	none	_	Begin=103.625	_	_	_	_
47-1	TOR015	47	anni.	anni	linguistic	none	Intonation=Falling	End=104.27	_	_	_	_
48-0	TOR015	48	e	e	linguistic	none	_	Begin=104.33	_	_	_	_
48-1	TOR015	48	poi?	poi	linguistic	none	Intonation=Rising	_	_	_	_	_
48-2	TOR015	48	dove	dove	linguistic	none	_	_	_	_	_	_
48-3	TOR015	48	siete	siete	linguistic	none	_	_	_	_	_	_
48-4	TOR015	48	andati?	andati	linguistic	none	Intonation=Rising	End=105.76	_	_	_	_
49-0	TOI109	49	poi	poi	linguistic	none	_	Begin=106.018	_	_	_	_
49-1	TOI109	49	siamo	siamo	linguistic	none	_	_	_	_	_	_
49-2	TOI109	49	andati	andati	linguistic	none	_	_	_	_	_	_
49-3	TOI109	49	verso	verso	linguistic	none	_	End=107.96	_	_	_	_
50-0	TOI109	50	e::h	eh	linguistic	none	_	Begin=108.878	0x2	_	_	_
50-1	TOI109	50	verso	verso	linguistic	none	_	_	_	_	_	_
50-2	TOI109	50	san	san	linguistic	none	_	_	_	_	_	_
50-3	TOI109	50	mauro	mauro	linguistic	none	_	End=110.92	_	_	_	_
51-0	TOR015	51	a::h	ah	linguistic	none	_	Begin=111.298	0x2	_	_	_
51-1	TOR015	51	ho	ho	linguistic	none	_	_	_	_	_	_
51-2	TOR015	51	capito	capito	linguistic	none	_	End=112.42	_	_	_	_
52-0	TOR015	52	beh	beh	linguistic	none	_	Begin=112.523	_	_	_	_
52-1	TOR015	52	comunque	comunque	linguistic	none	_	_	_	_	_	_
52-2	TOR015	52	lì	lì	linguistic	none	_	_	_	_	_	_
52-3	TOR015	52	vicino	vicino	linguistic	none	_	_	_	_	_	_
52-4	TOR015	52	no?	no	linguistic	none	Intonation=Rising	End=113.8	_	_	_	_
53-0	TOI110	53	sì	sì	linguistic	none	_	Begin=113.915|End=114.29	_	_	_	_
54-0	TOR015	54	sì?	sì	linguistic	none	Intonation=Rising	Begin=114.51	_	_	_	_
54-1	TOR015	54	°oka[y]°	okay	linguistic	none	Volume=Low	End=115.3	_	_	_	3-4(5)
55-0	TOI109	55	[vers]o	verso	linguistic	none	_	Begin=115.068	_	_	_	0-4(5)
55-1	TOI109	55	san	san	linguistic	none	_	_	_	_	_	_
55-2	TOI109	55	mauro,	mauro	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
55-3	TOI109	55	pe[rché]	perché	linguistic	none	_	End=116.76	_	_	_	2-6(6)
56-0	TOR015	56	[mh].	mh	linguistic	none	Intonation=Falling	Begin=116.405|End=116.8	_	_	_	0-2(6)
57-0	TOI109	57	e::h	eh	linguistic	none	_	Begin=117.633	0x2	_	_	_
57-1	TOI109	57	mio	mio	linguistic	none	_	_	_	_	_	_
57-2	TOI109	57	padre	padre	linguistic	none	_	End=119.32	_	_	_	_
58-0	TOR015	58	mh	mh	linguistic	none	_	Begin=119.79	_	_	_	_
58-1	TOR015	58	mh,	mh	linguistic	none	Intonation=WeaklyRising	End=120.2	_	_	_	_
59-0	TOI109	59	era	era	linguistic	none	_	Begin=120.22	_	_	_	_
59-1	TOI109	59	disoccupato	disoccupato	linguistic	none	_	_	_	_	_	_
59-2	TOI109	59	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
59-3	TOI109	59	anche	anche	linguistic	none	_	_	_	_	_	_
59-4	TOI109	59	giù	giù	linguistic	none	_	_	_	_	_	_
59-5	TOI109	59	nel	nel	linguistic	none	_	_	_	_	_	_
59-6	TOI109	59	veneto	veneto	linguistic	none	_	_	_	_	_	_
59-7	TOI109	59	n[o]?	no	linguistic	none	Intonation=Rising	End=123.38	_	_	_	1-2(7)
60-0	TOR015	60	[mh]	mh	linguistic	none	_	Begin=123.13	_	_	_	0-2(7)
60-1	TOR015	60	mh,	mh	linguistic	none	Intonation=WeaklyRising	End=123.67	_	_	_	_
61-0	TOI109	61	e	e	linguistic	none	_	Begin=126.08	_	_	_	_
61-1	TOI109	61	allora	allora	linguistic	none	_	_	_	_	_	_
61-2	TOI109	61	e:::h	eh	linguistic	none	_	End=127.89	0x3	_	_	_
62-0	TOI109	62	è	è	linguistic	none	_	Begin=128.995	_	_	_	_
62-1	TOI109	62	sucesso	sucesso	linguistic	none	_	_	_	_	_	_
62-2	TOI109	62	che	che	linguistic	none	_	_	_	_	_	_
62-3	TOI109	62	ha	ha	linguistic	none	_	_	_	_	_	_
62-4	TOI109	62	trovato	trovato	linguistic	none	_	_	_	_	_	_
62-5	TOI109	62	u:n	un	linguistic	none	_	_	0x1	_	_	_
62-6	TOI109	62	posto	posto	linguistic	none	_	_	_	_	_	_
62-7	TOI109	62	di	di	linguistic	none	_	_	_	_	_	_
62-8	TOI109	62	lavoro	lavoro	linguistic	none	_	End=132.3	_	_	_	_
63-0	TOI109	63	come:::	come	linguistic	none	_	Begin=133.72	3x3	_	_	_
63-1	TOI109	63	°mh°	mh	linguistic	none	Volume=Low	End=135.14	_	_	_	_
64-0	TOI109	64	°eh.°	eh	linguistic	none	Intonation=Falling|Volume=Low	Begin=137.415	_	_	_	_
64-1	TOI109	64	come	come	linguistic	none	_	_	_	_	_	_
64-2	TOI109	64	si	si	linguistic	none	_	_	_	_	_	_
64-3	TOI109	64	chiama	chiama	linguistic	none	_	_	_	_	_	_
64-4	TOI109	64	quelli	quelli	linguistic	none	_	_	_	_	_	_
64-5	TOI109	64	dei	dei	linguistic	none	_	_	_	_	_	_
64-6	TOI109	64	pini	pini	linguistic	none	_	End=140.31	_	_	_	_
65-0	TOI109	65	le	le	linguistic	none	_	Begin=141.556	_	_	_	_
65-1	TOI109	65	piantagioni	piantagioni	linguistic	none	_	_	_	_	_	_
65-2	TOI109	65	dei	dei	linguistic	none	_	_	_	_	_	_
65-3	TOI109	65	pini,	pini	linguistic	none	Intonation=WeaklyRising	End=143.37	_	_	_	_
66-0	TOR015	66	ah	ah	linguistic	none	_	Begin=143.953|End=144.41	_	_	_	_
67-0	TOI109	67	la	la	linguistic	none	_	Begin=144.866	_	_	_	_
67-1	TOI109	67	piantagione	piantagione	linguistic	none	_	_	_	_	_	_
67-2	TOI109	67	dei	dei	linguistic	none	_	_	_	_	_	_
67-3	TOI109	67	pini,	pini	linguistic	none	Intonation=WeaklyRising	End=146.81	_	_	_	_
68-0	TOR015	68	cosa	cosa	linguistic	none	_	Begin=146.86	_	_	_	_
68-1	TOR015	68	faceva?	faceva	linguistic	none	Intonation=Rising	End=147.765	_	_	_	_
69-0	TOI109	69	cose::	cose	linguistic	none	_	Begin=149.221|End=150.236	3x2	_	_	_
70-0	TOI109	70	in	in	linguistic	none	_	Begin=150.626	_	_	_	_
70-1	TOI109	70	campagna	campagna	linguistic	none	_	_	_	_	_	_
70-2	TOI109	70	per	per	linguistic	none	_	End=151.87	_	_	_	_
71-0	TOR015	71	a:h	ah	linguistic	none	_	Begin=151.96	0x1	_	_	_
71-1	TOR015	71	ho	ho	linguistic	none	_	_	_	_	_	_
71-2	TOR015	71	capi[to]	capito	linguistic	none	_	End=152.97	_	_	_	4-6(8)
72-0	TOI109	72	[sai]	sai	linguistic	none	_	Begin=152.665	_	_	_	0-3(8)
72-1	TOI109	72	quei	quei	linguistic	none	_	_	_	_	_	_
72-2	TOI109	72	pini	pini	linguistic	none	_	_	_	_	_	_
72-3	TOI109	72	che	che	linguistic	none	_	End=153.78	_	_	_	_
73-0	TOI109	73	piante	piante	linguistic	none	_	Begin=154.116	_	_	_	_
73-1	TOI109	73	di	di	linguistic	none	_	_	_	_	_	_
73-2	TOI109	73	pini	pini	linguistic	none	_	_	_	_	_	_
73-3	TOI109	73	che	che	linguistic	none	_	_	_	_	_	_
73-4	TOI109	73	poi	poi	linguistic	none	_	End=156.07	_	_	_	_
74-0	TOI109	74	vanno	vanno	linguistic	none	_	Begin=156.81	_	_	_	_
74-1	TOI109	74	a:	a	linguistic	none	_	_	0x1	_	_	_
74-2	TOI109	74	prendere	prendere	linguistic	none	_	_	_	_	_	_
74-3	TOI109	74	i	i	linguistic	none	_	_	_	_	_	_
74-4	TOI109	74	pini	pini	linguistic	none	_	_	_	_	_	_
74-5	TOI109	74	e	e	linguistic	none	_	_	_	_	_	_
74-6	TOI109	74	poi	poi	linguistic	none	_	_	_	_	_	_
74-7	TOI109	74	li	li	linguistic	none	_	End=159.76	_	_	_	_
75-0	TOI109	75	°li°	li	linguistic	none	Volume=Low	Begin=161.16	_	_	_	_
75-1	TOI109	75	li::	li	linguistic	none	_	_	1x2	_	_	_
75-2	TOI109	75	trasporta[no	trasportano	linguistic	none	_	_	_	_	_	9-11(9)
75-3	TOI109	75	e]	e	linguistic	none	_	End=163.26	_	_	_	0-1(9)
76-0	TOR015	76	[sì,	sì	linguistic	none	Intonation=WeaklyRising	Begin=162.835	_	_	_	0-2(9)
76-1	TOR015	76	sì	sì	linguistic	none	_	_	_	_	_	0-2(9)
76-2	TOR015	76	s]ì	sì	linguistic	none	_	_	_	_	_	0-1(9)
76-3	TOR015	76	sì	sì	linguistic	none	_	_	_	_	_	_
76-4	TOR015	76	ho	ho	linguistic	none	_	_	_	_	_	_
76-5	TOR015	76	capito	capito	linguistic	none	_	_	_	_	_	_
76-6	TOR015	76	ho	ho	linguistic	none	_	_	_	_	_	_
76-7	TOR015	76	ca[pito]	capito	linguistic	none	_	End=164.62	_	_	_	2-6(10)
77-0	TOI109	77	[pinatin]e	pinatine	linguistic	none	_	Begin=164.226	_	_	_	0-7(10)
77-1	TOI109	77	pic[cole]	piccole	linguistic	none	_	_	_	_	_	3-7(11)
77-2	TOI109	77	e::	e	linguistic	none	_	_	0x2	_	_	_
77-3	TOI109	77	[e]	e	linguistic	none	_	End=166.39	_	_	_	0-1(12)
78-0	TOR015	78	[mh]	mh	linguistic	none	_	Begin=165.08|End=165.463	_	_	_	0-2(11)
79-0	TOR015	79	[(esa]tto)	esatto	linguistic	none	_	Begin=166.03|End=166.69	_	_	0-6(0)	0-3(12)
80-0	TOR015	80	no[n	non	linguistic	none	_	Begin=166.785	_	_	_	2-3(13)
80-1	TOR015	80	sapevo]	sapevo	linguistic	none	_	_	_	_	_	0-6(13)
80-2	TOR015	80	okay	okay	linguistic	none	_	End=167.91	_	_	_	_
81-0	TOI109	81	[tutto]	tutto	linguistic	none	_	Begin=166.856|End=167.418	_	_	_	0-5(13)
82-0	TOI109	82	e:cco,	ecco	linguistic	none	Intonation=WeaklyRising	Begin=169.346|End=169.95	0x1	_	_	_
83-0	TOR015	83	e	e	linguistic	none	_	Begin=172.395	_	_	_	_
83-1	TOR015	83	poi	poi	linguistic	none	_	_	_	_	_	_
83-2	TOR015	83	quindi::	quindi	linguistic	none	_	_	5x2	_	_	_
83-3	TOR015	83	vi	vi	linguistic	none	_	_	_	_	_	_
83-4	TOR015	83	siete	siete	linguistic	none	_	_	_	_	_	_
83-5	TOR015	83	trasferiti	trasferiti	linguistic	none	_	_	_	_	_	_
83-6	TOR015	83	verso	verso	linguistic	none	_	_	_	_	_	_
83-7	TOR015	83	san	san	linguistic	none	_	_	_	_	_	_
83-8	TOR015	83	mauro,	mauro	linguistic	none	Intonation=WeaklyRising	End=175.78	_	_	_	_
84-0	TOR015	84	>[per]<	per	linguistic	none	_	Begin=176.806|End=177.13	_	Fast=0-3	_	0-3(14)
85-0	TOI109	85	[sì]	sì	linguistic	none	_	Begin=176.835|End=177.17	_	_	_	0-2(14)
86-0	TOI109	86	p[erò	però	linguistic	none	_	Begin=177.326	_	_	_	1-4(16)
86-1	TOI109	86	lì	lì	linguistic	none	_	_	_	_	_	0-2(16)
86-2	TOI109	86	do]ve	dove	linguistic	none	_	_	_	_	_	0-2(16)
86-3	TOI109	86	era	era	linguistic	none	_	_	_	_	_	_
86-4	TOI109	86	[erava]mo	eravamo	linguistic	none	_	_	_	_	_	0-5(15)
86-5	TOI109	86	ancora	ancora	linguistic	none	_	_	_	_	_	_
86-6	TOI109	86	sotto	sotto	linguistic	none	_	_	_	_	_	_
86-7	TOI109	86	torino	torino	linguistic	none	_	_	_	_	_	_
86-8	TOI109	86	perché	perché	linguistic	none	_	_	_	_	_	_
86-9	TOI109	86	era	era	linguistic	none	_	_	_	_	_	_
86-10	TOI109	86	nei	nei	linguistic	none	_	_	_	_	_	_
86-11	TOI109	86	confini	confini	linguistic	none	_	End=181.82	_	_	_	_
87-0	TOR015	87	[okay]	okay	linguistic	none	_	Begin=177.4|End=177.98	_	_	_	0-4(16)
88-0	TOR015	88	[mh]	mh	linguistic	none	_	Begin=178.591|End=178.911	_	_	_	0-2(15)
89-0	TOR015	89	mh	mh	linguistic	none	_	Begin=181.87	_	_	_	_
89-1	TOR015	89	[mh],	mh	linguistic	none	Intonation=WeaklyRising	End=182.28	_	_	_	0-2(17)
90-0	TOI109	90	[fra	fra	linguistic	none	_	Begin=181.96	_	_	_	0-3(17)
