token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
10-1	TOR001	10	bene,	bene	linguistic	none	Intonation=WeaklyRising	End=16.178	_	_	_	_
11-0	TOR001	11	che	che	linguistic	none	_	Begin=16.386	_	_	_	_
11-1	TOR001	11	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
11-2	TOR001	11	fai?	fai	linguistic	none	Intonation=Rising	End=17.117	_	_	_	_
12-0	TOI041	12	io	io	linguistic	none	_	Begin=17.763	_	_	_	_
12-1	TOI041	12	sono	sono	linguistic	none	_	_	_	_	_	_
12-2	TOI041	12	una	una	linguistic	none	_	_	_	_	_	_
12-3	TOI041	12	libera	libera	linguistic	none	_	_	_	_	_	_
12-4	TOI041	12	professionista,	professionista	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
12-5	TOI041	12	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
12-6	TOI041	12	per:	per	linguistic	none	_	_	2x1	_	_	_
12-7	TOI041	12	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
12-8	TOI041	12	delle	delle	linguistic	none	_	_	_	_	_	_
12-9	TOI041	12	case	case	linguistic	none	_	_	_	_	_	_
12-10	TOI041	12	editrici,	editrici	linguistic	none	Intonation=WeaklyRising	End=21.39	_	_	_	_
13-0	TOI041	13	come::	come	linguistic	none	_	Begin=21.537	3x2	_	_	_
13-1	TOI041	13	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
13-2	TOI041	13	editor,	editor	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
13-3	TOI041	13	come	come	linguistic	none	_	_	_	_	_	_
13-4	TOI041	13	correttrice	correttrice	linguistic	none	_	_	_	_	_	_
13-5	TOI041	13	di	di	linguistic	none	_	_	_	_	_	_
13-6	TOI041	13	bozze,	bozze	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
13-7	TOI041	13	indicista.	indicista	linguistic	none	Intonation=Falling	End=24.724	_	_	_	_
14-0	TOR001	14	okay,	okay	linguistic	none	Intonation=WeaklyRising	Begin=25.075	_	_	_	_
14-1	TOR001	14	e	e	linguistic	none	_	_	_	_	_	_
14-2	TOR001	14	in	in	linguistic	none	_	_	_	_	_	_
14-3	TOR001	14	cosa	cosa	linguistic	none	_	_	_	_	_	_
14-4	TOR001	14	consiste	consiste	linguistic	none	_	_	_	_	_	_
14-5	TOR001	14	in	in	linguistic	none	_	_	_	_	_	_
14-6	TOR001	14	pratica	pratica	linguistic	none	_	_	_	_	_	_
14-7	TOR001	14	il	il	linguistic	none	_	_	_	_	_	_
14-8	TOR001	14	tuo	tuo	linguistic	none	_	_	_	_	_	_
14-9	TOR001	14	lavoro?	lavoro	linguistic	none	Intonation=Rising	End=27.826	_	_	_	_
15-0	TOI041	15	consiste	consiste	linguistic	none	_	Begin=28.105	_	_	_	_
15-1	TOI041	15	nel	nel	linguistic	none	_	_	_	_	_	_
15-2	TOI041	15	leggere,	leggere	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
15-3	TOI041	15	((tossisce))	((tossisce))	nonverbalbehavior	none	_	_	_	_	_	_
15-4	TOI041	15	scusami,	scusami	linguistic	none	Intonation=WeaklyRising	End=29.27	_	_	_	_
16-0	TOI041	16	((tossisce))	((tossisce))	nonverbalbehavior	none	_	Begin=29.52	_	_	_	_
16-1	TOI041	16	scusami,	scusami	linguistic	none	Intonation=WeaklyRising	End=30.299	_	_	_	_
17-0	TOI041	17	le	le	linguistic	none	_	Begin=30.407	_	_	_	_
17-1	TOI041	17	bozze,	bozze	linguistic	none	Intonation=WeaklyRising	End=31.212	_	_	_	_
18-0	TOI041	18	prime	prime	linguistic	none	_	Begin=31.314	_	_	_	_
18-1	TOI041	18	e	e	linguistic	none	_	_	_	_	_	_
18-2	TOI041	18	seconde	seconde	linguistic	none	_	_	_	_	_	_
18-3	TOI041	18	bozze,	bozze	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
18-4	TOI041	18	di	di	linguistic	none	_	_	_	_	_	_
18-5	TOI041	18	testi,	testi	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
18-6	TOI041	18	sia	sia	linguistic	none	_	_	_	_	_	_
18-7	TOI041	18	di	di	linguistic	none	_	_	_	_	_	_
18-8	TOI041	18	narrativa,	narrativa	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
18-9	TOI041	18	sia	sia	linguistic	none	_	_	_	_	_	_
18-10	TOI041	18	di	di	linguistic	none	_	_	_	_	_	_
18-11	TOI041	18	saggistica,	saggistica	linguistic	none	Intonation=WeaklyRising	End=35.39	_	_	_	_
19-0	TOI041	19	prevalentemente::	prevalentemente	linguistic	none	_	Begin=35.463	14x2	_	_	_
19-1	TOI041	19	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
19-2	TOI041	19	per	per	linguistic	none	_	_	_	_	_	_
19-3	TOI041	19	correggerle,	correggerle	linguistic	none	Intonation=WeaklyRising	End=38.05	_	_	_	_
20-0	TOI041	20	quindi	quindi	linguistic	none	_	Begin=38.17	_	_	_	_
20-1	TOI041	20	cercare	cercare	linguistic	none	_	_	_	_	_	_
20-2	TOI041	20	refusi::	refusi	linguistic	none	_	End=39.476	5x2	_	_	_
21-0	TOI041	21	inesattezze	inesattezze	linguistic	none	_	Begin=40.168	_	_	_	_
21-1	TOI041	21	di	di	linguistic	none	_	_	_	_	_	_
21-2	TOI041	21	vari:::	vari	linguistic	none	_	End=41.5	3x3	_	_	_
22-0	TOI041	22	di	di	linguistic	none	_	Begin=41.618	_	_	_	_
22-1	TOI041	22	vario	vario	linguistic	none	_	_	_	_	_	_
22-2	TOI041	22	genere,	genere	linguistic	none	Intonation=WeaklyRising	End=42.436	_	_	_	_
23-0	TOI041	23	qualche	qualche	linguistic	none	_	Begin=42.672	_	_	_	_
23-1	TOI041	23	volta,	volta	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
23-2	TOI041	23	compilo	compilo	linguistic	none	_	_	_	_	_	_
23-3	TOI041	23	degli	degli	linguistic	none	_	_	_	_	_	_
23-4	TOI041	23	indici,	indici	linguistic	none	Intonation=WeaklyRising	End=45.05	_	_	_	_
24-0	TOI041	24	dei	dei	linguistic	none	_	Begin=45.216	_	_	_	_
24-1	TOI041	24	nomi,	nomi	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
24-2	TOI041	24	dei	dei	linguistic	none	_	_	_	_	_	_
24-3	TOI041	24	luoghi,	luoghi	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
24-4	TOI041	24	indici	indici	linguistic	none	_	_	_	_	_	_
24-5	TOI041	24	analitici,	analitici	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
24-6	TOI041	24	a	a	linguistic	none	_	_	_	_	_	_
24-7	TOI041	24	seconda	seconda	linguistic	none	_	_	_	_	_	_
24-8	TOI041	24	dell'	dell'	linguistic	none	SpaceAfter=No	_	_	_	_	_
24-9	TOI041	24	opera::	opera	linguistic	none	_	End=48.523	4x2	_	_	_
25-0	TOI041	25	di	di	linguistic	none	_	Begin=48.694	_	_	_	_
25-1	TOI041	25	saggistica,	saggistica	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
25-2	TOI041	25	chiaramente	chiaramente	linguistic	none	_	_	_	_	_	_
25-3	TOI041	25	in	in	linguistic	none	_	_	_	_	_	_
25-4	TOI041	25	questo	questo	linguistic	none	_	_	_	_	_	_
25-5	TOI041	25	caso,	caso	linguistic	none	Intonation=WeaklyRising	End=50.892	_	_	_	_
26-0	TOI041	26	e::	e	linguistic	none	_	Begin=51.528	0x2	_	_	_
26-1	TOI041	26	invece	invece	linguistic	none	_	_	_	_	_	_
26-2	TOI041	26	il	il	linguistic	none	_	_	_	_	_	_
26-3	TOI041	26	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
26-4	TOI041	26	di	di	linguistic	none	_	_	_	_	_	_
26-5	TOI041	26	editing	editing	linguistic	none	_	_	_	_	_	_
26-6	TOI041	26	è	è	linguistic	none	_	_	_	_	_	_
26-7	TOI041	26	un	un	linguistic	none	_	_	_	_	_	_
26-8	TOI041	26	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
26-9	TOI041	26	un	un	linguistic	none	_	_	_	_	_	_
26-10	TOI041	26	po'	po'	linguistic	none	_	_	_	_	_	_
26-11	TOI041	26	più	più	linguistic	none	_	_	_	_	_	_
26-12	TOI041	26	complesso,	complesso	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
26-13	TOI041	26	si	si	linguistic	none	_	_	_	_	_	_
26-14	TOI041	26	lavora	lavora	linguistic	none	_	_	_	_	_	_
26-15	TOI041	26	insieme	insieme	linguistic	none	_	_	_	_	_	_
26-16	TOI041	26	all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	_
26-17	TOI041	26	autore,	autore	linguistic	none	Intonation=WeaklyRising	End=56.104	_	_	_	_
27-0	TOI041	27	per	per	linguistic	none	_	Begin=56.7	_	_	_	_
27-1	TOI041	27	verificare	verificare	linguistic	none	_	_	_	_	_	_
27-2	TOI041	27	la	la	linguistic	none	_	_	_	_	_	_
27-3	TOI041	27	tenuta,	tenuta	linguistic	none	Intonation=WeaklyRising	End=58.206	_	_	_	_
28-0	TOI041	28	contenutistica,	contenutistica	linguistic	none	Intonation=WeaklyRising	Begin=58.598	_	_	_	_
28-1	TOI041	28	formale,	formale	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
28-2	TOI041	28	del	del	linguistic	none	_	_	_	_	_	_
28-3	TOI041	28	libro	libro	linguistic	none	_	_	_	_	_	_
28-4	TOI041	28	e	e	linguistic	none	_	_	_	_	_	_
28-5	TOI041	28	poi,	poi	linguistic	none	Intonation=WeaklyRising	End=61.43	_	_	_	_
29-0	TOI041	29	successivamente	successivamente	linguistic	none	_	Begin=61.9	_	_	_	_
29-1	TOI041	29	il	il	linguistic	none	_	_	_	_	_	_
29-2	TOI041	29	libro	libro	linguistic	none	_	_	_	_	_	_
29-3	TOI041	29	va	va	linguistic	none	_	_	_	_	_	_
29-4	TOI041	29	in	in	linguistic	none	_	_	_	_	_	_
29-5	TOI041	29	lettura	lettura	linguistic	none	_	_	_	_	_	_
29-6	TOI041	29	di	di	linguistic	none	_	_	_	_	_	_
29-7	TOI041	29	bozza.	bozza	linguistic	none	Intonation=Falling	End=64.287	_	_	_	_
30-0	TOR001	30	quindi	quindi	linguistic	none	_	Begin=65.185	_	_	_	_
30-1	TOR001	30	è	è	linguistic	none	_	_	_	_	_	_
30-2	TOR001	30	una	una	linguistic	none	_	_	_	_	_	_
30-3	TOR001	30	fase	fase	linguistic	none	_	_	_	_	_	_
30-4	TOR001	30	[successiva],	successiva	linguistic	none	Intonation=WeaklyRising	End=66.6	_	_	_	0-10(4)
31-0	TOI041	31	[è	è	linguistic	none	_	Begin=65.891	_	_	_	0-1(4)
31-1	TOI041	31	una	una	linguistic	none	_	_	_	_	_	0-3(4)
31-2	TOI041	31	fase	fase	linguistic	none	_	_	_	_	_	0-4(4)
31-3	TOI041	31	pre]cedente	precedente	linguistic	none	_	_	_	_	_	0-3(4)
31-4	TOI041	31	[rispetto]	rispetto	linguistic	none	_	_	_	_	_	0-8(1)
31-5	TOI041	31	alla	alla	linguistic	none	_	_	_	_	_	_
31-6	TOI041	31	[bozza].	bozza	linguistic	none	Intonation=Falling	_	_	_	_	0-5(2)
31-7	TOI041	31	alla	alla	linguistic	none	_	_	_	_	_	_
31-8	TOI041	31	lettura	lettura	linguistic	none	_	_	_	_	_	_
31-9	TOI041	31	di	di	linguistic	none	_	_	_	_	_	_
31-10	TOI041	31	[bozze	bozze	linguistic	none	_	_	_	_	_	0-5(3)
31-11	TOI041	31	sì].	sì	linguistic	none	Intonation=Falling	End=68.86	_	_	_	0-2(3)
32-0	TOR001	32	[sì	sì	linguistic	none	_	Begin=66.917	_	_	_	0-2(1)
32-1	TOR001	32	ce~]	ce~	linguistic	none	Interrupted=Yes	End=67.41	_	_	_	0-3(1)
33-0	TOR001	33	[okay]	okay	linguistic	none	_	Begin=67.698|End=68.206	_	_	_	0-4(2)
34-0	TOR001	34	[mh	mh	linguistic	none	_	Begin=68.397	_	_	_	0-2(3)
34-1	TOR001	34	mh	mh	linguistic	none	_	_	_	_	_	0-2(3)
34-2	TOR001	34	mh]	mh	linguistic	none	_	End=69.115	_	_	_	0-2(3)
35-0	TOR001	35	okay	okay	linguistic	none	_	Begin=69.477|End=69.897	_	_	_	_
36-0	TOR001	36	quale	quale	linguistic	none	_	Begin=71.16	_	_	_	_
36-1	TOR001	36	momento	momento	linguistic	none	_	_	_	_	_	_
36-2	TOR001	36	preferisci	preferisci	linguistic	none	_	_	_	_	_	_
36-3	TOR001	36	di	di	linguistic	none	_	_	_	_	_	_
36-4	TOR001	36	più	più	linguistic	none	_	_	_	_	_	_
36-5	TOR001	36	del	del	linguistic	none	_	_	_	_	_	_
36-6	TOR001	36	tuo	tuo	linguistic	none	_	_	_	_	_	_
36-7	TOR001	36	lavoro?	lavoro	linguistic	none	Intonation=Rising	End=73.275	_	_	_	_
37-0	TOI041	37	e:::h	eh	linguistic	none	_	Begin=75.01	0x3	_	_	_
37-1	TOI041	37	sicuramente	sicuramente	linguistic	none	_	_	_	_	_	_
37-2	TOI041	37	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
37-3	TOI041	37	editing	editing	linguistic	none	_	_	_	_	_	_
37-4	TOI041	37	è	è	linguistic	none	_	_	_	_	_	_
37-5	TOI041	37	un	un	linguistic	none	_	_	_	_	_	_
37-6	TOI041	37	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
37-7	TOI041	37	più	più	linguistic	none	_	_	_	_	_	_
37-8	TOI041	37	premiante	premiante	linguistic	none	_	_	_	_	_	_
37-9	TOI041	37	perché,	perché	linguistic	none	Intonation=WeaklyRising	End=78.47	_	_	_	_
38-0	TOI041	38	hai	hai	linguistic	none	_	Begin=78.952	_	_	_	_
38-1	TOI041	38	maggiore	maggiore	linguistic	none	_	_	_	_	_	_
38-2	TOI041	38	responsabilità,	responsabilità	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
38-3	TOI041	38	e	e	linguistic	none	_	_	_	_	_	_
38-4	TOI041	38	quindi	quindi	linguistic	none	_	_	_	_	_	_
38-5	TOI041	38	anche	anche	linguistic	none	_	_	_	_	_	_
38-6	TOI041	38	maggiore	maggiore	linguistic	none	_	_	_	_	_	_
38-7	TOI041	38	voce	voce	linguistic	none	_	_	_	_	_	_
38-8	TOI041	38	in	in	linguistic	none	_	_	_	_	_	_
38-9	TOI041	38	capitolo	capitolo	linguistic	none	_	_	_	_	_	_
38-10	TOI041	38	rispetto	rispetto	linguistic	none	_	_	_	_	_	_
38-11	TOI041	38	alle	alle	linguistic	none	_	_	_	_	_	_
38-12	TOI041	38	scelte,	scelte	linguistic	none	Intonation=WeaklyRising	End=84.167	_	_	_	_
39-0	TOI041	39	alle	alle	linguistic	none	_	Begin=84.564	_	_	_	_
39-1	TOI041	39	scelte	scelte	linguistic	none	_	_	_	_	_	_
39-2	TOI041	39	editoriali,	editoriali	linguistic	none	Intonation=WeaklyRising	End=85.817	_	_	_	_
40-0	TOI041	40	e	e	linguistic	none	_	Begin=86.195	_	_	_	_
40-1	TOI041	40	rispetto	rispetto	linguistic	none	_	_	_	_	_	_
40-2	TOI041	40	ai	ai	linguistic	none	_	_	_	_	_	_
40-3	TOI041	40	contenuti	contenuti	linguistic	none	_	_	_	_	_	_
40-4	TOI041	40	del	del	linguistic	none	_	_	_	_	_	_
40-5	TOI041	40	testo.	testo	linguistic	none	Intonation=Falling	End=88.53	_	_	_	_
41-0	TOI041	41	da	da	linguistic	none	_	Begin=89.413	_	_	_	_
41-1	TOI041	41	un	un	linguistic	none	_	_	_	_	_	_
41-2	TOI041	41	punto	punto	linguistic	none	_	_	_	_	_	_
41-3	TOI041	41	di	di	linguistic	none	_	_	_	_	_	_
41-4	TOI041	41	vista	vista	linguistic	none	_	_	_	_	_	_
41-5	TOI041	41	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
41-6	TOI041	41	più::	più	linguistic	none	_	End=91.523	2x2	_	_	_
42-0	TOI041	42	ehm	ehm	linguistic	none	_	Begin=91.843	_	_	_	_
42-1	TOI041	42	pratico,	pratico	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
42-2	TOI041	42	sicuramente	sicuramente	linguistic	none	_	_	_	_	_	_
42-3	TOI041	42	il	il	linguistic	none	_	_	_	_	_	_
42-4	TOI041	42	lavoro,	lavoro	linguistic	none	Intonation=WeaklyRising	End=94.04	_	_	_	_
43-0	TOI041	43	che	che	linguistic	none	_	Begin=94.605	_	_	_	_
43-1	TOI041	43	trovo	trovo	linguistic	none	_	_	_	_	_	_
43-2	TOI041	43	più	più	linguistic	none	_	_	_	_	_	_
43-3	TOI041	43	divertente,	divertente	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
43-4	TOI041	43	è	è	linguistic	none	_	_	_	_	_	_
43-5	TOI041	43	la	la	linguistic	none	_	_	_	_	_	_
43-6	TOI041	43	lettura	lettura	linguistic	none	_	_	_	_	_	_
43-7	TOI041	43	di	di	linguistic	none	_	_	_	_	_	_
43-8	TOI041	43	bozze	bozze	linguistic	none	_	_	_	_	_	_
43-9	TOI041	43	perché	perché	linguistic	none	_	_	_	_	_	_
43-10	TOI041	43	ho	ho	linguistic	none	_	_	_	_	_	_
43-11	TOI041	43	modo	modo	linguistic	none	_	_	_	_	_	_
43-12	TOI041	43	di	di	linguistic	none	_	_	_	_	_	_
43-13	TOI041	43	leggere	leggere	linguistic	none	_	_	_	_	_	_
43-14	TOI041	43	tantissimi	tantissimi	linguistic	none	_	_	_	_	_	_
43-15	TOI041	43	libri,	libri	linguistic	none	Intonation=WeaklyRising	End=98.014	_	_	_	_
44-0	TOR001	44	((ride))	((ride))	nonverbalbehavior	none	_	Begin=97.004|End=98.03	_	_	_	_
45-0	TOI041	45	in	in	linguistic	none	_	Begin=98.56	_	_	_	_
45-1	TOI041	45	poco	poco	linguistic	none	_	_	_	_	_	_
45-2	TOI041	45	tempo,	tempo	linguistic	none	Intonation=WeaklyRising	End=99.55	_	_	_	_
46-0	TOI041	46	con	con	linguistic	none	_	Begin=99.766	_	_	_	_
46-1	TOI041	46	un	un	linguistic	none	_	_	_	_	_	_
46-2	TOI041	46	livello	livello	linguistic	none	_	_	_	_	_	_
46-3	TOI041	46	di	di	linguistic	none	_	_	_	_	_	_
46-4	TOI041	46	responsabilità	responsabilità	linguistic	none	_	_	_	_	_	_
46-5	TOI041	46	abbastanza	abbastanza	linguistic	none	_	_	_	_	_	_
46-6	TOI041	46	basso,	basso	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
46-7	TOI041	46	nel	nel	linguistic	none	_	_	_	_	_	_
46-8	TOI041	46	senso	senso	linguistic	none	_	_	_	_	_	_
46-9	TOI041	46	che	che	linguistic	none	_	_	_	_	_	_
46-10	TOI041	46	chiaramente	chiaramente	linguistic	none	_	_	_	_	_	_
46-11	TOI041	46	ho	ho	linguistic	none	_	End=103.94	_	_	_	_
47-0	TOI041	47	il	il	linguistic	none	_	Begin=104.44	_	_	_	_
47-1	TOI041	47	compito	compito	linguistic	none	_	_	_	_	_	_
47-2	TOI041	47	di	di	linguistic	none	_	_	_	_	_	_
47-3	TOI041	47	verificare	verificare	linguistic	none	_	_	_	_	_	_
47-4	TOI041	47	tutta	tutta	linguistic	none	_	_	_	_	_	_
47-5	TOI041	47	una	una	linguistic	none	_	_	_	_	_	_
47-6	TOI041	47	serie	serie	linguistic	none	_	_	_	_	_	_
47-7	TOI041	47	di	di	linguistic	none	_	_	_	_	_	_
47-8	TOI041	47	informazioni,	informazioni	linguistic	none	Intonation=WeaklyRising	End=106.23	_	_	_	_
48-0	TOI041	48	però,	però	linguistic	none	Intonation=WeaklyRising	Begin=106.36	_	_	_	_
48-1	TOI041	48	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
48-2	TOI041	48	è	è	linguistic	none	_	_	_	_	_	_
48-3	TOI041	48	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
48-4	TOI041	48	editor	editor	linguistic	none	_	_	_	_	_	_
48-5	TOI041	48	che	che	linguistic	none	_	_	_	_	_	_
48-6	TOI041	48	ha	ha	linguistic	none	_	_	_	_	_	_
48-7	TOI041	48	già	già	linguistic	none	_	_	_	_	_	_
48-8	TOI041	48	fatto	fatto	linguistic	none	_	_	_	_	_	_
48-9	TOI041	48	una,	una	linguistic	none	Intonation=WeaklyRising	End=108.095	_	_	_	_
49-0	TOI041	49	bella	bella	linguistic	none	_	Begin=108.542	_	_	_	_
49-1	TOI041	49	passata,	passata	linguistic	none	Intonation=WeaklyRising	End=109.37	_	_	_	_
50-0	TOI041	50	[quindi::],	quindi	linguistic	none	Intonation=WeaklyRising	Begin=109.44	5x2	_	_	0-6(5)
50-1	TOI041	50	è	è	linguistic	none	_	_	_	_	_	_
50-2	TOI041	50	un	un	linguistic	none	_	_	_	_	_	_
50-3	TOI041	50	bel	bel	linguistic	none	_	_	_	_	_	_
50-4	TOI041	50	modo	modo	linguistic	none	_	_	_	_	_	_
50-5	TOI041	50	di	di	linguistic	none	_	_	_	_	_	_
50-6	TOI041	50	leggere,	leggere	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
50-7	TOI041	50	ecco	ecco	linguistic	none	_	_	_	_	_	_
50-8	TOI041	50	in	in	linguistic	none	_	_	_	_	_	_
50-9	TOI041	50	confronto	confronto	linguistic	none	_	_	_	_	_	_
50-10	TOI041	50	a	a	linguistic	none	_	_	_	_	_	_
50-11	TOI041	50	quello,	quello	linguistic	none	Intonation=WeaklyRising	End=112.03	_	_	_	_
51-0	TOR001	51	[certo],	certo	linguistic	none	Intonation=WeaklyRising	Begin=109.471|End=110.0	_	_	_	0-5(5)
52-0	TOR001	52	((ride))	((ride))	nonverbalbehavior	none	_	Begin=110.705|End=112.538	_	_	_	_
53-0	TOR001	53	e	e	linguistic	none	_	Begin=112.66	_	_	_	_
53-1	TOR001	53	preferisci	preferisci	linguistic	none	_	_	_	_	_	_
53-2	TOR001	53	la	la	linguistic	none	_	_	_	_	_	_
53-3	TOR001	53	narrativa	narrativa	linguistic	none	_	_	_	_	_	_
53-4	TOR001	53	o	o	linguistic	none	_	_	_	_	_	_
53-5	TOR001	53	la	la	linguistic	none	_	_	_	_	_	_
53-6	TOR001	53	saggistica?	saggistica	linguistic	none	Intonation=Rising	End=114.524	_	_	_	_
54-0	TOI041	54	preferisco	preferisco	linguistic	none	_	Begin=114.827	_	_	_	_
54-1	TOI041	54	la	la	linguistic	none	_	_	_	_	_	_
54-2	TOI041	54	saggistica.	saggistica	linguistic	none	Intonation=Falling	End=115.962	_	_	_	_
55-0	TOR001	55	okay,	okay	linguistic	none	Intonation=WeaklyRising	Begin=116.12|End=116.52	_	_	_	_
56-0	TOI041	56	decisa[mente,	decisamente	linguistic	none	Intonation=WeaklyRising	Begin=117.047	_	_	_	6-11(6)
56-1	TOI041	56	sì].	sì	linguistic	none	Intonation=Falling	End=118.16	_	_	_	0-2(6)
57-0	TOR001	57	[che	che	linguistic	none	_	Begin=117.632	_	_	_	0-3(6)
57-1	TOR001	57	che]	che	linguistic	none	_	_	_	_	_	0-3(6)
57-2	TOR001	57	tipo	tipo	linguistic	none	_	_	_	_	_	_
57-3	TOR001	57	di	di	linguistic	none	_	_	_	_	_	_
57-4	TOR001	57	saggi	saggi	linguistic	none	_	_	_	_	_	_
57-5	TOR001	57	sono?	sono	linguistic	none	Intonation=Rising	End=119.25	_	_	_	_
58-0	TOI041	58	m:::h	mh	linguistic	none	_	Begin=119.244|End=119.904	0x3	_	_	_
59-0	TOI041	59	avendo	avendo	linguistic	none	_	Begin=120.099	_	_	_	_
59-1	TOI041	59	io	io	linguistic	none	_	_	_	_	_	_
