token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
5-3	BO092	5	nessuno	nessuno	linguistic	_	_	_	_	_	_
5-4	BO092	5	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
5-5	BO092	5	questo	questo	linguistic	_	_	_	_	_	_
5-6	BO092	5	è	è	linguistic	_	_	_	_	_	_
5-7	BO092	5	il	il	linguistic	_	_	_	_	_	_
5-8	BO092	5	problema.	problema	linguistic	Intonation=Falling	End=22.219	_	_	_	_
6-0	BO092	6	ma	ma	linguistic	_	Begin=22.995	_	_	_	_
6-1	BO092	6	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
6-2	BO092	6	si	si	linguistic	_	_	_	_	_	_
6-3	BO092	6	fan	fan	linguistic	_	_	_	_	_	_
6-4	BO092	6	delle	delle	linguistic	_	_	_	_	_	_
6-5	BO092	6	simulazioni	simulazioni	linguistic	_	End=25.51	_	_	_	_
7-0	BO092	7	che	che	linguistic	_	Begin=25.696	_	_	_	_
7-1	BO092	7	significa,	significa	linguistic	Intonation=weakly_rising	_	_	_	_	_
7-2	BO092	7	si	si	linguistic	_	_	_	_	_	_
7-3	BO092	7	mettono	mettono	linguistic	_	_	_	_	_	_
7-4	BO092	7	dentro	dentro	linguistic	_	_	_	_	_	_
7-5	BO092	7	tutti	tutti	linguistic	_	_	_	_	_	_
7-6	BO092	7	gli	gli	linguistic	_	_	_	_	_	_
7-7	BO092	7	ingredienti	ingredienti	linguistic	_	_	_	_	_	_
7-8	BO092	7	che	che	linguistic	_	_	_	_	_	_
7-9	BO092	7	abbiamo	abbiamo	linguistic	_	End=28.624	_	_	_	_
8-0	BO092	8	e	e	linguistic	_	Begin=28.809	_	_	_	_
8-1	BO092	8	cioè	cioè	linguistic	_	_	_	_	_	_
8-2	BO092	8	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
8-3	BO092	8	e:::h	eh	linguistic	_	_	0x3	_	_	_
8-4	BO092	8	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
8-5	BO092	8	aumento	aumento	linguistic	_	_	_	_	_	_
8-6	BO092	8	di	di	linguistic	_	_	_	_	_	_
8-7	BO092	8	popolazione	popolazione	linguistic	_	End=32.189	_	_	_	_
9-0	BO092	9	l'	l'	linguistic	SpaceAfter=No	Begin=32.999	_	_	_	_
9-1	BO092	9	aumento	aumento	linguistic	_	_	_	_	_	_
9-2	BO092	9	di	di	linguistic	_	_	_	_	_	_
9-3	BO092	9	(inurbamento)	inurbamento	linguistic	_	_	_	_	0-11(0)	_
9-4	BO092	9	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
9-5	BO092	9	il	il	linguistic	_	_	_	_	_	_
9-6	BO092	9	calo	calo	linguistic	_	End=36.092	_	_	_	_
10-0	BO092	10	e:::	e	linguistic	ProsodicLink=Yes	Begin=36.709	0x3	_	_	_
10-1	BO092	10	della	della	linguistic	_	_	_	_	_	_
10-2	BO092	10	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
10-3	BO092	10	coltivazioni	coltivazioni	linguistic	_	_	_	_	_	_
10-4	BO092	10	il	il	linguistic	_	_	_	_	_	_
10-5	BO092	10	il	il	linguistic	_	_	_	_	_	_
10-6	BO092	10	cambio	cambio	linguistic	_	_	_	_	_	_
10-7	BO092	10	delle	delle	linguistic	_	_	_	_	_	_
10-8	BO092	10	destinazioni	destinazioni	linguistic	_	_	_	_	_	_
10-9	BO092	10	d'	d'	linguistic	SpaceAfter=No	_	_	_	_	_
10-10	BO092	10	uso	uso	linguistic	_	_	_	_	_	_
10-11	BO092	10	della	della	linguistic	_	_	_	_	_	_
10-12	BO092	10	maggior	maggior	linguistic	_	_	_	_	_	_
10-13	BO092	10	parte:	parte	linguistic	_	_	4x1	_	_	_
10-14	BO092	10	delle	delle	linguistic	_	_	_	_	_	_
10-15	BO092	10	zone	zone	linguistic	_	_	_	_	_	_
10-16	BO092	10	della	della	linguistic	_	_	_	_	_	_
10-17	BO092	10	terra	terra	linguistic	_	_	_	_	_	_
10-18	BO092	10	coltivabile	coltivabile	linguistic	_	End=45.32	_	_	_	_
11-0	BO092	11	e::h	eh	linguistic	_	Begin=46.018	0x2	_	_	_
11-1	BO092	11	verso	verso	linguistic	_	_	_	_	_	_
11-2	BO092	11	colture	colture	linguistic	_	_	_	_	_	_
11-3	BO092	11	che	che	linguistic	_	_	_	_	_	_
11-4	BO092	11	siano	siano	linguistic	_	_	_	_	_	_
11-5	BO092	11	più	più	linguistic	_	_	_	_	_	_
11-6	BO092	11	intensive	intensive	linguistic	_	_	_	_	_	_
11-7	BO092	11	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
11-8	BO092	11	quindi	quindi	linguistic	_	_	_	_	_	_
11-9	BO092	11	più	più	linguistic	_	_	_	_	_	_
11-10	BO092	11	redditizie	redditizie	linguistic	_	End=50.01	_	_	_	_
12-0	BO092	12	il	il	linguistic	_	Begin=50.527	_	_	_	_
12-1	BO092	12	cambio	cambio	linguistic	_	_	_	_	_	_
12-2	BO092	12	delle	delle	linguistic	_	_	_	_	_	_
12-3	BO092	12	industrie	industrie	linguistic	_	_	_	_	_	_
12-4	BO092	12	eccetera	eccetera	linguistic	_	_	_	_	_	_
12-5	BO092	12	eccetera	eccetera	linguistic	_	End=52.695	_	_	_	_
13-0	BO092	13	e	e	linguistic	_	Begin=53.515	_	_	_	_
13-1	BO092	13	poi	poi	linguistic	_	_	_	_	_	_
13-2	BO092	13	si	si	linguistic	_	_	_	_	_	_
13-3	BO092	13	mette	mette	linguistic	_	_	_	_	_	_
13-4	BO092	13	dentro	dentro	linguistic	_	_	_	_	_	_
13-5	BO092	13	un	un	linguistic	_	_	_	_	_	_
13-6	BO092	13	programma	programma	linguistic	_	_	_	_	_	_
13-7	BO092	13	di	di	linguistic	_	_	_	_	_	_
13-8	BO092	13	computer	computer	linguistic	_	_	_	_	_	_
13-9	BO092	13	complicatissimo	complicatissimo	linguistic	_	_	_	_	_	_
13-10	BO092	13	ovviamente	ovviamente	linguistic	_	End=57.8	_	_	_	_
14-0	BO092	14	il	il	linguistic	_	Begin=58.26	_	_	_	_
14-1	BO092	14	quale	quale	linguistic	_	_	_	_	_	_
14-2	BO092	14	produce	produce	linguistic	_	_	_	_	_	_
14-3	BO092	14	degli	degli	linguistic	_	_	_	_	_	_
14-4	BO092	14	scenari	scenari	linguistic	_	_	_	_	_	_
14-5	BO092	14	futuri	futuri	linguistic	_	End=60.195	_	_	_	_
15-0	BO092	15	ciascuno	ciascuno	linguistic	_	Begin=60.82	_	_	_	_
15-1	BO092	15	di	di	linguistic	_	_	_	_	_	_
15-2	BO092	15	questi	questi	linguistic	_	_	_	_	_	_
15-3	BO092	15	scenari	scenari	linguistic	_	_	_	_	_	_
15-4	BO092	15	credibile	credibile	linguistic	_	End=62.563	_	_	_	_
16-0	BO092	16	certamente	certamente	linguistic	_	Begin=62.61	_	_	_	_
16-1	BO092	16	è	è	linguistic	_	_	_	_	_	_
16-2	BO092	16	credibile	credibile	linguistic	_	_	_	_	_	_
16-3	BO092	16	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
16-4	BO092	16	ha	ha	linguistic	_	_	_	_	_	_
16-5	BO092	16	messo	messo	linguistic	_	_	_	_	_	_
16-6	BO092	16	dentro	dentro	linguistic	_	_	_	_	_	_
16-7	BO092	16	gli	gli	linguistic	_	_	_	_	_	_
16-8	BO092	16	ingredienti	ingredienti	linguistic	_	_	_	_	_	_
16-9	BO092	16	se	se	linguistic	_	_	_	_	_	_
16-10	BO092	16	non	non	linguistic	_	_	_	_	_	_
16-11	BO092	16	fosse	fosse	linguistic	_	_	_	_	_	_
16-12	BO092	16	credibile	credibile	linguistic	_	_	_	_	_	_
16-13	BO092	16	si	si	linguistic	_	_	_	_	_	_
16-14	BO092	16	cambierebbero	cambierebbero	linguistic	_	_	_	_	_	_
16-15	BO092	16	gli	gli	linguistic	_	_	_	_	_	_
16-16	BO092	16	ingredienti.	ingredienti	linguistic	Intonation=Falling	End=66.81	_	_	_	_
17-0	BO092	17	il	il	linguistic	_	Begin=68.034	_	_	_	_
17-1	BO092	17	problema	problema	linguistic	_	_	_	_	_	_
17-2	BO092	17	è	è	linguistic	_	_	_	_	_	_
17-3	BO092	17	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
17-4	BO092	17	è	è	linguistic	_	_	_	_	_	_
17-5	BO092	17	vero	vero	linguistic	_	End=69.28	_	_	_	_
18-0	BO092	18	beh	beh	linguistic	_	Begin=69.855	_	_	_	_
18-1	BO092	18	è	è	linguistic	_	_	_	_	_	_
18-2	BO092	18	vero	vero	linguistic	_	_	_	_	_	_
18-3	BO092	18	come	come	linguistic	_	_	_	_	_	_
18-4	BO092	18	sono	sono	linguistic	_	_	_	_	_	_
18-5	BO092	18	veri	veri	linguistic	_	_	_	_	_	_
18-6	BO092	18	i	i	linguistic	_	_	_	_	_	_
18-7	BO092	18	videogiochi.	videogiochi	linguistic	Intonation=Falling	End=71.52	_	_	_	_
19-0	BO092	19	c'	c'	linguistic	SpaceAfter=No	Begin=72.407	_	_	_	_
19-1	BO092	19	è	è	linguistic	_	_	_	_	_	_
19-2	BO092	19	un	un	linguistic	_	_	_	_	_	_
19-3	BO092	19	bellissimo	bellissimo	linguistic	_	_	_	_	_	_
19-4	BO092	19	videogioco	videogioco	linguistic	_	End=74.23	_	_	_	_
20-0	BO092	20	che	che	linguistic	_	Begin=74.35	_	_	_	_
20-1	BO092	20	vi	vi	linguistic	_	_	_	_	_	_
20-2	BO092	20	consiglio	consiglio	linguistic	_	End=75.25	_	_	_	_
21-0	BO092	21	non	non	linguistic	_	Begin=75.45	_	_	_	_
21-1	BO092	21	è	è	linguistic	_	_	_	_	_	_
21-2	BO092	21	un	un	linguistic	_	_	_	_	_	_
21-3	BO092	21	videogioco	videogioco	linguistic	_	_	_	_	_	_
21-4	BO092	21	in	in	linguistic	_	_	_	_	_	_
21-5	BO092	21	realtà	realtà	linguistic	_	End=76.92	_	_	_	_
22-0	BO092	22	si	si	linguistic	_	Begin=78.9	_	_	_	_
22-1	BO092	22	chiama	chiama	linguistic	_	_	_	_	_	_
22-2	BO092	22	space	space	linguistic	_	_	_	_	_	_
22-3	BO092	22	engine,	engine	linguistic	Intonation=weakly_rising	_	_	_	_	_
22-4	BO092	22	forse	forse	linguistic	_	_	_	_	_	_
22-5	BO092	22	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
22-6	BO092	22	avevamo	avevamo	linguistic	_	_	_	_	_	_
22-7	BO092	22	anche	anche	linguistic	_	_	_	_	_	_
22-8	BO092	22	già	già	linguistic	_	_	_	_	_	_
22-9	BO092	22	detto	detto	linguistic	_	End=81.3	_	_	_	_
23-0	BO092	23	allora	allora	linguistic	_	Begin=82.395	_	_	_	_
23-1	BO092	23	fate	fate	linguistic	_	_	_	_	_	_
23-2	BO092	23	conto	conto	linguistic	_	_	_	_	_	_
23-3	BO092	23	che	che	linguistic	_	_	_	_	_	_
23-4	BO092	23	questo	questo	linguistic	_	_	_	_	_	_
23-5	BO092	23	space	space	linguistic	_	_	_	_	_	_
23-6	BO092	23	engine	engine	linguistic	_	End=84.459	_	_	_	_
24-0	BO092	24	è	è	linguistic	_	Begin=85.184	_	_	_	_
24-1	BO092	24	scaricabile	scaricabile	linguistic	_	_	_	_	_	_
24-2	BO092	24	liberamente	liberamente	linguistic	_	End=86.52	_	_	_	_
25-0	BO092	25	gira	gira	linguistic	_	Begin=86.71	_	_	_	_
25-1	BO092	25	sulle	sulle	linguistic	_	_	_	_	_	_
25-2	BO092	25	macchine	macchine	linguistic	_	_	_	_	_	_
25-3	BO092	25	windows	windows	linguistic	_	_	_	_	_	_
25-4	BO092	25	purtroppo	purtroppo	linguistic	_	_	_	_	_	_
25-5	BO092	25	sulle	sulle	linguistic	_	_	_	_	_	_
25-6	BO092	25	altre	altre	linguistic	_	_	_	_	_	_
25-7	BO092	25	macchine	macchine	linguistic	_	_	_	_	_	_
25-8	BO092	25	ancora	ancora	linguistic	_	_	_	_	_	_
25-9	BO092	25	non	non	linguistic	_	_	_	_	_	_
25-10	BO092	25	gira	gira	linguistic	_	End=89.87	_	_	_	_
26-0	BO092	26	è	è	linguistic	_	Begin=90.589	_	_	_	_
26-1	BO092	26	gratis	gratis	linguistic	_	_	_	_	_	_
26-2	BO092	26	se	se	linguistic	_	_	_	_	_	_
26-3	BO092	26	voi	voi	linguistic	_	_	_	_	_	_
26-4	BO092	26	ve	ve	linguistic	_	_	_	_	_	_
26-5	BO092	26	lo	lo	linguistic	_	_	_	_	_	_
26-6	BO092	26	prendete	prendete	linguistic	_	_	_	_	_	_
26-7	BO092	26	lo	lo	linguistic	_	_	_	_	_	_
26-8	BO092	26	scaricate	scaricate	linguistic	_	_	_	_	_	_
26-9	BO092	26	è	è	linguistic	_	_	_	_	_	_
26-10	BO092	26	molto	molto	linguistic	_	_	_	_	_	_
26-11	BO092	26	pesante	pesante	linguistic	_	_	_	_	_	_
26-12	BO092	26	quindi	quindi	linguistic	_	_	_	_	_	_
26-13	BO092	26	ci	ci	linguistic	_	_	_	_	_	_
26-14	BO092	26	vuole	vuole	linguistic	_	_	_	_	_	_
26-15	BO092	26	la	la	linguistic	_	_	_	_	_	_
26-16	BO092	26	macchina	macchina	linguistic	_	_	_	_	_	_
26-17	BO092	26	windows	windows	linguistic	_	_	_	_	_	_
26-18	BO092	26	potente.	potente	linguistic	Intonation=Falling	End=95.646	_	_	_	_
27-0	BO092	27	ma	ma	linguistic	_	Begin=95.901	_	_	_	_
27-1	BO092	27	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
27-2	BO092	27	fate	fate	linguistic	_	_	_	_	_	_
27-3	BO092	27	conto	conto	linguistic	_	_	_	_	_	_
27-4	BO092	27	che	che	linguistic	_	_	_	_	_	_
27-5	BO092	27	è	è	linguistic	_	_	_	_	_	_
27-6	BO092	27	talmente	talmente	linguistic	_	_	_	_	_	_
27-7	BO092	27	perfetto	perfetto	linguistic	_	_	_	_	_	_
27-8	BO092	27	come	come	linguistic	_	_	_	_	_	_
27-9	BO092	27	costruzione	costruzione	linguistic	_	_	_	_	_	_
27-10	BO092	27	che	che	linguistic	_	_	_	_	_	_
27-11	BO092	27	gli	gli	linguistic	_	_	_	_	_	_
27-12	BO092	27	astronomi	astronomi	linguistic	_	_	_	_	_	_
27-13	BO092	27	gli	gli	linguistic	_	_	_	_	_	_
27-14	BO092	27	astrofisici	astrofisici	linguistic	_	_	_	_	_	_
27-15	BO092	27	lo	lo	linguistic	_	_	_	_	_	_
27-16	BO092	27	usano	usano	linguistic	_	_	_	_	_	_
27-17	BO092	27	come	come	linguistic	_	_	_	_	_	_
27-18	BO092	27	base	base	linguistic	_	_	_	_	_	_
27-19	BO092	27	di	di	linguistic	_	_	_	_	_	_
27-20	BO092	27	ricerca	ricerca	linguistic	_	_	_	_	_	_
27-21	BO092	27	cioè	cioè	linguistic	_	End=102.69	_	_	_	_
28-0	BO092	28	una	una	linguistic	_	Begin=103.023	_	_	_	_
28-1	BO092	28	cosa	cosa	linguistic	_	_	_	_	_	_
28-2	BO092	28	che	che	linguistic	_	_	_	_	_	_
28-3	BO092	28	è	è	linguistic	_	_	_	_	_	_
28-4	BO092	28	nasce	nasce	linguistic	_	_	_	_	_	_
28-5	BO092	28	come	come	linguistic	_	_	_	_	_	_
28-6	BO092	28	astronavine	astronavine	linguistic	_	_	_	_	_	_
28-7	BO092	28	che	che	linguistic	_	_	_	_	_	_
28-8	BO092	28	uno	uno	linguistic	_	_	_	_	_	_
28-9	BO092	28	gira	gira	linguistic	_	_	_	_	_	_
28-10	BO092	28	e	e	linguistic	_	_	_	_	_	_
28-11	BO092	28	è	è	linguistic	_	_	_	_	_	_
28-12	BO092	28	stata	stata	linguistic	_	_	_	_	_	_
28-13	BO092	28	perfezionata	perfezionata	linguistic	_	_	_	_	_	_
28-14	BO092	28	al	al	linguistic	_	_	_	_	_	_
28-15	BO092	28	punto	punto	linguistic	_	_	_	_	_	_
28-16	BO092	28	tale	tale	linguistic	_	End=107.35	_	_	_	_
29-0	BO092	29	c'	c'	linguistic	SpaceAfter=No	Begin=107.7	_	_	_	_
29-1	BO092	29	hanno	hanno	linguistic	_	_	_	_	_	_
29-2	BO092	29	messo	messo	linguistic	_	_	_	_	_	_
29-3	BO092	29	tutte	tutte	linguistic	_	_	_	_	_	_
29-4	BO092	29	le	le	linguistic	_	_	_	_	_	_
29-5	BO092	29	stelle	stelle	linguistic	_	_	_	_	_	_
29-6	BO092	29	note	note	linguistic	_	_	_	_	_	_
29-7	BO092	29	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
29-8	BO092	29	hanno	hanno	linguistic	_	_	_	_	_	_
29-9	BO092	29	messo	messo	linguistic	_	_	_	_	_	_
29-10	BO092	29	tutte	tutte	linguistic	_	_	_	_	_	_
29-11	BO092	29	le	le	linguistic	_	_	_	_	_	_
29-12	BO092	29	galassie	galassie	linguistic	_	_	_	_	_	_
29-13	BO092	29	note	note	linguistic	_	End=110.321	_	_	_	_
30-0	BO092	30	c'	c'	linguistic	SpaceAfter=No	Begin=110.62	_	_	_	_
30-1	BO092	30	hanno	hanno	linguistic	_	_	_	_	_	_
30-2	BO092	30	messo	messo	linguistic	_	_	_	_	_	_
30-3	BO092	30	tutti	tutti	linguistic	_	_	_	_	_	_
30-4	BO092	30	i	i	linguistic	_	_	_	_	_	_
30-5	BO092	30	comportamenti	comportamenti	linguistic	_	_	_	_	_	_
30-6	BO092	30	noti	noti	linguistic	_	_	_	_	_	_
30-7	BO092	30	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
30-8	BO092	30	ivi	ivi	linguistic	_	_	_	_	_	_
30-9	BO092	30	compresa	compresa	linguistic	_	_	_	_	_	_
30-10	BO092	30	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
30-11	BO092	30	ultima	ultima	linguistic	_	_	_	_	_	_
30-12	BO092	30	scoperta	scoperta	linguistic	_	_	_	_	_	_
30-13	BO092	30	che	che	linguistic	_	_	_	_	_	_
30-14	BO092	30	viene	viene	linguistic	_	_	_	_	_	_
30-15	BO092	30	fatta	fatta	linguistic	_	_	_	_	_	_
30-16	BO092	30	la	la	linguistic	_	_	_	_	_	_
30-17	BO092	30	settimana	settimana	linguistic	_	_	_	_	_	_
30-18	BO092	30	scorsa	scorsa	linguistic	_	_	_	_	_	_
30-19	BO092	30	ve	ve	linguistic	_	_	_	_	_	_
30-20	BO092	30	la	la	linguistic	_	_	_	_	_	_
30-21	BO092	30	mettono	mettono	linguistic	_	_	_	_	_	_
30-22	BO092	30	dentro	dentro	linguistic	_	End=117.237	_	_	_	_
31-0	BO092	31	alla	alla	linguistic	_	Begin=118.138	_	_	_	_
31-1	BO092	31	fine	fine	linguistic	_	_	_	_	_	_
31-2	BO092	31	questa	questa	linguistic	_	_	_	_	_	_
31-3	BO092	31	cosa	cosa	linguistic	_	_	_	_	_	_
31-4	BO092	31	che	che	linguistic	_	_	_	_	_	_
31-5	BO092	31	era	era	linguistic	_	_	_	_	_	_
31-6	BO092	31	un	un	linguistic	_	_	_	_	_	_
31-7	BO092	31	videogioco	videogioco	linguistic	_	_	_	_	_	_
31-8	BO092	31	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
31-9	BO092	31	nasce	nasce	linguistic	_	_	_	_	_	_
31-10	BO092	31	come	come	linguistic	_	_	_	_	_	_
31-11	BO092	31	un	un	linguistic	_	_	_	_	_	_
31-12	BO092	31	videogioco	videogioco	linguistic	_	End=122.218	_	_	_	_
32-0	BO092	32	quando	quando	linguistic	_	Begin=122.218	_	_	_	_
32-1	BO092	32	entrate	entrate	linguistic	_	_	_	_	_	_
32-2	BO092	32	dentro	dentro	linguistic	_	_	_	_	_	_
32-3	BO092	32	ognuno	ognuno	linguistic	_	_	_	_	_	_
32-4	BO092	32	di	di	linguistic	_	_	_	_	_	_
32-5	BO092	32	voi	voi	linguistic	_	_	_	_	_	_
32-6	BO092	32	s~	s~	linguistic	Interrupted=Yes	_	_	_	_	_
32-7	BO092	32	deve	deve	linguistic	_	_	_	_	_	_
32-8	BO092	32	scegliere	scegliere	linguistic	_	_	_	_	_	_
32-9	BO092	32	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
32-10	BO092	32	astronave	astronave	linguistic	_	End=124.71	_	_	_	_
33-0	BO092	33	quindi	quindi	linguistic	_	Begin=125.1	_	_	_	_
33-1	BO092	33	scegliete	scegliete	linguistic	_	_	_	_	_	_
33-2	BO092	33	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
33-3	BO092	33	astronave	astronave	linguistic	_	_	_	_	_	_
33-4	BO092	33	il	il	linguistic	_	_	_	_	_	_
33-5	BO092	33	colore,	colore	linguistic	Intonation=weakly_rising	_	_	_	_	_
33-6	BO092	33	la	la	linguistic	_	_	_	_	_	_
33-7	BO092	33	forma:,	forma	linguistic	Intonation=weakly_rising	_	4x1	_	_	_
33-8	BO092	33	quanta	quanta	linguistic	_	_	_	_	_	_
33-9	BO092	33	gente	gente	linguistic	_	_	_	_	_	_
33-10	BO092	33	ci	ci	linguistic	_	_	_	_	_	_
33-11	BO092	33	sta	sta	linguistic	_	_	_	_	_	_
33-12	BO092	33	dentro	dentro	linguistic	_	_	_	_	_	_
33-13	BO092	33	x	x	unknown	_	End=129.32	_	_	_	_
34-0	BO092	34	dopo	dopo	linguistic	_	Begin=129.949	_	_	_	_
34-1	BO092	34	un	un	linguistic	_	_	_	_	_	_
34-2	BO092	34	po'	po'	linguistic	_	_	_	_	_	_
34-3	BO092	34	(dico)	dico	linguistic	_	_	_	_	0-4(0)	_
34-4	BO092	34	scusa	scusa	linguistic	_	_	_	_	_	_
34-5	BO092	34	m'(	m'	linguistic	SpaceAfter=No	_	_	_	_	_
34-6	BO092	34	hai	hai	linguistic	_	_	_	_	_	_
34-7	BO092	34	preso	preso	linguistic	_	_	_	_	_	_
34-8	BO092	34	in	in	linguistic	_	_	_	_	_	_
34-9	BO092	34	giro?	giro	linguistic	Intonation=Rising	End=131.51	_	_	_	_
35-0	BO092	35	no	no	linguistic	_	Begin=131.51	_	_	_	_
35-1	BO092	35	no	no	linguistic	_	_	_	_	_	_
35-2	BO092	35	no	no	linguistic	_	_	_	_	_	_
35-3	BO092	35	è	è	linguistic	_	_	_	_	_	_
35-4	BO092	35	serissimo	serissimo	linguistic	_	_	_	_	_	_
35-5	BO092	35	nel	nel	linguistic	_	_	_	_	_	_
35-6	BO092	35	senso	senso	linguistic	_	_	_	_	_	_
35-7	BO092	35	che	che	linguistic	_	_	_	_	_	_
35-8	BO092	35	la	la	linguistic	_	_	_	_	_	_
35-9	BO092	35	maggiorparte	maggiorparte	linguistic	_	_	_	_	_	_
35-10	BO092	35	degli	degli	linguistic	_	_	_	_	_	_
35-11	BO092	35	astronomi	astronomi	linguistic	_	_	_	_	_	_
35-12	BO092	35	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
35-13	BO092	35	lo	lo	linguistic	_	_	_	_	_	_
35-14	BO092	35	utilizzano	utilizzano	linguistic	_	_	_	_	_	_
35-15	BO092	35	come	come	linguistic	_	_	_	_	_	_
35-16	BO092	35	database	database	linguistic	_	_	_	_	_	_
35-17	BO092	35	quindi	quindi	linguistic	_	End=137.45	_	_	_	_
36-0	BO092	36	adesso	adesso	linguistic	_	Begin=137.937	_	_	_	_
36-1	BO092	36	eh::	eh	linguistic	_	_	1x2	_	_	_
36-2	BO092	36	il:	il	linguistic	_	End=139.86	1x1	_	_	_
37-0	BO092	37	come	come	linguistic	_	Begin=140.617	_	_	_	_
37-1	BO092	37	si	si	linguistic	_	_	_	_	_	_
37-2	BO092	37	può	può	linguistic	_	_	_	_	_	_
