category,sub_category,definition_en,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_term,combined_hash,combined_audio_file,english_text,english_hash,english_audio_file,english_voice_name,english_speaking_rate,english_pitch,english_duration_ms,italian_text,italian_hash,italian_audio_file,italian_voice_name,italian_speaking_rate,italian_pitch,italian_duration_ms
adjective,color,Color of milk or snow,BYAHN-koh,singular,,masculine,1,adjective,,He wore a white hat.,Indossava un cappello bianco.,"candido, latteo",,bianco,b0aed9c3f0a38adc38c7f969d893c29e0ea9e3da577ecf7cb34b8d078f8d7c21,category_data/audio/adjective_color/b0aed9c3f0a38adc38c7f969d893c29e0ea9e3da577ecf7cb34b8d078f8d7c21.mp3,white,f8bd903b952d289cd3ded28d8663dbd624d77c13b1c04a8e38a91167f7c10e45,data/audio/f8bd903b952d289cd3ded28d8663dbd624d77c13b1c04a8e38a91167f7c10e45.mp3,en-US-Wavenet-D,1.0,0,696,bianco,0695890f9de951f0db239471ee9a6138c9098791aa188ca01a86bb359e466e88,data/audio/0695890f9de951f0db239471ee9a6138c9098791aa188ca01a86bb359e466e88.mp3,it-IT-Wavenet-D,0.75,0,1080
adjective,color,Color of milk or snow,BYAHN-kah,singular,,feminine,1,adjective,,She chose a white shirt.,Ha scelto una camicia bianca.,"candida, lattea",,bianco,82146e295bc4081c18716eadcca4faa0b79ee2a7e705a8027814186544d1ec18,category_data/audio/adjective_color/82146e295bc4081c18716eadcca4faa0b79ee2a7e705a8027814186544d1ec18.mp3,white,f8bd903b952d289cd3ded28d8663dbd624d77c13b1c04a8e38a91167f7c10e45,data/audio/f8bd903b952d289cd3ded28d8663dbd624d77c13b1c04a8e38a91167f7c10e45.mp3,en-US-Wavenet-D,1.0,0,696,bianca,5441543777b3f6f2436129732577035b1377aca0872b5d67d377c3d958fa2f5f,data/audio/5441543777b3f6f2436129732577035b1377aca0872b5d67d377c3d958fa2f5f.mp3,it-IT-Wavenet-D,0.75,0,1056
adjective,color,Color between red and blue,VYOH-lah,singular,,,2,adjective,,Her scarf is purple.,La sua sciarpa è viola.,"porpora, lilla",,viola,563f7f611e2474ef7546647743d0aafde5013f867ddf9c754f2d05d9c5049b27,category_data/audio/adjective_color/563f7f611e2474ef7546647743d0aafde5013f867ddf9c754f2d05d9c5049b27.mp3,purple,5858638f4e319aa5590a8a1050d1c701149fa8007beb0f9d6a61371422ea5db8,data/audio/5858638f4e319aa5590a8a1050d1c701149fa8007beb0f9d6a61371422ea5db8.mp3,en-US-Wavenet-D,1.0,0,792,viola,a7008da35fa27c6f770e9f971ce17e6df8590813d477af1e1214011a2683c753,data/audio/a7008da35fa27c6f770e9f971ce17e6df8590813d477af1e1214011a2683c753.mp3,it-IT-Wavenet-D,0.75,0,936
adjective,color,Pale red color,ROH-zah,singular,,,2,adjective,,She loves pink roses.,Lei ama le rose rosa.,"rosato, fucsia",,rosa,ccab9207e2f1b9215b5985bed52e95aa52bfa68d90800485fdcb5e24418765d1,category_data/audio/adjective_color/ccab9207e2f1b9215b5985bed52e95aa52bfa68d90800485fdcb5e24418765d1.mp3,pink,7e7865a37a85f707ade98c57b964c9821b2bb4f17b694d915b6a8208c6f48364,data/audio/7e7865a37a85f707ade98c57b964c9821b2bb4f17b694d915b6a8208c6f48364.mp3,en-US-Wavenet-D,1.0,0,672,rosa,6c7223f4d6d634cd24e1c11a648a0a0ae364d403367b1c1decdf8109cca9dc91,data/audio/6c7223f4d6d634cd24e1c11a648a0a0ae364d403367b1c1decdf8109cca9dc91.mp3,it-IT-Wavenet-D,0.75,0,960
adjective,color,Color between red and yellow,ah-rahn-CHOH-neh,singular,,,2,adjective,,The sunset is orange.,Il tramonto è arancione.,"ambra, mandarino",,arancione,04bc7737794cd9936d209b368d6e283e6daa6fbe02be9e337fba0ea8c76e8d8e,category_data/audio/adjective_color/04bc7737794cd9936d209b368d6e283e6daa6fbe02be9e337fba0ea8c76e8d8e.mp3,orange,a2b5c550620a85cbfd418b88191e57a8cf54b89531d8d580c7b28ddebad8566f,data/audio/a2b5c550620a85cbfd418b88191e57a8cf54b89531d8d580c7b28ddebad8566f.mp3,en-US-Wavenet-D,1.0,0,792,arancione,f01024831045f002b56690ad5c6f24f831ff85cc19a48e9e9a399ffa4ed27d46,data/audio/f01024831045f002b56690ad5c6f24f831ff85cc19a48e9e9a399ffa4ed27d46.mp3,it-IT-Wavenet-D,0.75,0,1152
adjective,color,Color between black and white,GREE-joh,singular,,masculine,2,adjective,,He bought gray pants.,Ha comprato dei pantaloni grigi.,"cenere, piombo",,grigio,fd60d16730ba71864d71166295033e937897ba4bca814944b762769b6c995b05,category_data/audio/adjective_color/fd60d16730ba71864d71166295033e937897ba4bca814944b762769b6c995b05.mp3,gray,913b1babce35dc865d9e19618ac743295230dafe2169bf2e1c42a40c0b21fdb7,data/audio/913b1babce35dc865d9e19618ac743295230dafe2169bf2e1c42a40c0b21fdb7.mp3,en-US-Wavenet-D,1.0,0,792,grigio,8694d58e970710d35307b582760d2a19a59e2c46ab444928687fa0a18f2d8153,data/audio/8694d58e970710d35307b582760d2a19a59e2c46ab444928687fa0a18f2d8153.mp3,it-IT-Wavenet-D,0.75,0,1032
adjective,color,Color between black and white,GREE-jah,singular,,feminine,2,adjective,,The skirt is gray.,La gonna è grigia.,"cenere, piombo",,grigio,3b9999a81ffb9459f11c5c73736d40657f34ff791aa911991eba128c3b002e29,category_data/audio/adjective_color/3b9999a81ffb9459f11c5c73736d40657f34ff791aa911991eba128c3b002e29.mp3,gray,913b1babce35dc865d9e19618ac743295230dafe2169bf2e1c42a40c0b21fdb7,data/audio/913b1babce35dc865d9e19618ac743295230dafe2169bf2e1c42a40c0b21fdb7.mp3,en-US-Wavenet-D,1.0,0,792,grigia,136cafe09bb53ca807c784782fccaa0c999d2d307afe4c060ca102dfbf5a072e,data/audio/136cafe09bb53ca807c784782fccaa0c999d2d307afe4c060ca102dfbf5a072e.mp3,it-IT-Wavenet-D,0.75,0,1032
adjective,color,Color of chocolate or wood,mahr-ROH-neh,singular,,,2,adjective,,The chair is brown.,La sedia è marrone.,"castano, bruno",,marrone,46d319da61c4ccb20d9987ac3c1b5bdaa327619edb62cd5db02b1a95fb26906f,category_data/audio/adjective_color/46d319da61c4ccb20d9987ac3c1b5bdaa327619edb62cd5db02b1a95fb26906f.mp3,brown,38a5943495f2d78edd69263dfd6b5fcc6a75c1a56140b52fd37de6a9f18f20a2,data/audio/38a5943495f2d78edd69263dfd6b5fcc6a75c1a56140b52fd37de6a9f18f20a2.mp3,en-US-Wavenet-D,1.0,0,768,marrone,16f841656570ee00270e0f5a53a66f2bc3797d4dae9ed0ef6228b0dab8679267,data/audio/16f841656570ee00270e0f5a53a66f2bc3797d4dae9ed0ef6228b0dab8679267.mp3,it-IT-Wavenet-D,0.75,0,1104
adjective,cost,low in price,eh-koh-NOH-mee-koh,singular,,masculine,1,adjective,,The hotel is cheap.,L'hotel è economico.,"conveniente, basso",,economico,3c977d6f9512595b02fe308d78aa1553acc705292af91183ea73d8c67c09cf95,category_data/audio/adjective_cost/3c977d6f9512595b02fe308d78aa1553acc705292af91183ea73d8c67c09cf95.mp3,cheap,de55e6c7e7123efccbe68fb8b18f979daa8a5a47519de738c57236cbfd07e1a8,data/audio/de55e6c7e7123efccbe68fb8b18f979daa8a5a47519de738c57236cbfd07e1a8.mp3,en-US-Wavenet-D,1.0,0,720,economico,d56c31395d872f5e2ba3039061c2aae383eb2f469095da01b5e9cde95d760f36,data/audio/d56c31395d872f5e2ba3039061c2aae383eb2f469095da01b5e9cde95d760f36.mp3,it-IT-Wavenet-D,0.75,0,1368
adjective,cost,low in price,eh-koh-NOH-mee-kah,singular,,feminine,1,adjective,,She bought a cheap bag.,Ha comprato una borsa economica.,"conveniente, bassa",,economico,461ee0ad0d94fc0d5d8333405f664c24d8f4758688a3fea66b8348c986de4f02,category_data/audio/adjective_cost/461ee0ad0d94fc0d5d8333405f664c24d8f4758688a3fea66b8348c986de4f02.mp3,cheap,de55e6c7e7123efccbe68fb8b18f979daa8a5a47519de738c57236cbfd07e1a8,data/audio/de55e6c7e7123efccbe68fb8b18f979daa8a5a47519de738c57236cbfd07e1a8.mp3,en-US-Wavenet-D,1.0,0,720,economica,37329b5775dea5481fb7509a7f6ac35dc07a8973c33bb6b5fdc6bc569b053519,data/audio/37329b5775dea5481fb7509a7f6ac35dc07a8973c33bb6b5fdc6bc569b053519.mp3,it-IT-Wavenet-D,0.75,0,1344
adjective,cost,high in price,KAH-roh,singular,,masculine,1,adjective,,This restaurant is expensive.,Questo ristorante è caro.,"costoso, elevato",,caro,509fc7c34253eb504f9c5446055e52e9924c618a9396f5a238c9e4e49a459783,category_data/audio/adjective_cost/509fc7c34253eb504f9c5446055e52e9924c618a9396f5a238c9e4e49a459783.mp3,expensive,41833f6d5b7c087ab76abd69c6c394225780756385e290204c58efc9ab35d7ff,data/audio/41833f6d5b7c087ab76abd69c6c394225780756385e290204c58efc9ab35d7ff.mp3,en-US-Wavenet-D,1.0,0,1032,caro,22e868763c7b20ee319bf15d60c8ce4cdb47145232025f107018196b1cea4448,data/audio/22e868763c7b20ee319bf15d60c8ce4cdb47145232025f107018196b1cea4448.mp3,it-IT-Wavenet-D,0.75,0,864
adjective,cost,high in price,KAH-rah,singular,,feminine,1,adjective,,She has an expensive purse.,Lei ha una borsa cara.,"costosa, elevata",,caro,86ae1d4cad5be759073078807e91e31b75a90e655bb7357c35e1c8ce3487cf67,category_data/audio/adjective_cost/86ae1d4cad5be759073078807e91e31b75a90e655bb7357c35e1c8ce3487cf67.mp3,expensive,41833f6d5b7c087ab76abd69c6c394225780756385e290204c58efc9ab35d7ff,data/audio/41833f6d5b7c087ab76abd69c6c394225780756385e290204c58efc9ab35d7ff.mp3,en-US-Wavenet-D,1.0,0,1032,cara,071aa18c32ff08da6ee45ddcf79882204c93ecc5902b5e079efbd399a253e8b4,data/audio/071aa18c32ff08da6ee45ddcf79882204c93ecc5902b5e079efbd399a253e8b4.mp3,it-IT-Wavenet-D,0.75,0,840
adjective,cost,costing nothing,grah-TOO-ee-toh,singular,,masculine,1,adjective,,The museum is free today.,Il museo è gratuito oggi.,"gratis, libero",,gratuito,700b8f14815ac70a3dd176dad6d9a2b8bf52d4148f485881196032c6a3ed59b3,category_data/audio/adjective_cost/700b8f14815ac70a3dd176dad6d9a2b8bf52d4148f485881196032c6a3ed59b3.mp3,free,61ef40a79fc63fd751e766cfc6a17264f03fb0e60d7f35c520cac599549d3f32,data/audio/61ef40a79fc63fd751e766cfc6a17264f03fb0e60d7f35c520cac599549d3f32.mp3,en-US-Wavenet-D,1.0,0,792,gratuito,bc83ca84f8f3158949d59c5956207867d2ddcc509202532ada8eeebc5c8731cf,data/audio/bc83ca84f8f3158949d59c5956207867d2ddcc509202532ada8eeebc5c8731cf.mp3,it-IT-Wavenet-D,0.75,0,1272
adjective,cost,costing nothing,grah-TOO-ee-tah,singular,,feminine,1,adjective,,The entry is free.,L'entrata è gratuita.,"gratis, libera",,gratuito,9f4fbd328b5a4f60263bea80ae48f017851a608c5268e920a338a879ca8dc41a,category_data/audio/adjective_cost/9f4fbd328b5a4f60263bea80ae48f017851a608c5268e920a338a879ca8dc41a.mp3,free,61ef40a79fc63fd751e766cfc6a17264f03fb0e60d7f35c520cac599549d3f32,data/audio/61ef40a79fc63fd751e766cfc6a17264f03fb0e60d7f35c520cac599549d3f32.mp3,en-US-Wavenet-D,1.0,0,792,gratuita,917cbada74d304f166d49c4377a3e9a161556226761a421a64056a8a8ef8159f,data/audio/917cbada74d304f166d49c4377a3e9a161556226761a421a64056a8a8ef8159f.mp3,it-IT-Wavenet-D,0.75,0,1248
adjective,cost,reasonably priced,kohn-veh-nee-EN-teh,,,,2,adjective,,The tour is affordable.,Il tour è conveniente.,"economico, abbordabile",,conveniente,e685c5c2499431e6534643cb98387bdb8c27110e9a937bcf58a17ceed9a4c3ad,category_data/audio/adjective_cost/e685c5c2499431e6534643cb98387bdb8c27110e9a937bcf58a17ceed9a4c3ad.mp3,affordable,397e3bf168276b090e5471ef6b7c3beec9798049b7724e2ec608f0b0538009c9,data/audio/397e3bf168276b090e5471ef6b7c3beec9798049b7724e2ec608f0b0538009c9.mp3,en-US-Wavenet-D,1.0,0,1008,conveniente,1d76f10edf951510ed8e93f0b447c8346e43d28ac9b96806593580bb1219def6,data/audio/1d76f10edf951510ed8e93f0b447c8346e43d28ac9b96806593580bb1219def6.mp3,it-IT-Wavenet-D,0.75,0,1344
adjective,cost,expensive or high cost,koh-STOH-zoh,singular,,masculine,2,adjective,,That hotel is costly.,Quell'hotel è costoso.,"caro, dispendioso",,costoso,2695009d4688ba5ca202f93c3af929574c1127eeb68b89bd2f81147a24f5170d,category_data/audio/adjective_cost/2695009d4688ba5ca202f93c3af929574c1127eeb68b89bd2f81147a24f5170d.mp3,costly,02ea3ec9bfc5e4adbdb335912a38a2b649d59f783ea68e48d50ed25454ae4ef7,data/audio/02ea3ec9bfc5e4adbdb335912a38a2b649d59f783ea68e48d50ed25454ae4ef7.mp3,en-US-Wavenet-D,1.0,0,960,costoso,adf475adadf89f114f5bdef11f30c0bfe4beebdaa618e87ce56e358c30230bd2,data/audio/adf475adadf89f114f5bdef11f30c0bfe4beebdaa618e87ce56e358c30230bd2.mp3,it-IT-Wavenet-D,0.75,0,1200
adjective,cost,expensive or high cost,koh-STOH-zah,singular,,feminine,2,adjective,,Her shoes are costly.,Le sue scarpe sono costose.,"cara, dispendiosa",,costoso,72cf9a8df33fe5a12487cbb8b65d6fb70197e3a7b38f23c89c1e89502bc5e363,category_data/audio/adjective_cost/72cf9a8df33fe5a12487cbb8b65d6fb70197e3a7b38f23c89c1e89502bc5e363.mp3,costly,02ea3ec9bfc5e4adbdb335912a38a2b649d59f783ea68e48d50ed25454ae4ef7,data/audio/02ea3ec9bfc5e4adbdb335912a38a2b649d59f783ea68e48d50ed25454ae4ef7.mp3,en-US-Wavenet-D,1.0,0,960,costosa,f7d6c58a40d1ac51b8f38e903e9b77015aa568e01c9fe19cc4e6d7b09e040de2,data/audio/f7d6c58a40d1ac51b8f38e903e9b77015aa568e01c9fe19cc4e6d7b09e040de2.mp3,it-IT-Wavenet-D,0.75,0,1176
adjective,cost,reduced in price,skohn-TAH-toh,singular,,masculine,2,adjective,,The jacket is discounted.,La giacca è scontata.,"ridotto, ribassato",,scontato,9af59ea5ffd62e82c1a188fc4294c51d29a9702916d270a7c58d8015c922adc3,category_data/audio/adjective_cost/9af59ea5ffd62e82c1a188fc4294c51d29a9702916d270a7c58d8015c922adc3.mp3,discounted,580f66e922df35b9d2462205894145d6f83fc38d35cbe1cd7687eaa6da7ec351,data/audio/580f66e922df35b9d2462205894145d6f83fc38d35cbe1cd7687eaa6da7ec351.mp3,en-US-Wavenet-D,1.0,0,1056,scontato,46337fa474a89f84b1e4ce2cd414262a95e7bd22f3ea57d7735361940e85c6e2,data/audio/46337fa474a89f84b1e4ce2cd414262a95e7bd22f3ea57d7735361940e85c6e2.mp3,it-IT-Wavenet-D,0.75,0,1368
adjective,cost,reduced in price,skohn-TAH-tah,singular,,feminine,2,adjective,,She bought a discounted skirt.,Ha comprato una gonna scontata.,"ridotta, ribassata",,scontato,b615ac7cc8d988d52989df4f0bf89444ddb51e9c26098af4d7d532c130633bba,category_data/audio/adjective_cost/b615ac7cc8d988d52989df4f0bf89444ddb51e9c26098af4d7d532c130633bba.mp3,discounted,580f66e922df35b9d2462205894145d6f83fc38d35cbe1cd7687eaa6da7ec351,data/audio/580f66e922df35b9d2462205894145d6f83fc38d35cbe1cd7687eaa6da7ec351.mp3,en-US-Wavenet-D,1.0,0,1056,scontata,70d4e31bacb9201572e919eca530c6208ebbb242f9c9956211f8c92e01922143,data/audio/70d4e31bacb9201572e919eca530c6208ebbb242f9c9956211f8c92e01922143.mp3,it-IT-Wavenet-D,0.75,0,1344
adjective,cost,extremely comfortable and expensive,loos-SWOH-zoh,singular,,masculine,3,adjective,,They stayed in a luxurious hotel.,Hanno soggiornato in un hotel lussuoso.,"ricco, sfarzoso",,lussuoso,aa5f24a100eea7fc8dba19764e17f1ac378341bf09d37b56c5bcaf85c7a0d5ec,category_data/audio/adjective_cost/aa5f24a100eea7fc8dba19764e17f1ac378341bf09d37b56c5bcaf85c7a0d5ec.mp3,luxurious,de91841556d6f2505608f5c7339653bc5e9221c03eff7f7909570e816cd3684c,data/audio/de91841556d6f2505608f5c7339653bc5e9221c03eff7f7909570e816cd3684c.mp3,en-US-Wavenet-D,1.0,0,1128,lussuoso,2aba7cf90ea14da706056d275b854c770057cc8739ff690e7ca9d4dbb49f9132,data/audio/2aba7cf90ea14da706056d275b854c770057cc8739ff690e7ca9d4dbb49f9132.mp3,it-IT-Wavenet-D,0.75,0,1272
adjective,cost,extremely comfortable and expensive,loos-SWOH-zah,singular,,feminine,3,adjective,,The villa is luxurious.,La villa è lussuosa.,"ricca, sfarzosa",,lussuoso,98913e4ad6f7d1f5c611af1fba11eab672630e1de3fc692193bdd431cdcaf7cc,category_data/audio/adjective_cost/98913e4ad6f7d1f5c611af1fba11eab672630e1de3fc692193bdd431cdcaf7cc.mp3,luxurious,de91841556d6f2505608f5c7339653bc5e9221c03eff7f7909570e816cd3684c,data/audio/de91841556d6f2505608f5c7339653bc5e9221c03eff7f7909570e816cd3684c.mp3,en-US-Wavenet-D,1.0,0,1128,lussuosa,92df6c6b5e8b51e3e84cae84cc6c365cf58b52663496cb86a62f2a32c0b54d94,data/audio/92df6c6b5e8b51e3e84cae84cc6c365cf58b52663496cb86a62f2a32c0b54d94.mp3,it-IT-Wavenet-D,0.75,0,1248
adjective,cost,value beyond price,ee-nehs-tee-MAH-bee-leh,,,,3,adjective,,The painting is priceless.,Il dipinto è inestimabile.,"prezioso, unico",,inestimabile,84aa5cf75e7c578d7dbefd6be9923c34607290f548076813b7e318ff2a3caa91,category_data/audio/adjective_cost/84aa5cf75e7c578d7dbefd6be9923c34607290f548076813b7e318ff2a3caa91.mp3,priceless,fcec41937ff6243ac8baa25fccaa177669e9dacffb8115015453c2c6f835b31e,data/audio/fcec41937ff6243ac8baa25fccaa177669e9dacffb8115015453c2c6f835b31e.mp3,en-US-Wavenet-D,1.0,0,1008,inestimabile,976549d8e96ace0f10bd67f95c5602eb18dbab9b426d3afb56523fcc2ecd9c10,data/audio/976549d8e96ace0f10bd67f95c5602eb18dbab9b426d3afb56523fcc2ecd9c10.mp3,it-IT-Wavenet-D,0.75,0,1464
