token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
8-2	TO002	8	sapere	sapere	linguistic	_	_	_	_	_	_
8-3	TO002	8	anche	anche	linguistic	_	_	_	_	_	_
8-4	TO002	8	da	da	linguistic	_	_	_	_	_	_
8-5	TO002	8	lei	lei	linguistic	_	_	_	_	_	_
8-6	TO002	8	questo:::	questo	linguistic	_	End=19.535	5x3	_	_	_
9-0	TO002	9	la	la	linguistic	_	Begin=19.875	_	_	_	_
9-1	TO002	9	sua	sua	linguistic	_	_	_	_	_	_
9-2	TO002	9	opinione	opinione	linguistic	_	_	_	_	_	_
9-3	TO002	9	su	su	linguistic	_	_	_	_	_	_
9-4	TO002	9	questo	questo	linguistic	_	_	_	_	_	_
9-5	TO002	9	libro	libro	linguistic	_	_	_	_	_	_
9-6	TO002	9	come	come	linguistic	_	_	_	_	_	_
9-7	TO002	9	ho	ho	linguistic	_	_	_	_	_	_
9-8	TO002	9	chiesto	chiesto	linguistic	_	_	_	_	_	_
9-9	TO002	9	a	a	linguistic	_	_	_	_	_	_
9-10	TO002	9	tutti:	tutti	linguistic	_	_	4x1	_	_	_
9-11	TO002	9	prima	prima	linguistic	_	_	_	_	_	_
9-12	TO002	9	di	di	linguistic	_	_	_	_	_	_
9-13	TO002	9	comincia:re,	cominciare	linguistic	Intonation=weakly_rising	End=23.436	7x1	_	_	_
10-0	TO003	10	sì	sì	linguistic	_	Begin=23.46|End=23.748	_	_	_	_
11-0	TO002	11	e::hm	ehm	linguistic	_	Begin=24.07|End=25.11	0x2	_	_	_
12-0	TO002	12	non	non	linguistic	_	Begin=25.548	_	_	_	_
12-1	TO002	12	è	è	linguistic	_	_	_	_	_	_
12-2	TO002	12	una	una	linguistic	_	_	_	_	_	_
12-3	TO002	12	curiosità	curiosità	linguistic	_	_	_	_	_	_
12-4	TO002	12	ma	ma	linguistic	_	_	_	_	_	_
12-5	TO002	12	semplicemente	semplicemente	linguistic	_	_	_	_	_	_
12-6	TO002	12	proprio	proprio	linguistic	_	_	_	_	_	_
12-7	TO002	12	per	per	linguistic	_	_	_	_	_	_
12-8	TO002	12	capire:::	capire	linguistic	_	End=28.408	5x3	_	_	_
13-0	TO002	13	come	come	linguistic	_	Begin=29.03	_	_	_	_
13-1	TO002	13	migliorare	migliorare	linguistic	_	_	_	_	_	_
13-2	TO002	13	il	il	linguistic	_	_	_	_	_	_
13-3	TO002	13	servizio	servizio	linguistic	_	_	_	_	_	_
13-4	TO002	13	per	per	linguistic	ProsodicLink=Yes	_	_	_	_	_
13-5	TO002	13	e::h.	eh	linguistic	Intonation=Falling	End=31.175	0x2	_	_	_
14-0	TO002	14	i	i	linguistic	_	Begin=32.796	_	_	_	_
14-1	TO002	14	suoi::	suoi	linguistic	_	_	3x2	_	_	_
14-2	TO002	14	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
14-3	TO002	14	i	i	linguistic	_	_	_	_	_	_
14-4	TO002	14	suoi	suoi	linguistic	_	_	_	_	_	_
14-5	TO002	14	colleghi	colleghi	linguistic	_	_	_	_	_	_
14-6	TO002	14	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
14-7	TO002	14	anno	anno	linguistic	_	_	_	_	_	_
14-8	TO002	14	prossimo.	prossimo	linguistic	Intonation=Falling	_	_	_	_	_
14-9	TO002	14	in[somma]	insomma	linguistic	_	End=35.663	_	_	_	2-7(2)
15-0	TO003	15	[sì	sì	linguistic	_	Begin=35.345	_	_	_	0-2(2)
15-1	TO003	15	sì],	sì	linguistic	Intonation=weakly_rising	_	_	_	_	0-2(2)
15-2	TO003	15	ce(rto).	certo	linguistic	Intonation=Falling	End=36.264	_	_	2-5(0)	_
16-0	TO003	16	ma	ma	linguistic	_	Begin=36.55	_	_	_	_
16-1	TO003	16	allora	allora	linguistic	_	_	_	_	_	_
16-2	TO003	16	io	io	linguistic	_	_	_	_	_	_
16-3	TO003	16	di	di	linguistic	_	_	_	_	_	_
16-4	TO003	16	questo	questo	linguistic	_	_	_	_	_	_
16-5	TO003	16	libro	libro	linguistic	_	_	_	_	_	_
16-6	TO003	16	ho	ho	linguistic	_	_	_	_	_	_
16-7	TO003	16	trovato::	trovato	linguistic	_	_	6x2	_	_	_
16-8	TO003	16	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
16-9	TO003	16	tanti	tanti	linguistic	_	_	_	_	_	_
16-10	TO003	16	aspetti	aspetti	linguistic	_	_	_	_	_	_
16-11	TO003	16	positivi,	positivi	linguistic	Intonation=weakly_rising	End=40.262	_	_	_	_
17-0	TO003	17	<quanti	quanti	linguistic	_	Begin=40.36	_	Slow=0-6	_	_
17-1	TO003	17	negativ>i	negativi	linguistic	_	_	_	Slow=0-7	_	_
17-2	TO003	17	si	si	linguistic	_	_	_	_	_	_
17-3	TO003	17	può	può	linguistic	_	_	_	_	_	_
17-4	TO003	17	dire.	dire	linguistic	Intonation=Falling	End=42.211	_	_	_	_
18-0	TO003	18	e:h	eh	linguistic	_	Begin=42.695	0x1	_	_	_
18-1	TO003	18	beh.	beh	linguistic	Intonation=Falling	_	_	_	_	_
18-2	TO003	18	partendo	partendo	linguistic	_	_	_	_	_	_
18-3	TO003	18	dagli	dagli	linguistic	_	_	_	_	_	_
18-4	TO003	18	aspetti	aspetti	linguistic	_	_	_	_	_	_
18-5	TO003	18	positivi	positivi	linguistic	_	_	_	_	_	_
18-6	TO003	18	secondo	secondo	linguistic	_	_	_	_	_	_
18-7	TO003	18	me,	me	linguistic	Intonation=weakly_rising	End=45.637	_	_	_	_
19-0	TO003	19	è	è	linguistic	_	Begin=45.735	_	_	_	_
19-1	TO003	19	un	un	linguistic	_	_	_	_	_	_
19-2	TO003	19	libro::	libro	linguistic	_	_	4x2	_	_	_
19-3	TO003	19	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
19-4	TO003	19	che:	che	linguistic	_	_	2x1	_	_	_
19-5	TO003	19	e::h	eh	linguistic	ProsodicLink=Yes	_	0x2	_	_	_
19-6	TO003	19	m:::h	mh	linguistic	_	End=48.46	0x3	_	_	_
20-0	TO003	20	integra	integra	linguistic	_	Begin=48.72	_	_	_	_
20-1	TO003	20	molte	molte	linguistic	_	_	_	_	_	_
20-2	TO003	20	cose	cose	linguistic	_	_	_	_	_	_
20-3	TO003	20	con	con	linguistic	_	_	_	_	_	_
20-4	TO003	20	le	le	linguistic	_	_	_	_	_	_
20-5	TO003	20	schede:	schede	linguistic	ProsodicLink=Yes	_	5x1	_	_	_
20-6	TO003	20	e::h	eh	linguistic	_	_	0x2	_	_	_
20-7	TO003	20	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
20-8	TO003	20	di	di	linguistic	_	_	_	_	_	_
20-9	TO003	20	dati	dati	linguistic	_	_	_	_	_	_
20-10	TO003	20	che	che	linguistic	_	_	_	_	_	_
20-11	TO003	20	quindi,	quindi	linguistic	Intonation=weakly_rising	End=52.57	_	_	_	_
21-0	TO003	21	è	è	linguistic	_	Begin=53.046	_	_	_	_
21-1	TO003	21	una	una	linguistic	_	_	_	_	_	_
21-2	TO003	21	cosa:	cosa	linguistic	_	_	3x1	_	_	_
21-3	TO003	21	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
21-4	TO003	21	molto:	molto	linguistic	_	_	4x1	_	_	_
21-5	TO003	21	e:h	eh	linguistic	_	_	0x1	_	_	_
21-6	TO003	21	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
21-7	TO003	21	positiva,	positiva	linguistic	Intonation=weakly_rising	_	_	_	_	_
21-8	TO003	21	perché	perché	linguistic	_	_	_	_	_	_
21-9	TO003	21	nel	nel	linguistic	_	_	_	_	_	_
21-10	TO003	21	caso	caso	linguistic	_	_	_	_	_	_
21-11	TO003	21	in	in	linguistic	_	_	_	_	_	_
21-12	TO003	21	cui	cui	linguistic	_	_	_	_	_	_
21-13	TO003	21	si	si	linguistic	_	_	_	_	_	_
21-14	TO003	21	volesse	volesse	linguistic	_	_	_	_	_	_
21-15	TO003	21	approfondire	approfondire	linguistic	_	End=57.155	_	_	_	_
22-0	TO003	22	loro	loro	linguistic	_	Begin=57.467	_	_	_	_
22-1	TO003	22	ci	ci	linguistic	_	_	_	_	_	_
22-2	TO003	22	offrono	offrono	linguistic	_	_	_	_	_	_
22-3	TO003	22	la	la	linguistic	_	_	_	_	_	_
22-4	TO003	22	possibilità	possibilità	linguistic	_	_	_	_	_	_
22-5	TO003	22	anche	anche	linguistic	_	_	_	_	_	_
22-6	TO003	22	attraverso	attraverso	linguistic	_	_	_	_	_	_
22-7	TO003	22	la	la	linguistic	_	_	_	_	_	_
22-8	TO003	22	sitografia	sitografia	linguistic	_	_	_	_	_	_
22-9	TO003	22	o	o	linguistic	_	_	_	_	_	_
22-10	TO003	22	la	la	linguistic	_	_	_	_	_	_
22-11	TO003	22	bibliografia	bibliografia	linguistic	_	End=61.278	_	_	_	_
23-0	TO003	23	di	di	linguistic	_	Begin=61.516	_	_	_	_
23-1	TO003	23	andare	andare	linguistic	_	_	_	_	_	_
23-2	TO003	23	più	più	linguistic	_	_	_	_	_	_
23-3	TO003	23	a	a	linguistic	_	_	_	_	_	_
23-4	TO003	23	fondo	fondo	linguistic	_	_	_	_	_	_
23-5	TO003	23	nella	nella	linguistic	_	_	_	_	_	_
23-6	TO003	23	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
23-7	TO003	23	nella	nella	linguistic	_	_	_	_	_	_
23-8	TO003	23	ricerca	ricerca	linguistic	_	End=63.511	_	_	_	_
24-0	TO003	24	quella:	quella	linguistic	_	Begin=63.564	5x1	_	_	_
24-1	TO003	24	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
24-2	TO003	24	[co]sì.	così	linguistic	Intonation=Falling	End=64.527	_	_	_	0-2(3)
25-0	TO002	25	[°certo°]	certo	linguistic	Volume=Low	Begin=63.848|End=64.34	_	_	_	0-5(3)
26-0	TO003	26	poi	poi	linguistic	_	Begin=65.05	_	_	_	_
26-1	TO003	26	soprattutto:	soprattutto	linguistic	_	_	10x1	_	_	_
26-2	TO003	26	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
26-3	TO003	26	secondo	secondo	linguistic	_	_	_	_	_	_
26-4	TO003	26	me,	me	linguistic	Intonation=weakly_rising	End=66.761	_	_	_	_
27-0	TO003	27	vabbè	vabbè	linguistic	_	Begin=67.285	_	_	_	_
27-1	TO003	27	questo	questo	linguistic	_	_	_	_	_	_
27-2	TO003	27	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
27-3	TO003	27	riguarda	riguarda	linguistic	_	_	_	_	_	_
27-4	TO003	27	sia	sia	linguistic	_	_	_	_	_	_
27-5	TO003	27	il	il	linguistic	_	_	_	_	_	_
27-6	TO003	27	libro	libro	linguistic	_	_	_	_	_	_
27-7	TO003	27	ma	ma	linguistic	_	_	_	_	_	_
27-8	TO003	27	anche::	anche	linguistic	_	_	4x2	_	_	_
27-9	TO003	27	la	la	linguistic	_	_	_	_	_	_
27-10	TO003	27	materia	materia	linguistic	_	_	_	_	_	_
27-11	TO003	27	in	in	linguistic	_	_	_	_	_	_
27-12	TO003	27	generale.	generale	linguistic	Intonation=Falling	End=70.672	_	_	_	_
28-0	TO003	28	cioè	cioè	linguistic	_	Begin=71.066	_	_	_	_
28-1	TO003	28	io:	io	linguistic	_	_	1x1	_	_	_
28-2	TO003	28	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
28-3	TO003	28	ho	ho	linguistic	_	_	_	_	_	_
28-4	TO003	28	scoperto	scoperto	linguistic	_	_	_	_	_	_
28-5	TO003	28	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
28-6	TO003	28	moltissime	moltissime	linguistic	_	_	_	_	_	_
28-7	TO003	28	cose	cose	linguistic	_	_	_	_	_	_
28-8	TO003	28	leggendo	leggendo	linguistic	_	_	_	_	_	_
28-9	TO003	28	questo	questo	linguistic	_	_	_	_	_	_
28-10	TO003	28	libro	libro	linguistic	_	_	_	_	_	_
28-11	TO003	28	che	che	linguistic	_	_	_	_	_	_
28-12	TO003	28	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
28-13	TO003	28	mi	mi	linguistic	_	_	_	_	_	_
28-14	TO003	28	hanno	hanno	linguistic	_	_	_	_	_	_
28-15	TO003	28	veramente:	veramente	linguistic	_	End=75.566	8x1	_	_	_
29-0	TO003	29	aperto	aperto	linguistic	_	Begin=75.833	_	_	_	_
29-1	TO003	29	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
29-2	TO003	29	m:h	mh	linguistic	ProsodicLink=Yes	_	0x1	_	_	_
29-3	TO003	29	un	un	linguistic	_	_	_	_	_	_
29-4	TO003	29	mondo	mondo	linguistic	_	_	_	_	_	_
29-5	TO003	29	nuovo.	nuovo	linguistic	Intonation=Falling	End=78.538	_	_	_	_
30-0	TO003	30	perché	perché	linguistic	_	Begin=78.933	_	_	_	_
30-1	TO003	30	ad	ad	linguistic	_	_	_	_	_	_
30-2	TO003	30	esempio	esempio	linguistic	_	_	_	_	_	_
30-3	TO003	30	sapere	sapere	linguistic	_	_	_	_	_	_
30-4	TO003	30	che	che	linguistic	_	_	_	_	_	_
30-5	TO003	30	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
30-6	TO003	30	m:h	mh	linguistic	_	_	0x1	_	_	_
30-7	TO003	30	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
30-8	TO003	30	ci	ci	linguistic	_	_	_	_	_	_
30-9	TO003	30	sia	sia	linguistic	_	_	_	_	_	_
30-10	TO003	30	ancora:	ancora	linguistic	_	_	5x1	_	_	_
30-11	TO003	30	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
30-12	TO003	30	parte	parte	linguistic	_	_	_	_	_	_
30-13	TO003	30	della	della	linguistic	_	_	_	_	_	_
30-14	TO003	30	popolazione	popolazione	linguistic	_	_	_	_	_	_
30-15	TO003	30	mondiale:	mondiale	linguistic	_	_	7x1	_	_	_
30-16	TO003	30	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
30-17	TO003	30	che	che	linguistic	_	_	_	_	_	_
30-18	TO003	30	soffra	soffra	linguistic	_	_	_	_	_	_
30-19	TO003	30	per	per	linguistic	_	_	_	_	_	_
30-20	TO003	30	la	la	linguistic	_	_	_	_	_	_
30-21	TO003	30	schiavitù,	schiavitù	linguistic	Intonation=weakly_rising	End=85.916	_	_	_	_
31-0	TO002	31	eh	eh	linguistic	_	Begin=86.33|End=86.727	_	_	_	_
32-0	TO003	32	e::h	eh	linguistic	ProsodicLink=Yes	Begin=86.745	0x2	_	_	_
32-1	TO003	32	che	che	linguistic	_	_	_	_	_	_
32-2	TO003	32	ci	ci	linguistic	_	_	_	_	_	_
32-3	TO003	32	sia	sia	linguistic	_	_	_	_	_	_
32-4	TO003	32	appunto	appunto	linguistic	_	_	_	_	_	_
32-5	TO003	32	ancora	ancora	linguistic	_	_	_	_	_	_
32-6	TO003	32	la	la	linguistic	_	_	_	_	_	_
32-7	TO003	32	schiavitù	schiavitù	linguistic	_	_	_	_	_	_
32-8	TO003	32	del	del	linguistic	_	_	_	_	_	_
32-9	TO003	32	mondo	mondo	linguistic	_	_	_	_	_	_
32-10	TO003	32	dopo	dopo	linguistic	_	End=89.767	_	_	_	_
33-0	TO003	33	cinquecento	cinquecento	linguistic	_	Begin=90.691	_	_	_	_
33-1	TO003	33	anni	anni	linguistic	_	_	_	_	_	_
33-2	TO003	33	che:	che	linguistic	ProsodicLink=Yes	_	2x1	_	_	_
33-3	TO003	33	m:h	mh	linguistic	ProsodicLink=Yes	_	0x1	_	_	_
33-4	TO003	33	addirittura	addirittura	linguistic	_	_	_	_	_	_
33-5	TO003	33	venivano	venivano	linguistic	_	_	_	_	_	_
33-6	TO003	33	trasportati	trasportati	linguistic	_	_	_	_	_	_
33-7	TO003	33	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
33-8	TO003	33	i	i	linguistic	_	_	_	_	_	_
33-9	TO003	33	neri	neri	linguistic	_	_	_	_	_	_
33-10	TO003	33	dall'	dall'	linguistic	SpaceAfter=No	_	_	_	_	_
33-11	TO003	33	africa:	africa	linguistic	_	_	5x1	_	_	_
33-12	TO003	33	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
33-13	TO003	33	americhe:,	americhe	linguistic	Intonation=weakly_rising	End=97.453	7x1	_	_	_
34-0	TO003	34	fa	fa	linguistic	_	Begin=97.823	_	_	_	_
34-1	TO003	34	molto	molto	linguistic	_	_	_	_	_	_
34-2	TO003	34	pensare	pensare	linguistic	_	_	_	_	_	_
34-3	TO003	34	perché	perché	linguistic	_	_	_	_	_	_
34-4	TO003	34	noi	noi	linguistic	_	_	_	_	_	_
34-5	TO003	34	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
34-6	TO003	34	lo	lo	linguistic	_	_	_	_	_	_
34-7	TO003	34	vediamo:	vediamo	linguistic	_	_	6x1	_	_	_
34-8	TO003	34	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
34-9	TO003	34	mo:lto	molto	linguistic	_	_	1x1	_	_	_
34-10	TO003	34	secondo	secondo	linguistic	_	_	_	_	_	_
34-11	TO003	34	me	me	linguistic	_	_	_	_	_	_
34-12	TO003	34	come	come	linguistic	_	_	_	_	_	_
34-13	TO003	34	un	un	linguistic	_	_	_	_	_	_
34-14	TO003	34	processo	processo	linguistic	_	_	_	_	_	_
34-15	TO003	34	storico	storico	linguistic	_	_	_	_	_	_
34-16	TO003	34	ormai	ormai	linguistic	_	_	_	_	_	_
34-17	TO003	34	morto	morto	linguistic	_	_	_	_	_	_
34-18	TO003	34	e	e	linguistic	_	_	_	_	_	_
34-19	TO003	34	sepolto	sepolto	linguistic	_	_	_	_	_	_
34-20	TO003	34	nel	nel	linguistic	_	_	_	_	_	_
34-21	TO003	34	senso,	senso	linguistic	Intonation=weakly_rising	End=104.363	_	_	_	_
35-0	TO003	35	quello	quello	linguistic	_	Begin=104.845	_	_	_	_
35-1	TO003	35	è	è	linguistic	_	_	_	_	_	_
35-2	TO003	35	avvenuto	avvenuto	linguistic	_	_	_	_	_	_
35-3	TO003	35	nel	nel	linguistic	_	_	_	_	_	_
35-4	TO003	35	millecinquecento	millecinquecento	linguistic	_	_	_	_	_	_
35-5	TO003	35	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
35-6	TO003	35	ci	ci	linguistic	_	_	_	_	_	_
35-7	TO003	35	sono	sono	linguistic	_	_	_	_	_	_
35-8	TO003	35	state	state	linguistic	_	_	_	_	_	_
35-9	TO003	35	ancora:	ancora	linguistic	ProsodicLink=Yes	_	5x1	_	_	_
35-10	TO003	35	m:h	mh	linguistic	ProsodicLink=Yes	_	0x1	_	_	_
35-11	TO003	35	ovviamente	ovviamente	linguistic	_	_	_	_	_	_
35-12	TO003	35	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
35-13	TO003	35	ehm::	ehm	linguistic	ProsodicLink=Yes	_	2x2	_	_	_
35-14	TO003	35	delle	delle	linguistic	_	_	_	_	_	_
35-15	TO003	35	ondate	ondate	linguistic	_	_	_	_	_	_
35-16	TO003	35	nel	nel	linguistic	_	_	_	_	_	_
35-17	TO003	35	milleseicento	milleseicento	linguistic	_	_	_	_	_	_
35-18	TO003	35	>millesettecento	millesettecento	linguistic	_	_	_	Fast=0-15	_	_
35-19	TO003	35	avanti<	avanti	linguistic	_	_	_	Fast=0-6	_	_
35-20	TO003	35	però,	però	linguistic	Intonation=weakly_rising	End=113.995	_	_	_	_
36-0	TO003	36	cioè	cioè	linguistic	_	Begin=114.53	_	_	_	_
36-1	TO003	36	per	per	linguistic	_	_	_	_	_	_
36-2	TO003	36	quanto	quanto	linguistic	_	_	_	_	_	_
36-3	TO003	36	mi	mi	linguistic	_	_	_	_	_	_
36-4	TO003	36	riguarda	riguarda	linguistic	_	_	_	_	_	_
36-5	TO003	36	io	io	linguistic	_	_	_	_	_	_
36-6	TO003	36	lo	lo	linguistic	_	_	_	_	_	_
36-7	TO003	36	davo	davo	linguistic	_	_	_	_	_	_
36-8	TO003	36	come	come	linguistic	_	_	_	_	_	_
36-9	TO003	36	un	un	linguistic	_	_	_	_	_	_
36-10	TO003	36	fenomeno	fenomeno	linguistic	_	_	_	_	_	_
36-11	TO003	36	morto	morto	linguistic	_	_	_	_	_	_
36-12	TO003	36	e	e	linguistic	_	_	_	_	_	_
36-13	TO003	36	sepolto:	sepolto	linguistic	ProsodicLink=Yes	_	6x1	_	_	_
36-14	TO003	36	lì.	lì	linguistic	Intonation=Falling	_	_	_	_	_
36-15	TO003	36	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
36-16	TO003	36	finità	finità	linguistic	_	_	_	_	_	_
36-17	TO003	36	lì	lì	linguistic	_	_	_	_	_	_
36-18	TO003	36	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
36-19	TO003	36	[<e	e	linguistic	_	_	_	Slow=0-1	_	0-1(4)
36-20	TO003	36	inve:ce:>]	invece	linguistic	_	End=120.423	3x1,5x1	Slow=0-6	_	0-6(4)
37-0	TO002	37	[a	a	linguistic	_	Begin=119.88	_	_	_	0-1(4)
37-1	TO002	37	un	un	linguistic	_	_	_	_	_	0-2(4)
37-2	TO002	37	certo	certo	linguistic	_	_	_	_	_	0-5(4)
37-3	TO002	37	punto	punto	linguistic	_	_	_	_	_	0-5(4)
37-4	TO002	37	dipende]	dipende	linguistic	_	_	_	_	_	0-7(4)
37-5	TO002	37	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
37-6	TO002	37	da	da	linguistic	_	_	_	_	_	_
37-7	TO002	37	cosa	cosa	linguistic	_	_	_	_	_	_
37-8	TO002	37	si	si	linguistic	_	_	_	_	_	_
37-9	TO002	37	intende	intende	linguistic	_	_	_	_	_	_
37-10	TO002	37	pe:r	per	linguistic	_	_	1x1	_	_	_
37-11	TO002	37	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
37-12	TO002	37	per	per	linguistic	_	_	_	_	_	_
37-13	TO002	37	schiavitù	schiavitù	linguistic	_	_	_	_	_	_
37-14	TO002	37	esattamente	esattamente	linguistic	_	_	_	_	_	_
37-15	TO002	37	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
37-16	TO002	37	[insomma]	insomma	linguistic	_	_	_	_	_	0-7(5)
37-17	TO002	37	ecco	ecco	linguistic	_	_	_	_	_	_
37-18	TO002	37	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
37-19	TO002	37	[°non	non	linguistic	Volume=Low	_	_	_	_	0-3(6)
37-20	TO002	37	x:°]	x	linguistic	Volume=Low	End=125.399	0x1	_	_	0-1(6)
38-0	TO003	38	[sì].	sì	linguistic	Intonation=Falling	Begin=124.066|End=124.451	_	_	_	0-2(5)
39-0	TO003	39	[beh	beh	linguistic	_	Begin=124.801	_	_	_	0-3(6)
39-1	TO003	39	certo].	certo	linguistic	Intonation=Falling	End=125.398	_	_	_	0-5(6)
40-0	TO003	40	(prendo)	prendo	linguistic	_	Begin=126.404	_	_	0-6(0)	_
40-1	TO003	40	ad	ad	linguistic	_	_	_	_	_	_
40-2	TO003	40	esempio	esempio	linguistic	_	_	_	_	_	_
40-3	TO003	40	il	il	linguistic	_	_	_	_	_	_
40-4	TO003	40	libro	libro	linguistic	_	_	_	_	_	_
40-5	TO003	40	che	che	linguistic	_	_	_	_	_	_
40-6	TO003	40	fa	fa	linguistic	_	_	_	_	_	_
40-7	TO003	40	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
40-8	TO003	40	esempio	esempio	linguistic	_	_	_	_	_	_
40-9	TO003	40	del	del	linguistic	_	_	_	_	_	_
40-10	TO003	40	bonded	bonded	linguistic	_	_	_	_	_	_
40-11	TO003	40	labor	labor	linguistic	_	_	_	_	_	_
40-12	TO003	40	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
40-13	TO003	40	che	che	linguistic	ProsodicLink=Yes	_	_	_	_	_
40-14	TO003	40	m:h	mh	linguistic	ProsodicLink=Yes	_	0x1	_	_	_
40-15	TO003	40	nient'	nient'	linguistic	SpaceAfter=No	_	_	_	_	_
40-16	TO003	40	altro	altro	linguistic	_	_	_	_	_	_
40-17	TO003	40	che	che	linguistic	_	_	_	_	_	_
40-18	TO003	40	praticamente	praticamente	linguistic	_	_	_	_	_	_
40-19	TO003	40	>quello	quello	linguistic	_	_	_	Fast=0-6	_	_
40-20	TO003	40	che	che	linguistic	_	_	_	Fast=0-3	_	_
