token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
9-6	TO033	9	dato	dato	linguistic	_	_	_	_	_	_
9-7	TO033	9	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
9-8	TO033	9	esame	esame	linguistic	_	_	_	_	_	_
9-9	TO033	9	sono	sono	linguistic	_	_	_	_	_	_
9-10	TO033	9	andata	andata	linguistic	_	_	_	_	_	_
9-11	TO033	9	da	da	linguistic	_	_	_	_	_	_
9-12	TO033	9	lucilla,	lucilla	linguistic	Intonation=weakly_rising	End=33.085	_	_	_	_
10-0	TO033	10	e:::	e	linguistic	_	Begin=33.793|End=34.134	0x3	_	_	_
11-0	TO029	11	a	a	linguistic	_	Begin=34.127	_	_	_	_
11-1	TO029	11	mila[no]?	milano	linguistic	Intonation=Rising	End=34.757	_	_	_	4-6(?)
12-0	TO034	12	[a	a	linguistic	_	Begin=34.598	_	_	_	0-1(3)
12-1	TO034	12	mi]lano	milano	linguistic	_	End=35.2	_	_	_	0-2(3)
13-0	TO033	13	e::	e	linguistic	_	Begin=36.266	0x2	_	_	_
13-1	TO033	13	ci	ci	linguistic	_	_	_	_	_	_
13-2	TO033	13	siam	siam	linguistic	_	_	_	_	_	_
13-3	TO033	13	bevute::	bevute	linguistic	_	_	5x2	_	_	_
13-4	TO033	13	due	due	linguistic	_	_	_	_	_	_
13-5	TO033	13	birre	birre	linguistic	_	_	_	_	_	_
13-6	TO033	13	così	così	linguistic	_	End=39.002	_	_	_	_
14-0	TO033	14	[e:::]	e	linguistic	_	Begin=39.412|End=40.31	0x3	_	_	0-1(4)
15-0	TO034	15	[poi]	poi	linguistic	_	Begin=39.769	_	_	_	0-3(4)
15-1	TO034	15	vi	vi	linguistic	_	_	_	_	_	_
15-2	TO034	15	siete	siete	linguistic	_	_	_	_	_	_
15-3	TO034	15	lasciate	lasciate	linguistic	_	_	_	_	_	_
15-4	TO034	15	andare,	andare	linguistic	Intonation=weakly_rising	End=40.964	_	_	_	_
16-0	TO033	16	e	e	linguistic	_	Begin=40.969	_	_	_	_
16-1	TO033	16	riflettevamo	riflettevamo	linguistic	_	_	_	_	_	_
16-2	TO033	16	sul	sul	linguistic	_	_	_	_	_	_
16-3	TO033	16	futuro	futuro	linguistic	_	_	_	_	_	_
16-4	TO033	16	precario	precario	linguistic	_	_	_	_	_	_
16-5	TO033	16	che	che	linguistic	_	_	_	_	_	_
16-6	TO033	16	ci	ci	linguistic	_	_	_	_	_	_
16-7	TO033	16	aspetta,	aspetta	linguistic	Intonation=weakly_rising	End=44.447	_	_	_	_
17-0	TO033	17	e:::hm	ehm	linguistic	_	Begin=45.49|End=46.298	0x3	_	_	_
18-0	TO033	18	e	e	linguistic	_	Begin=46.967	_	_	_	_
18-1	TO033	18	lei	lei	linguistic	_	_	_	_	_	_
18-2	TO033	18	mi	mi	linguistic	_	_	_	_	_	_
18-3	TO033	18	ha	ha	linguistic	_	_	_	_	_	_
18-4	TO033	18	detto:::	detto	linguistic	_	End=48.67	4x3	_	_	_
19-0	TO033	19	che:::	che	linguistic	_	Begin=49.728	2x3	_	_	_
19-1	TO033	19	che	che	linguistic	_	_	_	_	_	_
19-2	TO033	19	marina	marina	linguistic	_	_	_	_	_	_
19-3	TO033	19	aveva	aveva	linguistic	_	_	_	_	_	_
19-4	TO033	19	parlato	parlato	linguistic	_	_	_	_	_	_
19-5	TO033	19	con	con	linguistic	_	_	_	_	_	_
19-6	TO033	19	con	con	linguistic	_	_	_	_	_	_
19-7	TO033	19	la	la	linguistic	_	_	_	_	_	_
19-8	TO033	19	rossi	rossi	linguistic	_	End=52.923	_	_	_	_
20-0	TO033	20	e:::h	eh	linguistic	_	Begin=54.156	0x3	_	_	_
20-1	TO033	20	la	la	linguistic	_	_	_	_	_	_
20-2	TO033	20	quale	quale	linguistic	_	_	_	_	_	_
20-3	TO033	20	le	le	linguistic	_	_	_	_	_	_
20-4	TO033	20	aveva	aveva	linguistic	_	_	_	_	_	_
20-5	TO033	20	detto:::	detto	linguistic	_	_	4x3	_	_	_
20-6	TO033	20	tipo::	tipo	linguistic	_	End=56.893	3x2	_	_	_
21-0	TO033	21	che	che	linguistic	_	Begin=57.765	_	_	_	_
21-1	TO033	21	se	se	linguistic	_	_	_	_	_	_
21-2	TO033	21	lei	lei	linguistic	_	_	_	_	_	_
21-3	TO033	21	voleva	voleva	linguistic	_	_	_	_	_	_
21-4	TO033	21	fare	fare	linguistic	_	_	_	_	_	_
21-5	TO033	21	un	un	linguistic	_	_	_	_	_	_
21-6	TO033	21	dottorato::	dottorato	linguistic	_	_	8x2	_	_	_
21-7	TO033	21	lei	lei	linguistic	_	_	_	_	_	_
21-8	TO033	21	poteva:::	poteva	linguistic	_	_	5x3	_	_	_
21-9	TO033	21	farglielo	farglielo	linguistic	_	_	_	_	_	_
21-10	TO033	21	avere,	avere	linguistic	Intonation=weakly_rising	End=62.023	_	_	_	_
22-0	TO033	22	parlando	parlando	linguistic	_	Begin=62.435	_	_	_	_
22-1	TO033	22	con	con	linguistic	_	_	_	_	_	_
22-2	TO033	22	verdi	verdi	linguistic	_	End=63.599	_	_	_	_
23-0	TO033	23	e::	e	linguistic	_	Begin=64.182	0x2	_	_	_
23-1	TO033	23	per	per	linguistic	_	_	_	_	_	_
23-2	TO033	23	avere	avere	linguistic	_	_	_	_	_	_
23-3	TO033	23	un	un	linguistic	_	_	_	_	_	_
23-4	TO033	23	dottorato	dottorato	linguistic	_	_	_	_	_	_
23-5	TO033	23	alla	alla	linguistic	_	_	_	_	_	_
23-6	TO033	23	[xxx]	x	unknown	_	End=66.478	_	_	_	0-3(5)
24-0	TO034	24	[no	no	linguistic	_	Begin=65.567	_	_	_	0-2(5)
24-1	TO034	24	no	no	linguistic	_	_	_	_	_	0-2(5)
24-2	TO034	24	no]	no	linguistic	_	End=66.483	_	_	_	0-2(5)
25-0	TO034	25	cioè	cioè	linguistic	_	Begin=67.028	_	_	_	_
25-1	TO034	25	sì	sì	linguistic	_	_	_	_	_	_
25-2	TO034	25	no	no	linguistic	_	_	_	_	_	_
25-3	TO034	25	no	no	linguistic	_	_	_	_	_	_
25-4	TO034	25	no	no	linguistic	_	_	_	_	_	_
25-5	TO034	25	no	no	linguistic	_	End=68.05	_	_	_	_
26-0	TO033	26	e:::hm	ehm	linguistic	_	Begin=68.206|End=69.187	0x3	_	_	_
27-0	TO033	27	e	e	linguistic	_	Begin=69.722	_	_	_	_
27-1	TO033	27	che	che	linguistic	_	_	_	_	_	_
27-2	TO033	27	però	però	linguistic	_	_	_	_	_	_
27-3	TO033	27	forse	forse	linguistic	_	_	_	_	_	_
27-4	TO033	27	a	a	linguistic	_	_	_	_	_	_
27-5	TO033	27	quel	quel	linguistic	_	_	_	_	_	_
27-6	TO033	27	punto	punto	linguistic	_	_	_	_	_	_
27-7	TO033	27	per	per	linguistic	_	_	_	_	_	_
27-8	TO033	27	avere	avere	linguistic	_	_	_	_	_	_
27-9	TO033	27	un	un	linguistic	_	_	_	_	_	_
27-10	TO033	27	dottorato	dottorato	linguistic	_	_	_	_	_	_
27-11	TO033	27	di	di	linguistic	_	_	_	_	_	_
27-12	TO033	27	questo	questo	linguistic	_	_	_	_	_	_
27-13	TO033	27	tipo	tipo	linguistic	_	_	_	_	_	_
27-14	TO033	27	di	di	linguistic	_	_	_	_	_	_
27-15	TO033	27	quel	quel	linguistic	_	_	_	_	_	_
27-16	TO033	27	tipo	tipo	linguistic	_	_	_	_	_	_
27-17	TO033	27	(che	che	linguistic	_	_	_	_	0-3(0)	_
27-18	TO033	27	non	non	linguistic	_	_	_	_	0-3(0)	_
27-19	TO033	27	so)	so	linguistic	_	_	_	_	0-2(0)	_
27-20	TO033	27	che	che	linguistic	_	_	_	_	_	_
27-21	TO033	27	tipo	tipo	linguistic	_	_	_	_	_	_
27-22	TO033	27	sia,	sia	linguistic	Intonation=weakly_rising	End=77.33	_	_	_	_
28-0	TO033	28	e:::hm	ehm	linguistic	_	Begin=78.039|End=79.028	0x3	_	_	_
29-0	TO033	29	forse:::	forse	linguistic	_	Begin=80.175	4x3	_	_	_
29-1	TO033	29	non	non	linguistic	_	_	_	_	_	_
29-2	TO033	29	andava	andava	linguistic	_	_	_	_	_	_
29-3	TO033	29	tanto	tanto	linguistic	_	_	_	_	_	_
29-4	TO033	29	bene	bene	linguistic	_	_	_	_	_	_
29-5	TO033	29	fare	fare	linguistic	_	_	_	_	_	_
29-6	TO033	29	una	una	linguistic	_	_	_	_	_	_
29-7	TO033	29	ricerca:::	ricerca	linguistic	_	End=83.392	6x3	_	_	_
30-0	TO033	30	comparata	comparata	linguistic	_	Begin=83.892	_	_	_	_
30-1	TO033	30	tra	tra	linguistic	_	_	_	_	_	_
30-2	TO033	30	sudafrica	sudafrica	linguistic	_	_	_	_	_	_
30-3	TO033	30	e	e	linguistic	_	_	_	_	_	_
30-4	TO033	30	marocco,	marocco	linguistic	Intonation=weakly_rising	End=86.499	_	_	_	_
31-0	TO033	31	e	e	linguistic	_	Begin=86.893	_	_	_	_
31-1	TO033	31	quindi	quindi	linguistic	_	_	_	_	_	_
31-2	TO033	31	forse	forse	linguistic	_	_	_	_	_	_
31-3	TO033	31	vale	vale	linguistic	_	_	_	_	_	_
31-4	TO033	31	la	la	linguistic	_	_	_	_	_	_
31-5	TO033	31	pena	pena	linguistic	_	_	_	_	_	_
31-6	TO033	31	che	che	linguistic	_	_	_	_	_	_
31-7	TO033	31	che	che	linguistic	_	_	_	_	_	_
31-8	TO033	31	lei	lei	linguistic	_	_	_	_	_	_
31-9	TO033	31	torni	torni	linguistic	_	_	_	_	_	_
31-10	TO033	31	in	in	linguistic	_	_	_	_	_	_
31-11	TO033	31	sudafrica,	sudafrica	linguistic	Intonation=weakly_rising	End=90.793	_	_	_	_
32-0	TO033	32	senza	senza	linguistic	_	Begin=91.373	_	_	_	_
32-1	TO033	32	senza	senza	linguistic	_	_	_	_	_	_
32-2	TO033	32	fare	fare	linguistic	_	_	_	_	_	_
32-3	TO033	32	tanta	tanta	linguistic	_	_	_	_	_	_
32-4	TO033	32	ricerca	ricerca	linguistic	_	_	_	_	_	_
32-5	TO033	32	in	in	linguistic	_	_	_	_	_	_
32-6	TO033	32	marocco,	marocco	linguistic	Intonation=weakly_rising	End=93.966	_	_	_	_
33-0	TO033	33	e:::	e	linguistic	_	Begin=94.563	0x3	_	_	_
33-1	TO033	33	e	e	linguistic	_	_	_	_	_	_
33-2	TO033	33	che	che	linguistic	_	_	_	_	_	_
33-3	TO033	33	boh	boh	linguistic	_	_	_	_	_	_
33-4	TO033	33	marina	marina	linguistic	_	_	_	_	_	_
33-5	TO033	33	doveva	doveva	linguistic	_	_	_	_	_	_
33-6	TO033	33	mandare	mandare	linguistic	_	_	_	_	_	_
33-7	TO033	33	la	la	linguistic	_	_	_	_	_	_
33-8	TO033	33	richiesta	richiesta	linguistic	_	_	_	_	_	_
33-9	TO033	33	per	per	linguistic	_	_	_	_	_	_
33-10	TO033	33	mail	mail	linguistic	_	_	_	_	_	_
33-11	TO033	33	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
33-12	TO033	33	altro	altro	linguistic	_	_	_	_	_	_
33-13	TO033	33	ieri	ieri	linguistic	_	_	_	_	_	_
33-14	TO033	33	e::h	eh	linguistic	_	End=101.922	0x2	_	_	_
34-0	TO033	34	per	per	linguistic	_	Begin=102.755	_	_	_	_
34-1	TO033	34	'sta	'sta	linguistic	Truncated=Yes	_	_	_	_	_
34-2	TO033	34	roba	roba	linguistic	_	_	_	_	_	_
34-3	TO033	34	poi	poi	linguistic	_	_	_	_	_	_
34-4	TO033	34	ovviamente	ovviamente	linguistic	_	_	_	_	_	_
34-5	TO033	34	lucilla	lucilla	linguistic	_	_	_	_	_	_
34-6	TO033	34	è	è	linguistic	_	_	_	_	_	_
34-7	TO033	34	stata	stata	linguistic	_	_	_	_	_	_
34-8	TO033	34	male	male	linguistic	_	_	_	_	_	_
34-9	TO033	34	oh	oh	linguistic	_	_	_	_	_	_
34-10	TO033	34	no	no	linguistic	_	_	_	_	_	_
34-11	TO033	34	non	non	linguistic	_	_	_	_	_	_
34-12	TO033	34	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
34-13	TO033	34	era	era	linguistic	_	_	_	_	_	_
34-14	TO033	34	nessuno	nessuno	linguistic	_	_	_	_	_	_
34-15	TO033	34	oddio	oddio	linguistic	_	_	_	_	_	_
34-16	TO033	34	io	io	linguistic	_	_	_	_	_	_
34-17	TO033	34	sono	sono	linguistic	_	_	_	_	_	_
34-18	TO033	34	andata	andata	linguistic	_	_	_	_	_	_
34-19	TO033	34	da	da	linguistic	_	_	_	_	_	_
34-20	TO033	34	lei	lei	linguistic	_	End=108.144	_	_	_	_
35-0	TO033	35	cioè	cioè	linguistic	_	Begin=110.621	_	_	_	_
35-1	TO033	35	io	io	linguistic	_	_	_	_	_	_
35-2	TO033	35	sinceramente	sinceramente	linguistic	_	_	_	_	_	_
35-3	TO033	35	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
35-4	TO033	35	altro	altro	linguistic	_	_	_	_	_	_
35-5	TO033	35	ieri	ieri	linguistic	_	_	_	_	_	_
35-6	TO033	35	ero	ero	linguistic	_	_	_	_	_	_
35-7	TO033	35	incazzata	incazzata	linguistic	_	_	_	_	_	_
35-8	TO033	35	nera	nera	linguistic	_	_	_	_	_	_
35-9	TO033	35	per	per	linguistic	_	_	_	_	_	_
35-10	TO033	35	per	per	linguistic	_	_	_	_	_	_
35-11	TO033	35	'sta	'sta	linguistic	Truncated=Yes	_	_	_	_	_
35-12	TO033	35	riunione	riunione	linguistic	_	_	_	_	_	_
35-13	TO033	35	perché::	perché	linguistic	_	End=115.711	5x2	_	_	_
36-0	TO034	36	tu	tu	linguistic	_	Begin=115.711	_	_	_	_
36-1	TO034	36	[capisci	capisci	linguistic	_	_	_	_	_	0-7(6)
36-2	TO034	36	(ma	ma	linguistic	_	_	_	_	0-2(0)	0-2(6)
36-3	TO034	36	cosa	cosa	linguistic	_	_	_	_	0-4(0)	0-4(6)
36-4	TO034	36	ho	ho	linguistic	_	_	_	_	0-2(0)	0-2(6)
36-5	TO034	36	fatto)]	fatto	linguistic	_	_	_	_	0-5(0)	0-5(6)
36-6	TO034	36	oggi	oggi	linguistic	_	End=117.188	_	_	_	_
37-0	TO033	37	[ma	ma	linguistic	_	Begin=115.91	_	_	_	0-2(6)
37-1	TO033	37	no	no	linguistic	_	_	_	_	_	0-2(6)
37-2	TO033	37	ma	ma	linguistic	_	_	_	_	_	0-2(6)
37-3	TO033	37	poi	poi	linguistic	_	_	_	_	_	0-3(6)
37-4	TO033	37	io]	io	linguistic	_	End=116.743	_	_	_	0-2(6)
38-0	TO033	38	no	no	linguistic	_	Begin=117.412	_	_	_	_
38-1	TO033	38	poi	poi	linguistic	_	_	_	_	_	_
38-2	TO033	38	io	io	linguistic	_	_	_	_	_	_
38-3	TO033	38	volevo	volevo	linguistic	_	_	_	_	_	_
38-4	TO033	38	alzare	alzare	linguistic	_	_	_	_	_	_
38-5	TO033	38	la	la	linguistic	_	_	_	_	_	_
38-6	TO033	38	mano	mano	linguistic	_	_	_	_	_	_
38-7	TO033	38	e	e	linguistic	_	_	_	_	_	_
38-8	TO033	38	dire	dire	linguistic	_	_	_	_	_	_
38-9	TO033	38	ma	ma	linguistic	_	_	_	_	_	_
38-10	TO033	38	scusi	scusi	linguistic	_	_	_	_	_	_
38-11	TO033	38	quindi	quindi	linguistic	_	_	_	_	_	_
38-12	TO033	38	se	se	linguistic	_	_	_	_	_	_
38-13	TO033	38	noi	noi	linguistic	_	_	_	_	_	_
38-14	TO033	38	facciamo	facciamo	linguistic	_	_	_	_	_	_
38-15	TO033	38	la	la	linguistic	_	_	_	_	_	_
38-16	TO033	38	ricerca	ricerca	linguistic	_	_	_	_	_	_
38-17	TO033	38	comparata	comparata	linguistic	_	_	_	_	_	_
38-18	TO033	38	per	per	linguistic	_	_	_	_	_	_
38-19	TO033	38	un	un	linguistic	_	_	_	_	_	_
38-20	TO033	38	dottorato	dottorato	linguistic	_	_	_	_	_	_
38-21	TO033	38	va	va	linguistic	_	_	_	_	_	_
38-22	TO033	38	bene	bene	linguistic	_	_	_	_	_	_
38-23	TO033	38	no	no	linguistic	_	_	_	_	_	_
38-24	TO033	38	perché	perché	linguistic	_	_	_	_	_	_
38-25	TO033	38	così	così	linguistic	_	_	_	_	_	_
38-26	TO033	38	volevo	volevo	linguistic	_	_	_	_	_	_
38-27	TO033	38	sapere	sapere	linguistic	_	End=125.079	_	_	_	_
39-0	TO034	39	ma	ma	linguistic	_	Begin=127.307	_	_	_	_
39-1	TO034	39	poi	poi	linguistic	_	_	_	_	_	_
39-2	TO034	39	ma	ma	linguistic	_	_	_	_	_	_
39-3	TO034	39	tu	tu	linguistic	_	_	_	_	_	_
39-4	TO034	39	hai	hai	linguistic	_	_	_	_	_	_
39-5	TO034	39	trovato	trovato	linguistic	_	_	_	_	_	_
39-6	TO034	39	la	la	linguistic	_	_	_	_	_	_
39-7	TO034	39	più	più	linguistic	_	_	_	_	_	_
39-8	TO034	39	scema	scema	linguistic	_	_	_	_	_	_
39-9	TO034	39	del	del	linguistic	_	_	_	_	_	_
39-10	TO034	39	master	master	linguistic	_	_	_	_	_	_
39-11	TO034	39	ma	ma	linguistic	_	_	_	_	_	_
39-12	TO034	39	come	come	linguistic	_	_	_	_	_	_
39-13	TO034	39	fai	fai	linguistic	_	_	_	_	_	_
39-14	TO034	39	a	a	linguistic	_	_	_	_	_	_
39-15	TO034	39	non	non	linguistic	_	_	_	_	_	_
39-16	TO034	39	renderti	renderti	linguistic	_	_	_	_	_	_
39-17	TO034	39	conto	conto	linguistic	_	_	_	_	_	_
39-18	TO034	39	che	che	linguistic	_	_	_	_	_	_
39-19	TO034	39	una	una	linguistic	_	_	_	_	_	_
39-20	TO034	39	[persona]	persona	linguistic	_	End=133.473	_	_	_	0-7(7)
40-0	TO029	40	[vabbè]	vabbè	linguistic	_	Begin=132.658	_	_	_	0-5(7)
40-1	TO029	40	almeno	almeno	linguistic	_	_	_	_	_	_
40-2	TO029	40	quello	quello	linguistic	_	_	_	_	_	_
40-3	TO029	40	ma	ma	linguistic	_	_	_	_	_	_
40-4	TO029	40	poi,	poi	linguistic	Intonation=weakly_rising	End=134.269	_	_	_	_
41-0	TO029	41	da::i	dai	linguistic	_	Begin=136.267	1x2	_	_	_
41-1	TO029	41	ma	ma	linguistic	_	_	_	_	_	_
41-2	TO029	41	io	io	linguistic	_	_	_	_	_	_
41-3	TO029	41	scusate	scusate	linguistic	_	_	_	_	_	_
41-4	TO029	41	non	non	linguistic	_	_	_	_	_	_
41-5	TO029	41	ci	ci	linguistic	_	_	_	_	_	_
41-6	TO029	41	cre::do	credo	linguistic	_	_	2x2	_	_	_
41-7	TO029	41	neanche	neanche	linguistic	_	_	_	_	_	_
41-8	TO029	41	che	che	linguistic	_	_	_	_	_	_
41-9	TO029	41	la	la	linguistic	_	_	_	_	_	_
41-10	TO029	41	rossi	rossi	linguistic	_	_	_	_	_	_
41-11	TO029	41	dice	dice	linguistic	_	_	_	_	_	_
41-12	TO029	41	a	a	linguistic	_	_	_	_	_	_
41-13	TO029	41	xx	x	unknown	_	_	_	_	_	_
41-14	TO029	41	senti	senti	linguistic	_	_	_	_	_	_
41-15	TO029	41	dai	dai	linguistic	_	_	_	_	_	_
41-16	TO029	41	un	un	linguistic	_	_	_	_	_	_
41-17	TO029	41	dottorato	dottorato	linguistic	_	_	_	_	_	_
41-18	TO029	41	alla	alla	linguistic	_	_	_	_	_	_
41-19	TO029	41	prima	prima	linguistic	_	_	_	_	_	_
41-20	TO029	41	che	che	linguistic	_	_	_	_	_	_
41-21	TO029	41	passa	passa	linguistic	_	End=143.566	_	_	_	_
42-0	TO034	42	no	no	linguistic	_	Begin=143.566	_	_	_	_
42-1	TO034	42	ma	ma	linguistic	_	_	_	_	_	_
42-2	TO034	42	[infatti]	infatti	linguistic	_	End=144.705	_	_	_	0-7(8)
43-0	TO029	43	[e	e	linguistic	_	Begin=144.248	_	_	_	0-1(8)
43-1	TO029	43	questa]	questa	linguistic	_	_	_	_	_	0-6(8)
43-2	TO029	43	cosa	cosa	linguistic	_	_	_	_	_	_
43-3	TO029	43	succede?	succede	linguistic	Intonation=Rising	End=145.316	_	_	_	_
44-0	TO033	44	no	no	linguistic	_	Begin=146.564	_	_	_	_
44-1	TO033	44	ma	ma	linguistic	_	End=147.143	_	_	_	_
45-0	TO033	45	no	no	linguistic	_	Begin=147.842	_	_	_	_
45-1	TO033	45	ma	ma	linguistic	_	_	_	_	_	_
45-2	TO033	45	infat[ti],	infatti	linguistic	Intonation=weakly_rising	End=148.656	_	_	_	5-7(9)
46-0	TO029	46	[dopo	dopo	linguistic	_	Begin=148.478	_	_	_	0-4(9)
46-1	TO029	46	gua]rdi	guardi	linguistic	_	_	_	_	_	0-3(9)
46-2	TO029	46	il	il	linguistic	_	_	_	_	_	_
46-3	TO029	46	programma	programma	linguistic	_	_	_	_	_	_
46-4	TO029	46	della	della	linguistic	_	_	_	_	_	_
46-5	TO029	46	summer	summer	linguistic	_	_	_	_	_	_
46-6	TO029	46	sch[ool	school	linguistic	_	_	_	_	_	3-6(10)
46-7	TO029	46	fa]	fa	linguistic	_	_	_	_	_	0-2(10)
46-8	TO029	46	paura,	paura	linguistic	Intonation=weakly_rising	End=150.395	_	_	_	_
47-0	TO033	47	[lunedì]	lunedì	linguistic	_	Begin=149.44|End=149.871	_	_	_	0-6(10)
48-0	TO033	48	lunedì	lunedì	linguistic	_	Begin=150.701	_	_	_	_
48-1	TO033	48	che	che	linguistic	_	_	_	_	_	_
48-2	TO033	48	facevamo	facevamo	linguistic	_	_	_	_	_	_
48-3	TO033	48	il	il	linguistic	_	_	_	_	_	_
48-4	TO033	48	giro	giro	linguistic	_	End=152.253	_	_	_	_
49-0	TO033	49	di::	di	linguistic	ProsodicLink=Yes	Begin=152.728	1x2	_	_	_
49-1	TO033	49	mh	mh	linguistic	_	End=153.628	_	_	_	_
50-0	TO033	50	di	di	linguistic	_	Begin=154.207	_	_	_	_
50-1	TO033	50	un	un	linguistic	_	_	_	_	_	_
50-2	TO033	50	progetto	progetto	linguistic	_	_	_	_	_	_
