token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
10-5	BO005	10	e	e	linguistic	_	_	_	_	_	_
10-6	BO005	10	tu,	tu	linguistic	Intonation=WeaklyRising	End=22.865	_	_	_	_
11-0	BO005	11	di	di	linguistic	_	Begin=23.446	_	_	_	_
11-1	BO005	11	lei	lei	linguistic	_	_	_	_	_	_
11-2	BO005	11	e	e	linguistic	_	_	_	_	_	_
11-3	BO005	11	tu	tu	linguistic	_	_	_	_	_	_
11-4	BO005	11	e::	e	linguistic	_	End=24.325	0x2	_	_	_
12-0	BO005	12	poi	poi	linguistic	_	Begin=24.435	_	_	_	_
12-1	BO005	12	ei	ei	linguistic	_	_	_	_	_	_
12-2	BO005	12	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
12-3	BO005	12	uso	uso	linguistic	_	_	_	_	_	_
12-4	BO005	12	dei	dei	linguistic	_	_	_	_	_	_
12-5	BO005	12	diminutivi,	diminutivi	linguistic	Intonation=WeaklyRising	End=25.828	_	_	_	_
13-0	BO005	13	[°che]:°	che	linguistic	Volume=Low	Begin=25.97|End=26.453	2x1	_	_	0-3(1)
14-0	BO117	14	[mh]	mh	linguistic	_	Begin=26.065|End=26.37	_	_	_	0-2(1)
15-0	BO005	15	penso	penso	linguistic	_	Begin=26.768	_	_	_	_
15-1	BO005	15	che	che	linguistic	_	_	_	_	_	_
15-2	BO005	15	sia	sia	linguistic	_	_	_	_	_	_
15-3	BO005	15	un	un	linguistic	_	_	_	_	_	_
15-4	BO005	15	po'	po'	linguistic	_	_	_	_	_	_
15-5	BO005	15	<più	più	linguistic	_	_	_	Slow=0-3	_	_
15-6	BO005	15	marcato>	marcato	linguistic	_	_	_	Slow=0-7	_	_
15-7	BO005	15	i:n	in	linguistic	_	_	0x1	_	_	_
15-8	BO005	15	america	america	linguistic	_	_	_	_	_	_
15-9	BO005	15	che	che	linguistic	_	_	_	_	_	_
15-10	BO005	15	in	in	linguistic	_	_	_	_	_	_
15-11	BO005	15	spagna.	spagna	linguistic	Intonation=Falling	End=29.898	_	_	_	_
16-0	BO117	16	m:[h]	mh	linguistic	_	Begin=30.04|End=30.273	0x1	_	_	1-2(2)
17-0	BO005	17	[q]uindo	quindo	linguistic	_	Begin=30.245	_	_	_	0-1(2)
17-1	BO005	17	volevo	volevo	linguistic	_	_	_	_	_	_
17-2	BO005	17	avere	avere	linguistic	_	_	_	_	_	_
17-3	BO005	17	un	un	linguistic	_	_	_	_	_	_
17-4	BO005	17	po'	po'	linguistic	_	_	_	_	_	_
17-5	BO005	17	quello	quello	linguistic	_	_	_	_	_	_
17-6	BO005	17	secondo,	secondo	linguistic	Intonation=WeaklyRising	End=31.93	_	_	_	_
18-0	BO117	18	dei	dei	linguistic	_	Begin=31.93	_	_	_	_
18-1	BO117	18	diminutivi:	diminutivi	linguistic	_	_	9x1	_	_	_
18-2	BO117	18	in	in	linguistic	_	_	_	_	_	_
18-3	BO117	18	che:	che	linguistic	_	_	2x1	_	_	_
18-4	BO117	18	mi	mi	linguistic	_	_	_	_	_	_
18-5	BO117	18	faccia	faccia	linguistic	_	_	_	_	_	_
18-6	BO117	18	un	un	linguistic	_	_	_	_	_	_
18-7	BO117	18	esempio.	esempio	linguistic	Intonation=Falling	End=34.283	_	_	_	_
19-0	BO005	19	per	per	linguistic	_	Begin=34.45	_	_	_	_
19-1	BO005	19	esempio	esempio	linguistic	_	_	_	_	_	_
19-2	BO005	19	i:n	in	linguistic	_	_	0x1	_	_	_
19-3	BO005	19	>noi	noi	linguistic	_	_	_	Fast=0-3	_	_
19-4	BO005	19	in	in	linguistic	_	_	_	Fast=0-2	_	_
19-5	BO005	19	latino	latino	linguistic	_	_	_	Fast=0-6	_	_
19-6	BO005	19	america	america	linguistic	_	_	_	Fast=0-7	_	_
19-7	BO005	19	usiamo	usiamo	linguistic	_	_	_	Fast=0-6	_	_
19-8	BO005	19	troppo	troppo	linguistic	_	_	_	Fast=0-6	_	_
19-9	BO005	19	come	come	linguistic	_	_	_	Fast=0-4	_	_
19-10	BO005	19	mi	mi	linguistic	_	_	_	Fast=0-2	_	_
19-11	BO005	19	puoi	puoi	linguistic	_	_	_	Fast=0-4	_	_
19-12	BO005	19	passare	passare	linguistic	_	_	_	Fast=0-7	_	_
19-13	BO005	19	una<	una	linguistic	_	_	_	Fast=0-3	_	_
19-14	BO005	19	<tazzi:na>	tazzina	linguistic	_	_	4x1	Slow=0-7	_	_
19-15	BO005	19	di	di	linguistic	_	_	_	_	_	_
19-16	BO005	19	zucchero	zucchero	linguistic	_	_	_	_	_	_
19-17	BO005	19	ma	ma	linguistic	_	_	_	_	_	_
19-18	BO005	19	troppo.	troppo	linguistic	Intonation=Falling	End=39.767	_	_	_	_
20-0	BO005	20	cioè:	cioè	linguistic	_	Begin=39.915	3x1	_	_	_
20-1	BO005	20	lo	lo	linguistic	_	_	_	_	_	_
20-2	BO005	20	esageriamo	esageriamo	linguistic	_	_	_	_	_	_
20-3	BO005	20	un	un	linguistic	_	_	_	_	_	_
20-4	BO005	20	po'.	po'	linguistic	Intonation=Falling	End=41.468	_	_	_	_
21-0	BO117	21	m:h	mh	linguistic	_	Begin=41.715|End=42.093	0x1	_	_	_
22-0	BO005	22	come	come	linguistic	ProsodicLink=Yes	Begin=42.685	_	_	_	_
22-1	BO005	22	m:h	mh	linguistic	_	End=43.568	0x1	_	_	_
23-0	BO005	23	sì.	sì	linguistic	Intonation=Falling	Begin=43.765|End=43.926	_	_	_	_
24-0	BO005	24	°quel[lo].°	quello	linguistic	Intonation=Falling|Volume=Low	Begin=44.24|End=44.583	_	_	_	4-6(3)
25-0	BO117	25	[lei	lei	linguistic	_	Begin=44.351	_	_	_	0-3(3)
25-1	BO117	25	d]i	di	linguistic	_	_	_	_	_	0-1(3)
25-2	BO117	25	dov'	dov'	linguistic	SpaceAfter=No	_	_	_	_	_
25-3	BO117	25	è?	è	linguistic	Intonation=Rising	End=45.027	_	_	_	_
26-0	BO005	26	colombia.	colombia	linguistic	Intonation=Falling	Begin=45.393|End=45.761	_	_	_	_
27-0	BO117	27	colombia.	colombia	linguistic	Intonation=Falling	Begin=45.808|End=46.314	_	_	_	_
28-0	BO005	28	°mh	mh	linguistic	Volume=Low	Begin=46.311	_	_	_	_
28-1	BO005	28	m[h°]	mh	linguistic	Volume=Low	End=46.679	_	_	_	1-2(?)
29-0	BO117	29	[be]nissimo.	benissimo	linguistic	Intonation=Falling	Begin=46.58|End=46.988	_	_	_	0-2(5)
30-0	BO005	30	e	e	linguistic	_	Begin=47.64	_	_	_	_
30-1	BO005	30	quindi	quindi	linguistic	_	_	_	_	_	_
30-2	BO005	30	volevo	volevo	linguistic	_	_	_	_	_	_
30-3	BO005	30	vederlo	vederlo	linguistic	_	_	_	_	_	_
30-4	BO005	30	un	un	linguistic	_	_	_	_	_	_
30-5	BO005	30	po',	po'	linguistic	Intonation=WeaklyRising	End=49.0	_	_	_	_
31-0	BO005	31	basato	basato	linguistic	_	Begin=49.201	_	_	_	_
31-1	BO005	31	sull'	sull'	linguistic	SpaceAfter=No	_	_	_	_	_
31-2	BO005	31	età	età	linguistic	_	_	_	_	_	_
31-3	BO005	31	genere	genere	linguistic	_	_	_	_	_	_
31-4	BO005	31	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
31-5	BO005	31	e::	e	linguistic	_	End=51.055	0x2	_	_	_
32-0	BO005	32	un	un	linguistic	_	Begin=51.251	_	_	_	_
32-1	BO005	32	po'	po'	linguistic	_	_	_	_	_	_
32-2	BO005	32	sulla	sulla	linguistic	_	_	_	_	_	_
32-3	BO005	32	situazione	situazione	linguistic	_	_	_	_	_	_
32-4	BO005	32	in	in	linguistic	_	_	_	_	_	_
32-5	BO005	32	cui	cui	linguistic	_	_	_	_	_	_
32-6	BO005	32	si	si	linguistic	_	_	_	_	_	_
32-7	BO005	32	trovano	trovano	linguistic	_	_	_	_	_	_
32-8	BO005	32	i	i	linguistic	_	_	_	_	_	_
32-9	BO005	32	parlanti.	parlanti	linguistic	Intonation=Falling	End=53.392	_	_	_	_
33-0	BO005	33	ma	ma	linguistic	_	Begin=53.884	_	_	_	_
33-1	BO005	33	non	non	linguistic	_	_	_	_	_	_
33-2	BO005	33	so	so	linguistic	_	_	_	_	_	_
33-3	BO005	33	se	se	linguistic	_	_	_	_	_	_
33-4	BO005	33	lei	lei	linguistic	_	_	_	_	_	_
33-5	BO005	33	mi	mi	linguistic	_	_	_	_	_	_
33-6	BO005	33	dice,	dice	linguistic	Intonation=WeaklyRising	End=55.425	_	_	_	_
34-0	BO005	34	che	che	linguistic	_	Begin=55.465	_	_	_	_
34-1	BO005	34	su	su	linguistic	_	_	_	_	_	_
34-2	BO005	34	sketch	sketch	linguistic	_	_	_	_	_	_
34-3	BO005	34	engine	engine	linguistic	_	_	_	_	_	_
34-4	BO005	34	funziona	funziona	linguistic	_	_	_	_	_	_
34-5	BO005	34	un	un	linguistic	_	_	_	_	_	_
34-6	BO005	34	po'	po'	linguistic	_	_	_	_	_	_
34-7	BO005	34	così:	così	linguistic	_	_	3x1	_	_	_
34-8	BO005	34	mi	mi	linguistic	_	_	_	_	_	_
34-9	BO005	34	dice	dice	linguistic	_	_	_	_	_	_
34-10	BO005	34	un	un	linguistic	_	_	_	_	_	_
34-11	BO005	34	po'	po'	linguistic	_	_	_	_	_	_
34-12	BO005	34	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
34-13	BO005	34	età	età	linguistic	_	_	_	_	_	_
34-14	BO005	34	e	e	linguistic	_	_	_	_	_	_
34-15	BO005	34	tutto	tutto	linguistic	_	_	_	_	_	_
34-16	BO005	34	quello,	quello	linguistic	Intonation=WeaklyRising	_	_	_	_	_
34-17	BO005	34	o	o	linguistic	_	_	_	_	_	_
34-18	BO005	34	no.	no	linguistic	Intonation=Falling	End=59.127	_	_	_	_
35-0	BO117	35	n[o].	no	linguistic	Intonation=Falling	Begin=59.126|End=59.305	_	_	_	1-2(?)
36-0	BO005	36	[a]ssolutamente	assolutamente	linguistic	_	Begin=59.203	_	_	_	0-1(7)
36-1	BO005	36	no.	no	linguistic	Intonation=Falling	End=59.878	_	_	_	_
37-0	BO117	37	no.	no	linguistic	Intonation=Falling	Begin=59.921|End=60.081	_	_	_	_
38-0	BO117	38	no.	no	linguistic	Intonation=Falling	Begin=60.525|End=60.635	_	_	_	_
39-0	BO005	39	okay.	okay	linguistic	Intonation=Falling	Begin=60.635|End=60.925	_	_	_	_
40-0	BO117	40	no.	no	linguistic	Intonation=Falling	Begin=61.448|End=61.575	_	_	_	_
41-0	BO117	41	mh	mh	linguistic	_	Begin=61.9	_	_	_	_
41-1	BO117	41	secondo	secondo	linguistic	_	_	_	_	_	_
41-2	BO117	41	me	me	linguistic	_	_	_	_	_	_
41-3	BO117	41	una	una	linguistic	_	_	_	_	_	_
41-4	BO117	41	analisi	analisi	linguistic	_	_	_	_	_	_
41-5	BO117	41	sociolinguistica	sociolinguistica	linguistic	_	_	_	_	_	_
41-6	BO117	41	non	non	linguistic	_	_	_	_	_	_
41-7	BO117	41	[rie]sce	riesce	linguistic	_	_	_	_	_	0-3(8)
41-8	BO117	41	tanto	tanto	linguistic	_	_	_	_	_	_
41-9	BO117	41	a	a	linguistic	_	_	_	_	_	_
41-10	BO117	41	farla.	farla	linguistic	Intonation=Falling	End=65.292	_	_	_	_
42-0	BO005	42	[°no.°]	no	linguistic	Intonation=Falling|Volume=Low	Begin=64.212|End=64.381	_	_	_	0-2(8)
43-0	BO005	43	[°okay.°]	okay	linguistic	Intonation=Falling|Volume=Low	Begin=65.325|End=65.779	_	_	_	0-4(9)
44-0	BO117	44	[fors]e	forse	linguistic	_	Begin=65.325	_	_	_	0-4(9)
44-1	BO117	44	un	un	linguistic	_	_	_	_	_	_
44-2	BO117	44	pochettino	pochettino	linguistic	_	_	_	_	_	_
44-3	BO117	44	sulla	sulla	linguistic	_	_	_	_	_	_
44-4	BO117	44	situazione	situazione	linguistic	_	_	_	_	_	_
44-5	BO117	44	riesce	riesce	linguistic	_	_	_	_	_	_
44-6	BO117	44	ad	ad	linguistic	_	_	_	_	_	_
44-7	BO117	44	avere	avere	linguistic	_	_	_	_	_	_
44-8	BO117	44	[qualche]	qualche	linguistic	_	_	_	_	_	0-7(10)
44-9	BO117	44	informazione	informazione	linguistic	_	_	_	_	_	_
44-10	BO117	44	ma,	ma	linguistic	Intonation=WeaklyRising	End=69.817	_	_	_	_
45-0	BO005	45	[°okay.°]	okay	linguistic	Intonation=Falling|Volume=Low	Begin=68.416|End=68.756	_	_	_	0-4(10)
46-0	BO117	46	[e::h]	eh	linguistic	_	Begin=70.775	0x2	_	_	0-2(11)
46-1	BO117	46	no.	no	linguistic	Intonation=Falling	End=71.816	_	_	_	_
47-0	BO005	47	[°(nemmeno.)°]	nemmeno	linguistic	Intonation=Falling|Volume=Low	Begin=70.93|End=71.428	_	_	0-7(0)	0-7(11)
48-0	BO117	48	s~	s~	linguistic	Interrupted=Yes	Begin=72.04	_	_	_	_
48-1	BO117	48	secondo	secondo	linguistic	_	_	_	_	_	_
48-2	BO117	48	me	me	linguistic	_	_	_	_	_	_
48-3	BO117	48	può	può	linguistic	_	_	_	_	_	_
48-4	BO117	48	fare	fare	linguistic	_	_	_	_	_	_
48-5	BO117	48	una	una	linguistic	_	_	_	_	_	_
48-6	BO117	48	ricerca	ricerca	linguistic	_	_	_	_	_	_
48-7	BO117	48	più	più	linguistic	_	_	_	_	_	_
48-8	BO117	48	distribuzionale	distribuzionale	linguistic	_	_	_	_	_	_
48-9	BO117	48	cioè	cioè	linguistic	_	_	_	_	_	_
48-10	BO117	48	vedere	vedere	linguistic	_	_	_	_	_	_
48-11	BO117	48	effettivamente,	effettivamente	linguistic	Intonation=WeaklyRising	End=77.086	_	_	_	_
49-0	BO117	49	e:h	eh	linguistic	ProsodicLink=Yes	Begin=77.621	0x1	_	_	_
49-1	BO117	49	mh	mh	linguistic	_	End=78.651	_	_	_	_
50-0	BO117	50	oltre	oltre	linguistic	_	Begin=78.81	_	_	_	_
50-1	BO117	50	a	a	linguistic	_	_	_	_	_	_
50-2	BO117	50	fare	fare	linguistic	_	_	_	_	_	_
50-3	BO117	50	mh	mh	linguistic	_	_	_	_	_	_
50-4	BO117	50	a	a	linguistic	_	_	_	_	_	_
50-5	BO117	50	vedere	vedere	linguistic	_	_	_	_	_	_
50-6	BO117	50	il	il	linguistic	_	_	_	_	_	_
50-7	BO117	50	dato	dato	linguistic	_	_	_	_	_	_
50-8	BO117	50	quantitativo	quantitativo	linguistic	_	_	_	_	_	_
50-9	BO117	50	quindi	quindi	linguistic	_	_	_	_	_	_
50-10	BO117	50	vedere	vedere	linguistic	_	_	_	_	_	_
50-11	BO117	50	che:	che	linguistic	_	_	2x1	_	_	_
50-12	BO117	50	appunto,	appunto	linguistic	Intonation=WeaklyRising	End=83.364	_	_	_	_
51-0	BO005	51	[°sì.	sì	linguistic	Intonation=Falling|Volume=Low	Begin=82.83	_	_	_	0-2(12)
51-1	BO005	51	la	la	linguistic	Volume=Low	_	_	_	_	0-2(12)
51-2	BO005	51	freque]nza.	frequenza	linguistic	Intonation=Falling|Volume=Low	_	_	_	_	0-6(12)
51-3	BO005	51	[cox	cox	linguistic	Volume=Low	_	_	_	_	0-3(13)
51-4	BO005	51	xx°]	x	unknown	Volume=Low	End=84.408	_	_	_	0-2(13)
52-0	BO117	52	[esatto.	esatto	linguistic	Intonation=Falling	Begin=83.613	_	_	_	0-6(13)
52-1	BO117	52	la	la	linguistic	_	_	_	_	_	0-2(13)
52-2	BO117	52	fre]quenza,	frequenza	linguistic	Intonation=WeaklyRising	End=85.055	_	_	_	0-3(13)
53-0	BO117	53	cercare	cercare	linguistic	_	Begin=85.549	_	_	_	_
53-1	BO117	53	di	di	linguistic	_	_	_	_	_	_
53-2	BO117	53	capire	capire	linguistic	_	_	_	_	_	_
53-3	BO117	53	in	in	linguistic	_	_	_	_	_	_
53-4	BO117	53	<quali>	quali	linguistic	_	_	_	Slow=0-5	_	_
53-5	BO117	53	situazioni	situazioni	linguistic	_	_	_	_	_	_
53-6	BO117	53	in	in	linguistic	_	_	_	_	_	_
53-7	BO117	53	quali	quali	linguistic	_	_	_	_	_	_
53-8	BO117	53	<contesti>	contesti	linguistic	_	_	_	Slow=0-8	_	_
53-9	BO117	53	quindi	quindi	linguistic	_	_	_	_	_	_
53-10	BO117	53	più	più	linguistic	_	_	_	_	_	_
53-11	BO117	53	che	che	linguistic	_	_	_	_	_	_
53-12	BO117	53	situazioni	situazioni	linguistic	_	_	_	_	_	_
53-13	BO117	53	comunicative	comunicative	linguistic	_	_	_	_	_	_
53-14	BO117	53	in	in	linguistic	_	_	_	_	_	_
53-15	BO117	53	senso	senso	linguistic	_	_	_	_	_	_
53-16	BO117	53	lato	lato	linguistic	_	_	_	_	_	_
53-17	BO117	53	in	in	linguistic	_	_	_	_	_	_
53-18	BO117	53	quali	quali	linguistic	_	_	_	_	_	_
53-19	BO117	53	contes[ti].	contesti	linguistic	Intonation=Falling	End=92.882	_	_	_	6-8(14)
54-0	BO005	54	[°o]kay.°	okay	linguistic	Intonation=Falling|Volume=Low	Begin=92.806|End=93.213	_	_	_	0-1(?)
55-0	BO117	55	mh,	mh	linguistic	Intonation=WeaklyRising	Begin=93.21|End=93.37	_	_	_	_
56-0	BO005	56	ma	ma	linguistic	_	Begin=93.421	_	_	_	_
56-1	BO005	56	tipo	tipo	linguistic	_	_	_	_	_	_
56-2	BO005	56	per	per	linguistic	_	_	_	_	_	_
56-3	BO005	56	strada	strada	linguistic	_	_	_	_	_	_
56-4	BO005	56	o	o	linguistic	_	_	_	_	_	_
56-5	BO005	56	a:	a	linguistic	_	_	0x1	_	_	_
56-6	BO005	56	scuola	scuola	linguistic	_	_	_	_	_	_
56-7	BO005	56	o:	o	linguistic	_	End=95.423	0x1	_	_	_
57-0	BO117	57	e:h	eh	linguistic	_	Begin=95.896	0x1	_	_	_
57-1	BO117	57	sì	sì	linguistic	_	_	_	_	_	_
57-2	BO117	57	o	o	linguistic	_	_	_	_	_	_
57-3	BO117	57	anche	anche	linguistic	_	_	_	_	_	_
57-4	BO117	57	il	il	linguistic	_	_	_	_	_	_
57-5	BO117	57	diminutivo:	diminutivo	linguistic	_	_	9x1	_	_	_
57-6	BO117	57	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
57-7	BO117	57	interno	interno	linguistic	_	_	_	_	_	_
57-8	BO117	57	di	di	linguistic	_	_	_	_	_	_
57-9	BO117	57	una	una	linguistic	_	_	_	_	_	_
57-10	BO117	57	domanda.	domanda	linguistic	Intonation=Falling	End=99.551	_	_	_	_
58-0	BO005	58	okay.	okay	linguistic	Intonation=Falling	Begin=99.701|End=100.061	_	_	_	_
59-0	BO117	59	mh,	mh	linguistic	Intonation=WeaklyRising	Begin=100.061|End=100.221	_	_	_	_
60-0	BO005	60	°okay.°	okay	linguistic	Intonation=Falling|Volume=Low	Begin=100.3|End=100.558	_	_	_	_
61-0	BO117	61	il	il	linguistic	_	Begin=100.556	_	_	_	_
61-1	BO117	61	contesto	contesto	linguistic	_	_	_	_	_	_
61-2	BO117	61	può	può	linguistic	_	_	_	_	_	_
61-3	BO117	61	anche	anche	linguistic	_	_	_	_	_	_
61-4	BO117	61	essere	essere	linguistic	_	_	_	_	_	_
61-5	BO117	61	un	un	linguistic	_	_	_	_	_	_
61-6	BO117	61	contesto	contesto	linguistic	_	_	_	_	_	_
61-7	BO117	61	lingui[stico].	linguistico	linguistic	Intonation=Falling	End=103.015	_	_	_	6-11(16)
62-0	BO005	62	[perfe]tto.	perfetto	linguistic	Intonation=Falling	Begin=102.765	_	_	_	0-5(17)
62-1	BO005	62	°sì.°	sì	linguistic	Intonation=Falling|Volume=Low	End=103.488	_	_	_	_
63-0	BO117	63	quindi	quindi	linguistic	_	Begin=103.546	_	_	_	_
63-1	BO117	63	se	se	linguistic	_	_	_	_	_	_
63-2	BO117	63	è	è	linguistic	_	_	_	_	_	_
63-3	BO117	63	nella	nella	linguistic	_	_	_	_	_	_
63-4	BO117	63	domanda,	domanda	linguistic	Intonation=WeaklyRising	_	_	_	_	_
63-5	BO117	63	se	se	linguistic	_	_	_	_	_	_
63-6	BO117	63	è	è	linguistic	_	_	_	_	_	_
63-7	BO117	63	una	una	linguistic	_	_	_	_	_	_
63-8	BO117	63	dichiarativa,	dichiarativa	linguistic	Intonation=WeaklyRising	_	_	_	_	_
63-9	BO117	63	se	se	linguistic	_	_	_	_	_	_
63-10	BO117	63	è	è	linguistic	_	_	_	_	_	_
63-11	BO117	63	in	in	linguistic	_	_	_	_	_	_
63-12	BO117	63	un	un	linguistic	_	_	_	_	_	_
63-13	BO117	63	discorso	discorso	linguistic	_	_	_	_	_	_
63-14	BO117	63	più	più	linguistic	_	_	_	_	_	_
63-15	BO117	63	amp[io],	ampio	linguistic	Intonation=WeaklyRising	End=107.475	_	_	_	3-5(18)
64-0	BO005	64	[okay].	okay	linguistic	Intonation=Falling	Begin=107.3|End=107.662	_	_	_	0-4(?)
65-0	BO117	65	[i]o	io	linguistic	_	Begin=107.51	_	_	_	0-1(19)
65-1	BO117	65	mi	mi	linguistic	_	_	_	_	_	_
65-2	BO117	65	aspetto	aspetto	linguistic	_	_	_	_	_	_
65-3	BO117	65	che	che	linguistic	_	_	_	_	_	_
65-4	BO117	65	ci	ci	linguistic	_	_	_	_	_	_
65-5	BO117	65	siano	siano	linguistic	_	_	_	_	_	_
65-6	BO117	65	certi	certi	linguistic	_	_	_	_	_	_
65-7	BO117	65	contesti	contesti	linguistic	_	_	_	_	_	_
65-8	BO117	65	come	come	linguistic	_	_	_	_	_	_
65-9	BO117	65	le	le	linguistic	_	_	_	_	_	_
65-10	BO117	65	doman[de]	domande	linguistic	_	_	_	_	_	5-7(20)
65-11	BO117	65	che	che	linguistic	_	_	_	_	_	_
65-12	BO117	65	tenderanno	tenderanno	linguistic	_	_	_	_	_	_
65-13	BO117	65	ad	ad	linguistic	_	_	_	_	_	_
65-14	BO117	65	associarsi	associarsi	linguistic	_	_	_	_	_	_
