term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
dai malati,False,malato,sick,noun,from the sick people (masculine),"health,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Le notizie dai malati sono rassicuranti.,News from the sick people are reassuring.,8413e9f027c52f952403bdce2b687f3b214f98d6705aff1219c01bf51d7dd7fa,2664.0,73d4839e58ff15df7c29220e354e64af49b960bcb18b2626e62eb798d5a8b7f3,1632.0
nel malato,False,malato,sick,noun,in the sick person (masculine),"health,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Il difetto nel malato è evidente.,The issue in the sick person is evident.,01dd0aea69be581ddcc415027f0590d37c139110a6ac7c0bc5277dc32131b75f,2688.0,4fabc9ed82801c46b2a7ac9ecf00c0605158069f62812da20349ecf4cd046022,1632.0
nei malati,False,malato,sick,noun,in the sick people (masculine),"health,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Si trovano campioni nei malati.,Samples are found in the sick people.,37ee225a7fd49c07207eec668224e14aa372e85bbea71902d3323597882d12dd,2592.0,308006d61771f42ed58b2e7d9ee39f32b2ff540f9a5620bec2b631acfa6dd252,1632.0
sul malato,False,malato,sick,noun,about the sick person (masculine),"health,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un referto sul malato.,I read a report about the sick person.,a54acb92302e2eec22be5ef4beec759d7213827d30925b31d7537acf15b44f90,2856.0,c3625fb65d571e32a331dd2e7ae370b0816940024375e5f7b3b43db4a7e7bae3,1680.0
sui malati,False,malato,sick,noun,about the sick people (masculine),"health,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui malati.,I have data about the sick people.,2c4f7d24dbbc4d59fb2f2cd35e78682624028781ae457b404c6cebe9749e1726,2760.0,2d830f48150eadb55624f6918caa9204e969b02551412a62853792db1ef18f40,1728.0
col malato,False,malato,sick,noun,with the sick person (masculine),"health,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Collaboro col malato.,I collaborate with the sick person.,6b080c90a2fb4f59c4b4d786fcbe9e316bb5281c76bac7a07e460f1085ad8eef,2736.0,33f92bb7e7b7e076f880fbf969fd5a7fc7b88fec0890c8c572144fc4ad2c5686,1608.0
coi malati,False,malato,sick,noun,with the sick people (masculine),"health,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,L'infermiera lavora coi malati.,The nurse works with the sick people.,82a6d02f43ef37fe45f7555a8a011929a31f98ba18f3bf568d718221710e930d,2640.0,b6d1d2d1d73c90061c819a61f1c52b3f4b7b73cb992df39daded6de3522b3254,1632.0
malata,False,malato,sick,noun,sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,,,,,feminine form of noun; also adjective,La malata è tranquilla.,The sick person is calm.,e32c0c49ce05592506eef0f8b73611ff0418e1928d93d4c3ceacce89fd8f725c,2232.0,8b6b70c4443c3c09d7b6a356f5d11e6de4d93b3c9cca565edc2f0f1e743a2360,1392.0
una malata,False,malato,sick,noun,a sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho visitato una malata.,I visited a sick person.,eb9fdb17f96cb7f0133e6a411bfe24ccd011020f9eac09202c2b9c1c8ca7c465,2352.0,febe1dea3dbdde924ef87805e5365ea91ff598050b8c954181102423791b63b2,1608.0
la malata,False,malato,sick,noun,the sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,definite,la,la,,,La malata ha bisogno di riposo.,The sick person needs rest.,6ec8e05387c4b24c5592d26e80824b83b22ff1e1eaf40cc91b5e389b8a49babc,2352.0,895de32a76c5abf98882f02633b18843d48c5ffb85a58904227cc924af36de85,1560.0
malate,False,malato,sick,noun,sick people (feminine),"health,core",,,feminine,plural,,,False,False,False,,,,,,Le malate sono in terapia.,The sick people are in therapy.,b42c0401b75ae7e75a7c65b8ba1d5b0f27c6bc3f18dc821b530ccf0226125573,2136.0,03f1de83e2d7efec45ad1aa435daae445beea4bde151c0c6b61b06c1e15046e1,1368.0
le malate,False,malato,sick,noun,the sick people (feminine),"health,core",,,feminine,plural,,,False,False,False,definite,le,le,,,Le malate parlano tra loro.,The sick people are talking among themselves.,7d98850b3d073bff50808ff1f80bb2903ec34890edfa5d334d21f48676cbb733,2280.0,015223c51a93b3522c46a05323919cbdd303b7e535ae82c8231a19c012380120,1512.0
delle malate,False,malato,sick,noun,some sick people (feminine),"health,core",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho incontrato delle malate.,I met some sick people.,c641bd5b332f11622f3cdbe0e01a311e5eacc6fe73db43a792ea6d41b118fe4b,2472.0,625917635af9829f3fd4a79fb2fcebb68cfc787cc96bc39cc7423f354eb94a78,1704.0
della malata,False,malato,sick,noun,of the sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,La cartella della malata è sul tavolo.,The sick person's file is on the table.,8cb75918e94cc9778c5dd0d2b6fe50f659c52165ac02d6cdfac8a492e3a26eff,2496.0,8dc1d9b5f700440861d35f837320552f7c90f5219fd58e14ef9074f0d7199d43,1704.0
alla malata,False,malato,sick,noun,to the sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Ho parlato alla malata.,I spoke to the sick person.,c5cd41d4278a91af5b653a64ea82631ae2c514119947dec88e758d63ee9428d2,2472.0,d005a76bef7ce926ccc75d4af7486dba7cc415514011bf005ee07fb8f686ceeb,1632.0
alle malate,False,malato,sick,noun,to the sick people (feminine),"health,core",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Consegno i documenti alle malate.,I deliver the documents to the sick people.,cd14a63c8140f1dbcd82672971035d2fd95627d219fcd1e442c5edc954b60254,2424.0,3c1f3f50b89d14a69291c44151e0b8aed03732b0a6cc6df92e89407f00487801,1632.0
dalla malata,False,malato,sick,noun,from the sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Ho ricevuto un messaggio dalla malata.,I received a message from the sick person.,17bf3a2bddf9b2a564bd6a3f4dd018b3bfe929d847f85301cd6bf65d3c3a3e5c,2568.0,cb2986aa657dac63c1701ee82d2718888d1f9e75534b91f758027a9c356e5693,1728.0
dalle malate,False,malato,sick,noun,from the sick people (feminine),"health,core",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Le informazioni dalle malate sono utili.,The information from the sick people is useful.,e85469372e3d59cddfd40cba54b98c64b7750ce87d30a7fb775ef5f2970831ad,2496.0,ec2837865acf65e63380fdc316604d63aa3fa485285fc31e799a254c7b329feb,1728.0
nella malata,False,malato,sick,noun,in the sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Il medico opera nella malata.,The doctor operates on the sick person.,7ef76a794c6978c766e8a1cd39b2135d6f30db3d3c8d09be0c3de8fa2dd2d58e,2496.0,b94975f308b62f680137d2e0a5590db983e978fa2435f00de9a0d8628a94bf7b,1728.0
nelle malate,False,malato,sick,noun,in the sick people (feminine),"health,core",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Si trovano campioni nelle malate.,Samples are found in the sick people.,6070b94dc058f7512a5b7658ed9dafee39ec116077670d520b3466c2101d3e1c,2400.0,d3153cf609abf60535d7f7d2ec3f090fa886aa8afa4579c7464136a2d7bd4fc1,1728.0
sulla malata,False,malato,sick,noun,about the sick person (feminine),"health,core",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho letto una nota sulla malata.,I read a note about the sick person.,f880f6a8c553deacbf35dc8439569b09cf5917c992f396a7d12fc5d721ce3fab,2664.0,05a27013029382696920d952cc75ca6dd00f3d4fd8a78517b05984f4576a8797,1776.0
sulle malate,False,malato,sick,noun,about the sick people (feminine),"health,core",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho informazioni sulle malate.,I have information about the sick people.,4f451420269a256a7614b22b628506b23e40e275ea9249f06861d0d8bede4c0e,2592.0,4ce66d818a4b2aa7764350b984dabfe4219abf9740289b4426813447c4f3c565,1776.0
