term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
coi ricchi,False,ricco,rich,noun,with the rich people (masculine),"people,wealth",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoro coi ricchi ogni giorno.,I work with the rich people every day.,22aa12697843fbda0665fa8acce1218442092f3112a33e70631489cd0f3fcd6a,e0d6a4fd98b6203bbc3f1481d555761f7d974adb65a5bb4b0109fc1959a04720,2664.0,1536.0
ricca,False,ricco,rich,noun,rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,,,,,,Cerco ricca per il ruolo.,I am looking for a rich woman for the role.,e9f7270b78f81a8a8de4f8d0259cf37814c4dbfd588001695ca49411a41df04d,8e2e8ef04f3817d5bda973f9262d4cee905cd4b31184d7a6aaf68300bedef620,2256.0,1296.0
una ricca,False,ricco,rich,noun,a rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho visto una ricca al gala.,I saw a rich woman at the gala.,b961e6b5dbbd32c2cfe063a3bfd384e8f215c9c81e6c26b6c904851311b1afb3,f3c9b6e856fc60d7c875c98e3e06fe00ee764c5739ddb2f262aa00caf0530874,2376.0,1512.0
la ricca,False,ricco,rich,noun,the rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,definite,la,la,,,La ricca sostiene il teatro.,The rich woman supports the theater.,d9fea9ba19af6c240fadef4a0022592c2711ba40a3d0c10cadd9db331c30a9cd,e7136efd21c5a5dc266118e2912443ac608aa2b7ee2bc07ab75a1b92aaa39586,2376.0,1440.0
ricche,False,ricco,rich,noun,rich people (feminine),"people,wealth",,,feminine,plural,,,False,False,False,,,,,plural form,Ricche donano spesso.,Rich women donate often.,8d16f26b37cb74abcda036e764acbd8ef2d9a8a4d16d9a36f032e4777c78195d,c107e5ca64a334372734064ee44a8bf7d6d9683dc3f022c6347318b78eb5ba5d,2184.0,1272.0
le ricche,False,ricco,rich,noun,the rich (feminine),"people,wealth",,,feminine,plural,,,False,False,False,definite,le,le,,,Le ricche viaggiano insieme.,The rich women travel together.,a6570ddf3c3fecd4271b21c54acb7f8bdfcbd62e9cd16a2e1793b2250ae04512,45fdfe60ccf763524ce6f83fd1087468ec9f195bb11b89db6ff6bb37dfd7c612,2040.0,1416.0
delle ricche,False,ricco,rich,noun,some rich people (feminine),"people,wealth",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho parlato con delle ricche.,I spoke with some rich women.,692fa1dd0700a482828397c4d3443f474c448e05a6979f13828efcda9d470819,d059a50c5c787bfe7a4ec5a3a4cb4a971430b9a09010ea8b8555db76c271abd3,2424.0,1584.0
della ricca,False,ricco,rich,noun,of the rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il gesto della ricca è noto.,The gesture of the rich woman is well known.,7c23b643ce95806753e60ba88b6bad944b3fb3c4e41d5623cea46b8cb4f1d561,fc319549b2eb31e326aeb5c4d1497e27f9936d80b8c177e54e150380c6ecbc54,2496.0,1608.0
alla ricca,False,ricco,rich,noun,to the rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Parlo alla ricca con calma.,I speak to the rich woman calmly.,965cc925be731b0c8e835294bf03ebf181cc5c877c271a859908a8591c50c8d4,4d359a0a2a54686a338c3ecdbfabdbf4ec94216f41130ce28b0455fe3c4d0bd3,2496.0,1536.0
alle ricche,False,ricco,rich,noun,to the rich people (feminine),"people,wealth",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Mi rivolgo alle ricche.,I address the rich women.,095581666fe99a2a1144f7d538b0aa2c4b69b1334cbcd76fa96b2242a8685ef1,30fe75005054d6bc445f3bece14e499e7983a0b88c34082d9f2a559fb434f3da,2400.0,1512.0
dalla ricca,False,ricco,rich,noun,from the rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Vengo dalla ricca più tardi.,I am coming from the rich woman later.,1761182f43c568e5a7b012755ed302f2912af7540a5915a8a27a381c9669cf24,7f910ea5feb67cc7eecb3b28adc3f0c8adc7f9ec9192cf67e4f45b32f7c512f6,2568.0,1632.0
dalle ricche,False,ricco,rich,noun,from the rich people (feminine),"people,wealth",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Ottengo aiuti dalle ricche.,I get help from the rich women.,7c9c0210f9686774125b3e6cf367a156580be2cc2b063675f056820497204940,49a122d6a3dc234f300286c99f5dc340e8adbf92f71f0930dee3c5e26c4c3387,2496.0,1608.0
nella ricca,False,ricco,rich,noun,in the rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,La fiducia nella ricca è calata.,Trust in the rich woman has fallen.,246288736e23782e6eff9d0881edb12833b0860f81ecac6fd60c6f72ecf95b0d,124a95e39e792be3e14c1decdff11d654b5bfbcc660d975f21598468bcbe1a0e,2496.0,1632.0
nelle ricche,False,ricco,rich,noun,in the rich people (feminine),"people,wealth",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,La fiducia nelle ricche è calata.,Trust in the rich women has fallen.,33a7ee9125d9e3018e444dc567e5c70096c6d73866c75419f93dfd338445bdd6,5040bd920993cee2926ba1938b6484fd5e5a376fd0a45ec2516bad48abba9992,2424.0,1608.0
sulla ricca,False,ricco,rich,noun,about the rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho letto un articolo sulla ricca.,I read an article about the rich woman.,5b738be0e63cec3ef0eb0985fbdb46ca229322470c4e0dc4ca6e3960369cb8bf,da8a66b1836d63a09fff1c87d22c4666f6b4a3b22fd670a61404991c4c63e6bf,2664.0,1704.0
sulle ricche,False,ricco,rich,noun,about the rich people (feminine),"people,wealth",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho letto un articolo sulle ricche.,I read an article about the rich women.,f0826cce81302cde37f60877e07edd5ca5fa0805dadbf8b80b0b7bfc304045b8,e9a16755851067635d68dc5dbdbb8af03727e56bcedf152b50bd6a3725b30bf3,2592.0,1680.0
con la ricca,False,ricco,rich,noun,with the rich person (feminine),"people,wealth",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction,Parlo con la ricca domani.,I will speak with the rich woman tomorrow.,6886b64ac80d58c574c17075450bfd4fb9201870acb68512cf9708fb325b95ba,6fca3f59e99403ef365526652de94433781a341a208eee0bbc47baf1a4a7a5a9,2568.0,1632.0
con le ricche,False,ricco,rich,noun,with the rich people (feminine),"people,wealth",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction,Lavoro con le ricche spesso.,I often work with the rich women.,4a72e5ef98d3e37dbc3cba99d399a8f6701ad1719def95f631fd17b833e2ec2c,e2b7f5b3d7213053b2e2b1507a7c829c6c23dc97f2683bbbc3b24d8be705d358,2472.0,1632.0
