term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
dai vicini,False,vicino,neighbor,noun,from the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Arriva musica dai vicini.,Music comes from the neighbors.,341279c92f23dd1248c5775163b44c240a0c9a8c69abdde42161eeedd6f10527,650ef2a8683358c22730bbd99bd341221ebe4202174757888cfa431f9e71fc81
nel vicino,False,vicino,neighbor,noun,in the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,elliptical for 'in casa del vicino',Entro nel vicino per avvisarlo.,I go into the neighbor's to let him know.,e727ad690d9deebdac8c6a865623cd0f430aac08f30d2b687bd1f9c832a6ecbd,b27aa7c677491482f80b7c35fb6918274f7d4c029325c9abba398ec6d9e7f2df
nei vicini,False,vicino,neighbor,noun,in the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,elliptical/context-dependent,Mi fermo nei vicini dopo cena.,I stop by the neighbors' places after dinner.,005ac7b224d9626777d9bcc4001679b6098bf1059072ad5612396bafb3b8421e,c3f9b88b45354c40c1c63a4fbc032c2c0be63bc59fbe4ad5db3cddca1a9426f3
sul vicino,False,vicino,neighbor,noun,about the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,,Leggo un post sul vicino.,I read a post about the neighbor.,36378739b3d853eda4b6af9ad1e1bf43257dada8113fd627393f8c9625af2359,7b90218873a303d8a9635e2eb087241186acc63208a5625dd46c0d019046a270
sui vicini,False,vicino,neighbor,noun,about the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,,Circolano voci sui vicini.,Rumors circulate about the neighbors.,2e2cf2d7cb5ce653e9158988b6994fb4d73e3b4f793fb001d3dab901e7a346a9,1e5f024e900c54d424c31d5fdb91738573d94b3cc11f6dcb1667f5b37db19c2e
col vicino,False,vicino,neighbor,noun,with the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col vicino.,I talk with the neighbor.,3c2fc5b16100618315e7ae9967658cfb293f2dd6f0da9473b83a908abf141055,cedd783228e12e8d59a299c20599287e386dfbe153da66ff5907d37f3494b4fc
coi vicini,False,vicino,neighbor,noun,with the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Ceniamo coi vicini.,We have dinner with the neighbors.,4988dc83b7dbba17ad04e905595af9379a4ad28a5abd7caadccd2244ca27adfe,5a861c3b4d9eafa53768e3458730d1b4931033424c65397ded6a852561983304
vicina,False,vicino,neighbor,noun,neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,,,,,often used with 'di casa' for clarity,Cerco vicina affidabile.,I am looking for a reliable neighbor.,8fe01aad7cf35038e42a729aa4eb0f8e816ae27dc5ce257a550768004f384ada,79fd6d61c5c173e46b518daddb131006a541161a5e0bf1ef719181af21a1ff69
una vicina,False,vicino,neighbor,noun,a neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,indefinite,la,una,,,Ho una vicina simpatica.,I have a nice neighbor.,85d79f83f32e1ce6e997cbcc6f540f4f7888d21c79e051a7ec115544b1d4d4ef,9f2a7cebcfae85bcd0ff82fcb88e27c3765a6cb88755d7e32075a056c555c2f8
la vicina,False,vicino,neighbor,noun,the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,definite,la,la,,,La vicina cucina bene.,The neighbor cooks well.,358cdc527559aeb4b4116c8cb23c37d67126d15b2dc623c2778a7a3a32ff9b52,7ba42a5fe9c4abb27f33c988fa3fa894494d693f5fac25b2d940031b1c8b5ea4
vicine,False,vicino,neighbor,noun,neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,,,,,plural form,Vicine gentili aiutano tutti.,Kind neighbors help everyone.,158fe73c9a066aafdb9e5eb1a7b5397f048c1e6a77487b3faf91b97ea25afa8c,bed522415967f9125f991513c3b527ffeeacb8109d784c302847eed33386be52
le vicine,False,vicino,neighbor,noun,the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,definite,le,le,,,Le vicine salutano spesso.,The neighbors often say hello.,ec194419269802f0fb9a1057c065f090db54fc92f5ea38998ec6edf84e15a02a,19f6e3bbde7801a89137bd3d96e799fd8709d8fadb1b1dffa4654f3b3a82afb2
delle vicine,False,vicino,neighbor,noun,some neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Conosco delle vicine simpatiche.,I know some friendly neighbors.,fd5077bff154d7f17f0d833db10d0a00fbbdebcbe1610c1274ebfbf07323fac0,151057cc12288e4f3792aafec1b011212c1916af32148d59e9afa93b069f8263
della vicina,False,vicino,neighbor,noun,of the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il gatto della vicina dorme.,The neighbor's cat is sleeping.,50f70c2bb3a1e68335b4e84d36177317372b22b7bc1090c08efa833825ac6f1c,fb46cfbea70e6a33a2124c4114c5c0efadd8d955b1370524cf3b9107b8119d55
alla vicina,False,vicino,neighbor,noun,to the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Scrivo alla vicina.,I write to the neighbor.,6888fc96ce870d9f15a7e4be25d06e3c36fe921a71e8e2366dc1b61dc6eee718,c2f1859754ee7ca4e2f030022e546c330e11539a07e62ec9150607902e6c2e21
alle vicine,False,vicino,neighbor,noun,to the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Parlo alle vicine.,I speak to the neighbors.,68f991e69e42dc1421d0f5e9c027c67ace401d3d1b9920bae2f83e7afd0dcd40,87559f3c5f6c261b72ff6e17e9e6054796c0ca320097e548000485b16dea8bf1
dalla vicina,False,vicino,neighbor,noun,from the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Prendo il caffè dalla vicina.,I get coffee from the neighbor.,0e93abf1e64d54b1ce794dcb3df45cc3e03aa7a423b1d23b5e137da2d01d5a89,a9ba6e1aac65134f92ce8e03f2ab9b7085a8d124587c726161bb734a63540c93
dalle vicine,False,vicino,neighbor,noun,from the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Arrivano risate dalle vicine.,Laughter comes from the neighbors.,b78e864843b26d9e361e0a1351624db1de30d30e1f1d83d88d8e343874416974,436981dd782bd5c71e95ebf1992912968e240c6201270c2fa7d071ca286dec50
nella vicina,False,vicino,neighbor,noun,in the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,elliptical for 'in casa della vicina',Entro nella vicina per un minuto.,I go into the neighbor's for a minute.,ef29c2fd1dcdd1f01fc88ccd8df99fd67d35be454a512f8a14ab7892898b7eef,7be243cf58c0007bcdfdd4c04c369d0ec406d39b298c95deeadcba9ce46358e1
nelle vicine,False,vicino,neighbor,noun,in the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,elliptical/context-dependent,Mi fermo nelle vicine dopo cena.,I stop by the neighbors' places after dinner.,455e8c7fe71688bff0912bb36f5bedfbadbced6e232ad62371a382221804b467,b31f79f335dc70087635490d3ead17cf3f28f2f2a8e5ca3f6cecab18d43e1e50
sulla vicina,False,vicino,neighbor,noun,about the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,,Leggo un messaggio sulla vicina.,I read a message about the neighbor.,b4cb612f537852274a8d878c6fe8669f3cfe4e99e4e248cad6f08a2aff9e7949,66a2b8c1612f86b71db78be2bcebf1db4675e6a577cea68efe4a009a7da33731
sulle vicine,False,vicino,neighbor,noun,about the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,,Ci sono pettegolezzi sulle vicine.,There is gossip about the neighbors.,86192e52bf17f116a88fe7ef85eb0e88eb4facdf95be17f280b45ae9da313249,87b91ca1610e4f7d2cdef4c7067c712de0e1fefd5766a04424a5d86a070715bc
con la vicina,False,vicino,neighbor,noun,with the neighbor (feminine),"people,home",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction,Parlo con la vicina.,I talk with the neighbor.,b6e5d0b1e6aa830c94159703e7d05218ff377af60f09bcd614f3d91246422539,ec724df81369728cfb3942e8a5b0e3a7557383a423b15da3b82d84acc5830204
con le vicine,False,vicino,neighbor,noun,with the neighbors (feminine),"people,home",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction,Esco con le vicine.,I go out with the neighbors.,17d3aef40016e2ada99cc632485b7b602a8a8807c35b81c765ef28e004417ae0,face1d510046fb3d33e351d1d40e0b0df3d4d8d7dbde69c0ebcf1a83648c067b
