term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
delle inglesi,False,inglese,English,noun,some English people (feminine),"nationality,language",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form; contraction of di + le,Ho trovato delle inglesi al mercato.,I found some English women at the market.,144e59fcebccb72cb072000b872aed08a31baae38747ca20591adcfeb208203a,2592.0,5255cdabe0f7de8685a46b91ccb7c201e3aeeeb87bd69cd7a4c7a6d37711ffa3,1800.0
dell'inglese,False,inglese,English,noun,of the English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'accento dell'inglese è chiaro.,The English person's accent is clear.,1b74e07805d0662365380a1bf3f24a72a313bcd8fc7570b32d1a1e6c84ded230,2832.0,d31ae93a3dbced062089ac9f7a13ab96b8a68ce483843a300dc40a083a2023b8,1680.0
dell'inglese,False,inglese,English,noun,of the English person (feminine),"nationality,language",,,feminine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il libro dell'inglese è sul tavolo.,The English woman's book is on the table.,fd003331e92a232d0e0798fb6b03a647be6f76e732d576b5141c677b530d4fca,2640.0,d31ae93a3dbced062089ac9f7a13ab96b8a68ce483843a300dc40a083a2023b8,1680.0
all'inglese,False,inglese,English,noun,to the English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Parlo all'inglese in conferenza.,I speak to the Englishman at the conference.,c81691d2aa5d9fd77742a3c0faa221a0dc629cdf911cea5ddaedea3cdfab8fca,2808.0,dabf0bea999559841e9d79e3c16df83f466f4f24beeffb38534573c376b9f745,1608.0
all'inglese,False,inglese,English,noun,to the English person (feminine),"nationality,language",,,feminine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Ha spiegato tutto all'inglese.,He explained everything to the Englishwoman.,38926534b5d10ae149bde2acf1fc1dce89083f8d559a3676c87ea4b8ea6c4bf9,2640.0,dabf0bea999559841e9d79e3c16df83f466f4f24beeffb38534573c376b9f745,1608.0
dall'inglese,False,inglese,English,noun,from the English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Vengo dall'inglese dopo la lezione.,I come from the Englishman after class.,ddce0024dae5f96636e525f802da6dd41f85e7141f72c5fa6db2c1bfa9e151fe,2904.0,306d2014f73b6608ed9521fc404a2b8fbcf160c8fdee476a8658d24771864ba4,1680.0
dall'inglese,False,inglese,English,noun,from the English person (feminine),"nationality,language",,,feminine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Ho ricevuto un invito dall'inglese.,I received an invitation from the Englishwoman.,b98aa227a52fb2f871a60436a2b7914891338c693b3ad4f5273529ec60dc49d7,2712.0,306d2014f73b6608ed9521fc404a2b8fbcf160c8fdee476a8658d24771864ba4,1680.0
nell'inglese,False,inglese,English,noun,in the English language (masculine),"nationality,language",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Trovi molti idiomi nell'inglese moderno.,You find many idioms in modern English.,860c10a2da65c1d1c892a3cfa2e0eaa0aabec713b95650fd8e27d73e5dbb3e4d,2880.0,b0402882bd7e5d0c6a5ddb7dbe070cadb1edc3a50c0f73e06e687c31d1d38c75,1704.0
nell'inglese,False,inglese,English,noun,in the English language (feminine),"nationality,language",,,feminine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Nel manuale dell'inglese ci sono esempi.,There are examples in the English manual.,64c832be0675706f190fcc58e92a002dd8770a0e9bbd2bf2f05e9af9fb88ee96,2688.0,b0402882bd7e5d0c6a5ddb7dbe070cadb1edc3a50c0f73e06e687c31d1d38c75,1704.0
sull'inglese,False,inglese,English,noun,on the English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Ho letto un articolo sull'inglese.,I read an article about the Englishman.,970c48a016d35ae68df210166cde3b1891beac04c1069e3120fef3038b326257,2832.0,2ffcb68a11106203fa779cf038c78a0017696b5dc8ab3b0d4737ba5185a0ba07,1752.0
sull'inglese,False,inglese,English,noun,on the English person (feminine),"nationality,language",,,feminine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Parliamo sull'inglese e la sua storia.,We talk about the Englishwoman and her history.,dbf68354e372cb8ca588248594cc96c5ccea26b49d40b29d0b4082f36005c2ef,2640.0,2ffcb68a11106203fa779cf038c78a0017696b5dc8ab3b0d4737ba5185a0ba07,1752.0
con l'inglese,False,inglese,English,noun,with the English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction for con + l',Collaboro con l'inglese ogni settimana.,I collaborate with the Englishman every week.,8886697a8555c862834682734df4b70a23e5098dffc29f30d0a4bb8bfdee127e,2880.0,6ceda990853df2dd0cb910af8c42b52ae7bbc8ec5b0fa094dadb0a62743f8ac8,1704.0
con l'inglese,False,inglese,English,noun,with the English person (feminine),"nationality,language",,,feminine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction for con + l',Vado al cinema con l'inglese.,I go to the cinema with the Englishwoman.,0c2f4b05ecc1c8f87df754dc03780ded5740ee39dff11f589aa9445602d8e8e5,2712.0,6ceda990853df2dd0cb910af8c42b52ae7bbc8ec5b0fa094dadb0a62743f8ac8,1704.0
degli inglesi,False,inglese,English,noun,of/to/from some English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,articulated_preposition,gli,degli,di,contraction of di + gli; also used as partitive,Ho parlato degli inglesi ieri.,I talked about some English people yesterday.,9331b67700dff5b84c58f81053fd6d4833c02ba66367aa39a546bfc31a65522a,4824.0,91983de5301eff812eab88aeb2eeef54813089d9962d1d85b56eb429e5f85d23,1800.0
agli inglesi,False,inglese,English,noun,to the English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Regalo libri agli inglesi della classe.,I give books to the English people in the class.,1d082cadb41d166e3bb3236e610adebc47b7e56837dfd5ee33a6df2d2ded0621,2736.0,a87b5d7f7e9e256174a922fc4ee8948956451eac2b11d8ef715e97788daf086c,1728.0
dagli inglesi,False,inglese,English,noun,from the English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Ho ricevuto lettere dagli inglesi.,I received letters from the English people.,f1c03325aaf7dda21f7aacfaa2096b16c8ad8875e1698580e5e28ea3deaf4271,2832.0,a2fc5f701ee138328f4cb73ac9e06de7077f9040f1301ada797acb73cc4aaced,1824.0
negli inglesi,False,inglese,English,noun,in the English (masculine plural),"nationality,language",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Trovo differenze negli inglesi delle diverse regioni.,I find differences in the English people from different regions.,6ad74d3b997ffda025cc16119bc85711b84e76fd94a65895cd7494dce3f3683f,2904.0,086df9b87227a32fb26f2a330f2872272744f37e46a36caf5be171e4751a4aa2,1800.0
sugli inglesi,False,inglese,English,noun,on the English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Ci sono articoli sugli inglesi online.,There are articles about the English online.,8295c1bfe0bf8487f1dcf52eeeae42193a71276f2d60d55bcf07d4596a7ffcca,2760.0,8f51805afe22a1d22c773e03bed61375a67d064b5d963c49115a5c0f23b77c60,1896.0
con gli inglesi,False,inglese,English,noun,with the English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,no contraction commonly used for con + gli,Organizziamo eventi con gli inglesi.,We organize events with the English people.,da15ad5a248b49cd4b9ed7cd8444d9f355d590f470d840aef7e72a581cdff2c8,2808.0,b7c151765d2bef98ccd8a0e001de5051946b9867fe269364c1e07063da80cdd5,1824.0
alle inglesi,False,inglese,English,noun,to the English people (feminine),"nationality,language",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Parlo alle inglesi del gruppo.,I speak to the English women in the group.,4df78a82c3c4f3004758f35fed15f1af1d6be644443195995d95ff550aad274c,2568.0,5fb1641973c562520eb2542234b5504f4a65075d6e0ea19f4d5750479fc17c7c,1728.0
dalle inglesi,False,inglese,English,noun,from the English people (feminine),"nationality,language",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Ho ricevuto aiuto dalle inglesi.,I received help from the English women.,6f9c3b14fa9743dea1d62b01373ce33309d0906488eb6a65f058dba9a49b8c95,2640.0,83e9f71a0869939493d8e1aad8b4cc5c8bb8ff545bb9ae26a653f58b77ec30aa,1824.0
nelle inglesi,False,inglese,English,noun,in the English (feminine plural),"nationality,language",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Ci sono parole nuove nelle inglesi moderne.,There are new words in modern English (feminine reference).,d752f18b143adf72287efcf6fd3365e17fcebc33587fe0355f7222379f192af9,2736.0,bb4365222bb35e240eedca0deefe5a834e48f7d97c9b7515c12f82029923bc23,1824.0
sulle inglesi,False,inglese,English,noun,on the English people (feminine),"nationality,language",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Leggo articoli sulle inglesi.,I read articles about the English women.,5f74fccce77859a769e2ac461adcb81eacfc8e10ffff2fcdd478915f4655b432,2568.0,d44db7cdc8fd3606bda3c24e18c491f50400a24f4aba29b65124d70ebedac139,1872.0
con le inglesi,False,inglese,English,noun,with the English people (feminine),"nationality,language",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction for con + le,Parto con le inglesi domani.,I leave with the English women tomorrow.,5c5a9181e8c95f84ca09d0b3e99e9ca6ae607371b85a42b4602d57278588af1d,2640.0,bc5ba24e7ae1b009b06704d7ecfbfe92e69b891ca9136a8f3af0cbc7c6a37436,1824.0
