term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
la cuoca,False,cuoco,cook,noun,the cook (feminine),"people,work",,,feminine,singular,,,False,False,False,definite,la,la,,,La cuoca prepara il pranzo.,The female cook prepares lunch.,8378eadac7ec5af8f479f8242d4545d8b4bbe5f354034b6c0a163cdabd5c6149,2444ee62d7ac0261a6b84bffd37d213aed5684607a36a70ce0859385e15dac1b
della cuoca,False,cuoco,cook,noun,of the cook (feminine),"people,work",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Parliamo della cuoca.,We are talking about the female cook.,408d8874aedf7df28831cd3e39baa71483d2032cc01dda57cfd7c0b034b93a88,2e83790507d4e43e376a4abe05ea3f606de33b19cf8baac8d07bdb03bba5bb96
alla cuoca,False,cuoco,cook,noun,to the cook (feminine),"people,work",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Scrivo alla cuoca.,I write to the female cook.,4f5b95af85b7e3d61e78393a476e0b0949e79d44adc7ae90b04697d282b0ea3c,5a16a1126db291026851d28381c1e03f03bd45e3f8f682058ccc7153b7e7c2d4
dalla cuoca,False,cuoco,cook,noun,from the cook (feminine),"people,work",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Vengo dalla cuoca.,I am coming from the female cook.,d99f280cdc9e39a6bb8b4486c09b7e5d8d0b4556dad1602c09fe437928a06927,a76c32a8d203833b28c49902b64638787369e422cdb5a4dc0d8cf6a0958aff89
nella cuoca,False,cuoco,cook,noun,in the cook (feminine),"people,work",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Abbiamo fiducia nella cuoca.,We trust the female cook.,0e1a906fc574f27d9b6b6f751c9cf1d289c4f892e4a970e88bf104ebee1ed9aa,c9e6c4302b411aba61cdcf90fbab75dbae7c4df8e9ce410d95086b2c90a218b8
sulla cuoca,False,cuoco,cook,noun,about the cook (feminine),"people,work",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho letto un articolo sulla cuoca.,I read an article about the female cook.,aa7722c4f45e7ebf718e73028aa70d3b4cfc480eb2ded9c74f78bc301dded653,5a96a174eafd4d1efe850ceca71fc2c3610944cd8c03a88960029e3c02c2ec07
con la cuoca,False,cuoco,cook,noun,with the cook (feminine),"people,work",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Lavoro con la cuoca.,I work with the female cook.,33dfe6858babd6753719c682cc0b2a034cacd5825aa9a77b783da1e2683d8254,6de0752fa692e493c8e9a57d6871c612b1a3f79100eb0bb05395e41e9b41e726
cuoche,False,cuoco,cook,noun,cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,,,,,irregular plural -ca → -che,Cercano cuoche brave.,They are looking for skilled female cooks.,047fd9c50f4075088ce9c5b793f99facbfe5e7134eebf8ff495ddf8fe2fba600,09de16ac0777083ed7f45b38b3eaf8311279e90b6c567dc744813172fc81d3f2
le cuoche,False,cuoco,cook,noun,the cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,definite,le,le,,,Le cuoche arrivano tardi.,The female cooks arrive late.,3bbe808298862defe6c7f754c23572e743809ad8fb19cf03ded2dd09bc2882f8,fc6aa4c95cd89ac32c8fa2b1f809d6cad04305f363a93f7508c209718025d7ec
delle cuoche,False,cuoco,cook,noun,some cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho chiamato delle cuoche.,I called some female cooks.,d16b98d2e71499372276dcc2f41331f2fe53b75152781c767632e01e50a43336,df80f47ea07ad8f2a4209e9cebf36e30b79cbf891b13fa86e5f82865c41ec746
alle cuoche,False,cuoco,cook,noun,to the cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Parlo alle cuoche.,I am speaking to the female cooks.,6506b1a743d4d364d7e9b550cc703ccb89e9b42c118d21b8920d705812689113,ffbcd6dde5271d6feeede5da55bf00c32bf01eedab2af88983b972876f46e5a8
dalle cuoche,False,cuoco,cook,noun,from the cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Vengo dalle cuoche.,I am coming from the female cooks.,0dd453befbb464cc8e0c3b14f91436d3defbd13b636ff6a06a99325c1aea1c41,701a77701d3978cd252b8a67a7bda0606c0cf5a71cb8226cb836d8c078b07794
nelle cuoche,False,cuoco,cook,noun,in the cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Abbiamo fiducia nelle cuoche.,We trust the female cooks.,d44f139d3903d2175e237a500cb159e092a5a22afec4826edf45eb658b5a7dc4,5c846a41f13af4ea220de847b1e96cd2b8c7a526765781511b710c64a299148b
sulle cuoche,False,cuoco,cook,noun,about the cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Leggo articoli sulle cuoche.,I read articles about the female cooks.,d40320967aec3be4dd73b116f8615d43e685c5e8f7c53b9ff3f02b1b766b28a5,3c6381e2b17a7bb14ba7310762febf953706a141f50d21f59e3ff888b395683d
con le cuoche,False,cuoco,cook,noun,with the cooks (feminine),"people,work",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Lavoriamo con le cuoche.,We work with the female cooks.,9dc794288c873201af4537caff9a015c77334b2b4fa1de41a8b2fd9992165cce,e6e9491f66c5aa011e86ae17e8c09272bc7b6acab0dc607dae56619559c00387
ai cuochi,False,cuoco,cook,noun,to the cooks (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Parlo ai cuochi.,I am speaking to the cooks.,a05fb34f54d4ab312a6dea92c1f70f645af99170e102ab202f98e58e65392919,d01c33fb58dde134317a10261c719c4250f48b4cf3a48750b50a8c309100dd2c
dai cuochi,False,cuoco,cook,noun,from the cooks (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Torno dai cuochi.,I am coming back from the cooks.,5e170bfdd07c7ab4d3f48cf0206f259a47a1632551e59729fc2f1cd2ed6a5549,e335c3dfb3e5d3279712172b73ad86ad48bd235639aa77f9f2db79297469fabe
nei cuochi,False,cuoco,cook,noun,in the cooks (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Abbiamo fiducia nei cuochi.,We trust the cooks.,6e4c15becdefd149e8c1a7fac6d1b0b1e367be80e9b13c2972c8807e3ab0b32b,4ef11345138c4db1c903b8923f4cdccaefd0e7ec3c36f14410b0245a6d675f82
sui cuochi,False,cuoco,cook,noun,about the cooks (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Leggo articoli sui cuochi.,I read articles about the cooks.,e4204a75b11573c68e6f7a7780fc4ef6be36d572b22d69d933104256b921864b,e52131d8e99751f1aa1ae0bae4263f39d3314437304c04461fd7e5df67204057
coi cuochi,False,cuoco,cook,noun,with the cooks (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Collaboro coi cuochi.,I collaborate with the cooks.,4db0aa3f25fac806eb24d22638858b0518523ea9ea5a2a38a556e4100ff76eb1,d14f0f616967d4848a1280587d7cc4ed5e84a9d854eaf3ce05a7fa805fdb1fff
