term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
col signore,False,signore,gentleman/lady,noun,with the gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col signore.,I am talking with the gentleman.,96647cdf7488341b19778ccedb5f5d65d74987b5429b34fc0ff7c3b3936335c2,17da4905844a92c593966c04dbf454e364a091f6d3dda1988543883a4ac22f39
ai signori,False,signore,gentleman/lady,noun,to the gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ho scritto ai signori.,I wrote to the gentlemen.,865e7c7653e256886f12b738ceb179061b8a3cb00dd10d55ebba078b8c3d4b77,eb45f42ea02feed7ff9f702b0531131571b9b19f4bb509e3a84ed91982b08e4f
dai signori,False,signore,gentleman/lady,noun,from the gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Abbiamo ricevuto notizie dai signori.,We received news from the gentlemen.,4ed4bf35fbf3bb02094c44347b4abd957782953e3c3fc54d33fb8ef12101c067,1a891d57a4841eafe489f1ba97e0db5cd0e5a0e03372ac4ac291f3eeda5d9107
nei signori,False,signore,gentleman/lady,noun,in the gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Confido nei signori.,I trust the gentlemen.,4da913415267c7c88b250cfcfc497b07d9cae28b2b2a80e6d6b66521eaed934f,a7bd1898a5b14b539cbfc1fa81b4daf83a5e7599ead2fe5edb5944bb26596e53
sui signori,False,signore,gentleman/lady,noun,about the gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho sentito storie sui signori.,I have heard stories about the gentlemen.,5dabe97916ef8fd22df75bd45f51a02557435fc6cbf7f638f5bc122dd88dce45,468bcf5e7949a8e2cd28445205801fb0ca82a8d7bb0b6b0d44f7882e337faa56
coi signori,False,signore,gentleman/lady,noun,with the gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoro coi signori.,I work with the gentlemen.,ccfb5ba56286d6dad0d7896ce206f4f3270f070d10e2581d1cefbf93cde3e29d,1eca38ebf6524bd8d0456d411c5d49b51b75d55e0867fc0d8ba4036120bbd998
signora,False,signore,gentleman/lady,noun,lady (feminine),"core,people",,,feminine,singular,,,False,False,False,,,,,,Cerco signora esperta.,I am looking for an experienced lady.,d424e2037f40835ae0fcf6817e78e9b9fb262176402417d713c04e65ff91dc2a,3f28dda05a004798891969d055d1d0bc0810573352935964f1d085847981d16d
una signora,False,signore,gentleman/lady,noun,a lady (feminine),"core,people",,,feminine,singular,,,False,False,False,indefinite,una,una,,,È arrivata una signora.,A lady arrived.,4d317b40efdd0654a51f9661f032de6312cc8e93d16012e76fe9dadad1ea93d1,0f40c93bec46b7244dcec4b662a51a293700a6161ed72776d26867388fef9316
la signora,False,signore,gentleman/lady,noun,the lady (feminine),"core,people",,,feminine,singular,,,False,False,False,definite,la,la,,,La signora sorride.,The lady smiles.,45ea8ffd8c34baf4af0754728a5ee028b02c32f880de087ad398ec5d36de217f,287c4ad4aab8f08e4f538f46fe8da4d863167e7ae1c6a2a241c318c04675e5aa
signore,False,signore,gentleman/lady,noun,ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,,,,,plural form,Signore attendono in sala.,Ladies are waiting in the hall.,7a632cec73e10cddb1adf91f89dc3287c9fafa7b4a91a0ebaf3b89ab61eafaa9,645aca144f9a82f51b6c97c75a21106c9631d4442f88c263ee0ab9fcb5d1de8e
le signore,False,signore,gentleman/lady,noun,the ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,definite,le,le,,,Le signore sono pronte.,The ladies are ready.,4eb5b299bd35b90c7df51efc3a10d9e5cd7aee2710c6942b9210a8f6cdaadbe1,64c61435beb0874138bb0458f7c654aabe8410c437c7ca0abf800d6e3453dc31
delle signore,False,signore,gentleman/lady,noun,some ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Sono arrivate delle signore.,Some ladies have arrived.,fb6d65d2d4a05949b870e509b1a0bb4ec2469fc8ab107ade0748003bfd4581e0,81e9f24035c66c44fd8611a5b1897c8b44596cda34a911e7096e44f2af1583ef
della signora,False,signore,gentleman/lady,noun,of the lady (feminine),"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Conosco il cognome della signora.,I know the lady's surname.,c190ba5d27ea4aaf4edb9ed40386a885e445e68103806a40398e5445d68d6b50,85a1bf13d8957a20148a5c76c69ff2e829c10c949c2d2c2f29d4c050de660ba9
alla signora,False,signore,gentleman/lady,noun,to the lady (feminine),"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Parlo alla signora.,I speak to the lady.,9590724982355a0a7c23842a3de29192a4c2505ee39449e17291e7e01dbe9c12,a756a76eef05052a4c051ea792681857bfda22f078d3c433fb4bc17ce3d0038c
dalla signora,False,signore,gentleman/lady,noun,from the lady (feminine),"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Ho ricevuto un messaggio dalla signora.,I received a message from the lady.,49e5314ec6ae3bda17310b62049b439cadfa5da10e5332f0fd3d61f3af144df8,337fd0e624e515b737455a519fb4a9144033526c62dd3b7967aff840bda04501
nella signora,False,signore,gentleman/lady,noun,in the lady (feminine),"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Ho fiducia nella signora.,I trust the lady.,e8b44df247ff800b9df9012b75bdcb04398b280fb9acb37d595631b5d10d829d,0db1f3433032d1651e14c7304194df4c0e68ce7e6171cab431129d54ff8c19f4
sulla signora,False,signore,gentleman/lady,noun,about the lady (feminine),"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho letto un articolo sulla signora.,I read an article about the lady.,70e47404ef1701ccb4f4872b5afe1b008752a9b192b73a5cc7ac97fd61b96fc9,00e950d2b56d7afa20e3746046e3d5fea193eda34ab94be88aa256a6277e0d44
con la signora,False,signore,gentleman/lady,noun,with the lady (feminine),"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con,Esco con la signora.,I am going out with the lady.,8bdc566eaf680371cf2c8f76c0040dd958553852fde4cb6ad7b079ad71a90e79,cbd12bea29e8e6d0d63e9f9a9d6567588aed7514763c53ebffda6e186db85d07
alle signore,False,signore,gentleman/lady,noun,to the ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Ho scritto alle signore.,I wrote to the ladies.,24107c1ebec93b026834b34d160e2ab73742314c54e992aff6ac31027a707d0e,8026ecfe6f8da667b6e42a7ee3316316f67a1666ca36d20f0a6650df50a39473
dalle signore,False,signore,gentleman/lady,noun,from the ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Arrivano spesso notizie dalle signore.,News often arrives from the ladies.,738afa6a06f82efc21b8d91197fe5f963f51d77e55fb2c435ab3a33589835db0,dd1d54051ec0dee8c80f0493dc1c6bec0ed40a6eb15c2adfcace5718660955e3
nelle signore,False,signore,gentleman/lady,noun,in the ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,C'è grande energia nelle signore.,There is great energy in the ladies.,5a1a27e7d5912a4c2e57f7321ec06e2cff5ee414f2dd6f4211b50c3681cf5d52,de0b7db0fe19623967937bfc120a83f62ca6bc5d14dddc5d72db77e00169bc2b
sulle signore,False,signore,gentleman/lady,noun,about the ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho visto un documentario sulle signore.,I saw a documentary about the ladies.,7ee8c4a00c96677db0803b3809f67f228eab952e1d576a87e32e2c6de93818a2,9e225e601d4d864dd2a0f111745d8dd0d02c585a9e8cc4ff7b3c45b25de34ea6
con le signore,False,signore,gentleman/lady,noun,with the ladies (feminine),"core,people",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con,Lavoro con le signore.,I work with the ladies.,dc7598a80962b5bb59644166a5ddeedc014730a27bbaf1a208c3443f1a0d4fd9,bc33a0f01535a9fa1dfb6873aa636eef48e6c6ccce77c9f2d1a14be255785513
