term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
con gli americani,False,americano,American,noun,with the Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,no contraction; con + gli,Lavoro con gli americani.,I work with the Americans.,8f0dede2e960bda8849452968814552b9c1043d44a6565c0ad5f3a77d7e870ea,2736.0,38a5f11344a26a90555c7efba231a706a93966fe1d800c2ec93e9bba3910cd12,1968.0
americana,False,americano,American,noun,American (feminine),"people,origin",,,feminine,singular,,,False,False,False,,,,,,Cerco americana madrelingua.,I am looking for an American native speaker.,67ffa155e665b2c32067aa55f0dd6bf9fd56bf7cbe8f1279b53908130e1e3ec6,2112.0,78a057503a4ef12ae9ac55d75dd901b4431a9a4abb6728b12a97316a594b99f7,1608.0
un'americana,False,americano,American,noun,an American (feminine),"people,origin",,,feminine,singular,,,False,False,False,indefinite,un',un',,,Ho conosciuto un'americana ieri.,I met an American yesterday.,77948a2fc0ee957bee553dee24cdeb45f69c2de9ed9adb07647f2eda100d9224,2232.0,712e5ae3343dc16b4415aec796e36427ae6ea80ecaebbbeedb6a81de927e968b,1776.0
l'americana,False,americano,American,noun,the American (feminine),"people,origin",,,feminine,singular,,,False,False,False,definite,l',l',,before vowels,L'americana vive a Roma.,The American lives in Rome.,0b9911b701ecd5fdc849b1152e5b0b2aa2bb5963d936d1b87a92f02056aae651,2256.0,6ef286f68b5a6bfd36a3958d212f078adc430f6c64cdd20f52baefdbbd9ce4ef,1656.0
americane,False,americano,American,noun,Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,,,,,plural form,Americane lavorano qui.,American women work here.,ed49f3777a6ba391577f54d67a8354b0942700eab2de57e5ddfad61861a69fda,2232.0,cf19aa7c2f0d430293f920a46b1759e4bb4bfb46d3d5c0da60170b3e36668e43,1584.0
le americane,False,americano,American,noun,the Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,definite,le,le,,,Le americane lavorano qui.,The American women work here.,fa117a037180a8cdcabc0f1bace144639fc28ed17eb1104e722388498ea7be4a,2400.0,b16cc6efe748703cc9a6c9d0ad5bc1dcc391825721c0084f7ad453cb42c13e61,1752.0
delle americane,False,americano,American,noun,some Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Vedo delle americane al museo.,I see some American women at the museum.,b06f8016b46f511594a9c014d7e378ba35408565501493e3f22b4cc19e34ec45,2520.0,958fee48429bda16a54ab7f70cb6e5d3c1fa03da0d388562d211b792fd558635,1920.0
dell'americana,False,americano,American,noun,of the American (feminine),"people,origin",,,feminine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Parlo dell'americana.,I am talking about the American woman.,d079c3106b77cdd5cc4227d9e0f6df18c2945c0e346ec637bbba5dffd363790f,2376.0,cf67fcdc548c5143f44d52a2a3e336ff7752512610bb847961650d95e2c14747,1848.0
all'americana,False,americano,American,noun,to the American (feminine),"people,origin",,,feminine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Scrivo all'americana.,I am writing to the American woman.,3e6a9ce38a9ea6c50a438763244696a447d952bf2d47810fd6f0ec31b14640d6,2352.0,66a98ca7c687ec29d1418f8ce1996876cb5a8aa2d9ce526dece485d99d09ca85,1776.0
dall'americana,False,americano,American,noun,from the American (feminine),"people,origin",,,feminine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Vengo dall'americana.,I am coming from the American woman.,481f8d8434220d370ce8e7ed830e6773c120ec80534ce50c274cb4e25a9b38c7,2424.0,288f7d2d790b31a03ab7a6144245bce5a1b898e97dc2e8112a7256eea4e7e128,1872.0
nell'americana,False,americano,American,noun,in the American (feminine),"people,origin",,,feminine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Confido nell'americana.,I trust in the American woman.,eddd85300c0c66e93f8fbb7455713078f59f6857dbec923e752062a6ace160e1,2352.0,49a31c55242a7363088fef60964d62c8e1f6608dc9120288883d9bba9fbe156a,1848.0
sull'americana,False,americano,American,noun,about the American (feminine),"people,origin",,,feminine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Studio un testo sull'americana.,I study a text about the American woman.,7dc0cf4784d816f24ef3a175fd60889ff1a833245bdf8a6226d977fecf827842,2520.0,cece37208f4f24442c242d8d41b13a345a0ff472ae8c8ee7c2e8b8d460348dbd,1920.0
con l'americana,False,americano,American,noun,with the American (feminine),"people,origin",,,feminine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction; con + l',Collaboro con l'americana.,I collaborate with the American woman.,895da057b282447f4dde786f944523c1f403782e20b6c1cbb6f6852425187698,2424.0,d7ec73bbbf4f962d1bc0838b9741225dd77eec966f4330fb0797ab759140ee15,1872.0
alle americane,False,americano,American,noun,to the Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Parlo alle americane.,I speak to the American women.,305b6ffcff04b7926b6f4a23d66a4c6afe699ae2140ac6b6776983fdfa7b080a,2496.0,24d3d57788fff32a2eacfaf203828f06e2d2ef2382088fd1a07b9c5d25394422,1848.0
dalle americane,False,americano,American,noun,from the Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Arrivano dalle americane.,They arrive from the American women.,87aed1cb9ea37bcfe742a8ee56859a768607cfc0513e8f98cb61efab305c0e39,2592.0,5c25756c2d5aba258daf30a419264d88a201f39eb3fdd290fb06839b96382e87,1920.0
nelle americane,False,americano,American,noun,in the Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Credo nelle americane.,I believe in the American women.,fda7ee03f77ab20b5bc1f0945ec03f9fcd338710e312fe99977f8bcd37accb63,2496.0,ba8fbc3cb6854d483809c62c81823e15f4615bfc8925b21d92d90e28147dbc23,1944.0
sulle americane,False,americano,American,noun,about the Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Leggo articoli sulle americane.,I read articles about the American women.,79c4a5059aed5fd9680ca3bf8acf53c2c842c86986fd4a4a9b0751cd36a2cf83,2688.0,58c72c2be0c5070fd78759eb2e80b6ef129723e67c899479ab3bf0e20f1cf691,1968.0
con le americane,False,americano,American,noun,with the Americans (feminine),"people,origin",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction; con + le,Lavoro con le americane.,I work with the American women.,150f4f90935018ca9d49a1acf7932a4efcccda20ea77e4b13c026b68ff44b11c,2568.0,4e529b172f2de3d0e6b9bc65eb171276eaa9aa05ae0d95f9c72bd2c00d90ea12,1944.0
