path	text	translation_en
vocabulary/dataframes/NOUN/mago.tsv	mago	
vocabulary/dataframes/NOUN/mago.tsv	maghi	
vocabulary/dataframes/NOUN/mahjong.tsv	mahjong	
vocabulary/dataframes/NOUN/maiale.tsv	maiale	
vocabulary/dataframes/NOUN/maiale.tsv	maiali	
vocabulary/dataframes/NOUN/mail.tsv	mail	
vocabulary/dataframes/NOUN/maionese.tsv	maionese	
vocabulary/dataframes/NOUN/maionese.tsv	maionesi	
vocabulary/dataframes/NOUN/mais.tsv	mais	
vocabulary/dataframes/NOUN/maiuscolo.tsv	maiuscolo	
vocabulary/dataframes/NOUN/malapena.tsv	malapena	
vocabulary/dataframes/NOUN/malaria.tsv	malaria	
vocabulary/dataframes/NOUN/malato.tsv	malato	
vocabulary/dataframes/NOUN/malato.tsv	malati	
vocabulary/dataframes/NOUN/malattia.tsv	malattia	
vocabulary/dataframes/NOUN/malattia.tsv	malattie	
vocabulary/dataframes/NOUN/malay.tsv	malay	
vocabulary/dataframes/NOUN/maledizione.tsv	maledizione	
vocabulary/dataframes/NOUN/maledizione.tsv	maledizioni	
vocabulary/dataframes/NOUN/maleducazione.tsv	maleducazione	
vocabulary/dataframes/NOUN/malefatta.tsv	malefatte	
vocabulary/dataframes/NOUN/malerba.tsv	malerba	
vocabulary/dataframes/NOUN/malfattore.tsv	malfattore	
vocabulary/dataframes/NOUN/malgoverno.tsv	malgoverno	
vocabulary/dataframes/NOUN/malinconia.tsv	malinconia	
vocabulary/dataframes/NOUN/malincuore.tsv	malincuore	
vocabulary/dataframes/NOUN/malinteso.tsv	malinteso	
vocabulary/dataframes/NOUN/malta.tsv	malta	
vocabulary/dataframes/NOUN/maltempo.tsv	maltempo	
vocabulary/dataframes/NOUN/maltesa.tsv	maltese	
vocabulary/dataframes/NOUN/malto.tsv	malto	
vocabulary/dataframes/NOUN/malumore.tsv	malumori	
vocabulary/dataframes/NOUN/malvago.tsv	malvagi	
vocabulary/dataframes/NOUN/malvivente.tsv	malviventi	
vocabulary/dataframes/NOUN/mammifere.tsv	mammiferi	
vocabulary/dataframes/NOUN/mammifero.tsv	mammifero	
vocabulary/dataframes/NOUN/mammut.tsv	mammut	
vocabulary/dataframes/NOUN/manager.tsv	manager	
vocabulary/dataframes/NOUN/mancanza.tsv	mancanza	
vocabulary/dataframes/NOUN/mancia.tsv	mancia	
vocabulary/dataframes/NOUN/manciata.tsv	manciata	
vocabulary/dataframes/NOUN/mandala.tsv	mandala	
vocabulary/dataframes/NOUN/mandarino.tsv	mandarino	
vocabulary/dataframes/NOUN/mandarino.tsv	mandarini	
vocabulary/dataframes/NOUN/mandato.tsv	mandato	
vocabulary/dataframes/NOUN/mandolino.tsv	mandolino	
vocabulary/dataframes/NOUN/mandre.tsv	mandre	
vocabulary/dataframes/NOUN/mandria.tsv	mandria	
vocabulary/dataframes/NOUN/manga.tsv	manga	
vocabulary/dataframes/NOUN/mangiare.tsv	mangia	
vocabulary/dataframes/NOUN/mangiatemi.tsv	mangiatemi	
vocabulary/dataframes/NOUN/mangiatore.tsv	mangiatore	
vocabulary/dataframes/NOUN/mangiatore.tsv	mangiatrice	
vocabulary/dataframes/NOUN/mangime.tsv	mangime	
vocabulary/dataframes/NOUN/mangiona.tsv	mangiona	
vocabulary/dataframes/NOUN/mango.tsv	manghi	
vocabulary/dataframes/NOUN/maniaco.tsv	maniaco	
vocabulary/dataframes/NOUN/manica.tsv	maniche	
vocabulary/dataframes/NOUN/manica.tsv	manica	
vocabulary/dataframes/NOUN/manico.tsv	manico	
vocabulary/dataframes/NOUN/manicomio.tsv	manicomio	
vocabulary/dataframes/NOUN/maniera.tsv	maniera	
vocabulary/dataframes/NOUN/maniera.tsv	maniere	
vocabulary/dataframes/NOUN/manifestante.tsv	manifestanti	
vocabulary/dataframes/NOUN/manifestazione.tsv	manifestazione	
vocabulary/dataframes/NOUN/manifestazione.tsv	manifestazioni	
vocabulary/dataframes/NOUN/manifesto.tsv	manifesto	
vocabulary/dataframes/NOUN/manipolazione.tsv	manipolazione	
vocabulary/dataframes/NOUN/manna.tsv	manna	
vocabulary/dataframes/NOUN/manodopera.tsv	manodopera	
vocabulary/dataframes/NOUN/manoscritto.tsv	manoscritto	
vocabulary/dataframes/NOUN/mansione.tsv	mansioni	
vocabulary/dataframes/NOUN/mantenimento.tsv	mantenimento	
vocabulary/dataframes/NOUN/mantide.tsv	mantide	
vocabulary/dataframes/NOUN/manuale.tsv	manuale	
vocabulary/dataframes/NOUN/manuale.tsv	manuali	
vocabulary/dataframes/NOUN/manubrio.tsv	manubrio	
vocabulary/dataframes/NOUN/manutenzione.tsv	manutenzione	
vocabulary/dataframes/NOUN/manzo.tsv	manzo	
vocabulary/dataframes/NOUN/mapo.tsv	mapo	
vocabulary/dataframes/NOUN/mappa.tsv	mappa	
vocabulary/dataframes/NOUN/mappa.tsv	mappe	
vocabulary/dataframes/NOUN/maratona.tsv	maratona	
vocabulary/dataframes/NOUN/marca.tsv	marca	
vocabulary/dataframes/NOUN/marchio.tsv	marchio	
vocabulary/dataframes/NOUN/marcia.tsv	marcia	
vocabulary/dataframes/NOUN/marcia.tsv	marce	
vocabulary/dataframes/NOUN/marciapiede.tsv	marciapiede	
vocabulary/dataframes/NOUN/marciapiedo.tsv	marciapiedi	
vocabulary/dataframes/NOUN/marcio.tsv	marcio	
vocabulary/dataframes/NOUN/marea.tsv	marea	
vocabulary/dataframes/NOUN/maree.tsv	maree	
vocabulary/dataframes/NOUN/margarina.tsv	margarina	
vocabulary/dataframes/NOUN/margarita.tsv	margarita	
vocabulary/dataframes/NOUN/margherita.tsv	margherita	
vocabulary/dataframes/NOUN/margherite.tsv	margherite	
vocabulary/dataframes/NOUN/marijuana.tsv	marijuana	
vocabulary/dataframes/NOUN/marina.tsv	marina	
vocabulary/dataframes/NOUN/marinaio.tsv	marinaio	
vocabulary/dataframes/NOUN/marionetta.tsv	marionetta	
vocabulary/dataframes/NOUN/marionetta.tsv	marionette	
vocabulary/dataframes/NOUN/marketing.tsv	marketing	
vocabulary/dataframes/NOUN/marmellata.tsv	marmellata	
vocabulary/dataframes/NOUN/marmo.tsv	marmo	
vocabulary/dataframes/NOUN/marmocchio.tsv	marmocchio	
vocabulary/dataframes/NOUN/marmotta.tsv	marmotta	
vocabulary/dataframes/NOUN/marocchina.tsv	marocchine	
vocabulary/dataframes/NOUN/marocchino.tsv	marocchini	
vocabulary/dataframes/NOUN/marroncino.tsv	marroncino	
vocabulary/dataframes/NOUN/marrone.tsv	marrone	
vocabulary/dataframes/NOUN/marshmallow.tsv	marshmallow	
vocabulary/dataframes/NOUN/martedì.tsv	martedì	
vocabulary/dataframes/NOUN/martellamento.tsv	martellamento	
vocabulary/dataframes/NOUN/martello.tsv	martello	
vocabulary/dataframes/NOUN/marziano.tsv	marziani	
vocabulary/dataframes/NOUN/marzo.tsv	marzo	
vocabulary/dataframes/NOUN/mascalzone.tsv	mascalzoni	
vocabulary/dataframes/NOUN/mascarpone.tsv	mascarpone	
vocabulary/dataframes/NOUN/mascella.tsv	mascella	
vocabulary/dataframes/NOUN/maschera.tsv	maschera	
vocabulary/dataframes/NOUN/maschera.tsv	maschere	
vocabulary/dataframes/NOUN/mascherina.tsv	mascherine	
vocabulary/dataframes/NOUN/maschio.tsv	maschi	
vocabulary/dataframes/NOUN/maschio.tsv	maschio	
vocabulary/dataframes/NOUN/mascolinità.tsv	mascolinità	
vocabulary/dataframes/NOUN/mascotta.tsv	mascotte	
vocabulary/dataframes/NOUN/masochista.tsv	masochista	
vocabulary/dataframes/NOUN/massa.tsv	massa	
vocabulary/dataframes/NOUN/massa.tsv	masse	
vocabulary/dataframes/NOUN/massacro.tsv	massacro	
vocabulary/dataframes/NOUN/massaggiatore.tsv	massaggiatore	
vocabulary/dataframes/NOUN/massaggio.tsv	massaggio	
vocabulary/dataframes/NOUN/massaggio.tsv	massaggi	
vocabulary/dataframes/NOUN/massima.tsv	massime	
vocabulary/dataframes/NOUN/massimo.tsv	massimo	
vocabulary/dataframes/NOUN/mastectomia.tsv	mastectomia	
vocabulary/dataframes/NOUN/match.tsv	match	
vocabulary/dataframes/NOUN/matematico.tsv	matematici	
vocabulary/dataframes/NOUN/matematico.tsv	matematico	
vocabulary/dataframes/NOUN/materassino.tsv	materassino	
vocabulary/dataframes/NOUN/materia.tsv	materia	
vocabulary/dataframes/NOUN/materia.tsv	materie	
vocabulary/dataframes/NOUN/materiale.tsv	materiale	
vocabulary/dataframes/NOUN/materiale.tsv	materiali	
vocabulary/dataframes/NOUN/maternità.tsv	maternità	
vocabulary/dataframes/NOUN/matricola.tsv	matricole	
vocabulary/dataframes/NOUN/matrigna.tsv	matrigna	
vocabulary/dataframes/NOUN/matrimono.tsv	matrimono	
vocabulary/dataframes/NOUN/mattinata.tsv	mattinata	
vocabulary/dataframes/NOUN/mattinata.tsv	mattinate	
vocabulary/dataframes/NOUN/mattino.tsv	mattino	
vocabulary/dataframes/NOUN/matto.tsv	matti	
vocabulary/dataframes/NOUN/matto.tsv	matto	
vocabulary/dataframes/NOUN/mattone.tsv	mattoni	
vocabulary/dataframes/NOUN/mattone.tsv	mattone	
vocabulary/dataframes/NOUN/maturità.tsv	maturità	
vocabulary/dataframes/NOUN/mazzetta.tsv	mazzetta	
vocabulary/dataframes/NOUN/mazzetta.tsv	mazzette	
vocabulary/dataframes/NOUN/mazzo.tsv	mazzo	
vocabulary/dataframes/NOUN/mec.tsv	mec	
vocabulary/dataframes/NOUN/meccanico.tsv	meccanico	
vocabulary/dataframes/NOUN/meccanismo.tsv	meccanismo	
vocabulary/dataframes/NOUN/meccanismo.tsv	meccanismi	
vocabulary/dataframes/NOUN/mecenate.tsv	mecenati	
vocabulary/dataframes/NOUN/medaglia.tsv	medaglia	
vocabulary/dataframes/NOUN/media.tsv	media	
vocabulary/dataframes/NOUN/media.tsv	medie	
vocabulary/dataframes/NOUN/mediatore.tsv	mediatore	
vocabulary/dataframes/NOUN/mediazione.tsv	mediazione	
vocabulary/dataframes/NOUN/medicinale.tsv	medicinali	
vocabulary/dataframes/NOUN/medicinale.tsv	medicinale	
vocabulary/dataframes/NOUN/meditazione.tsv	meditazione	
vocabulary/dataframes/NOUN/medium.tsv	medium	
vocabulary/dataframes/NOUN/medusa.tsv	medusa	
vocabulary/dataframes/NOUN/meerkat.tsv	meerkat	
vocabulary/dataframes/NOUN/meeting.tsv	meeting	
vocabulary/dataframes/NOUN/mein.tsv	mein	
vocabulary/dataframes/NOUN/melanconia.tsv	melanconia	
vocabulary/dataframes/NOUN/melanzana.tsv	melanzane	
vocabulary/dataframes/NOUN/mele.tsv	meli	
vocabulary/dataframes/NOUN/melo.tsv	melo	
vocabulary/dataframes/NOUN/melodia.tsv	melodia	
vocabulary/dataframes/NOUN/melodramma.tsv	melodramma	
vocabulary/dataframes/NOUN/melone.tsv	melone	
vocabulary/dataframes/NOUN/melone.tsv	meloni	
vocabulary/dataframes/NOUN/membra.tsv	membra	
vocabulary/dataframes/NOUN/membro.tsv	membro	
vocabulary/dataframes/NOUN/membro.tsv	membri	
vocabulary/dataframes/NOUN/memorandum.tsv	memorandum	
vocabulary/dataframes/NOUN/memorizzazione.tsv	memorizzazione	
vocabulary/dataframes/NOUN/menarca.tsv	menarca	
vocabulary/dataframes/NOUN/mendicante.tsv	mendicante	
vocabulary/dataframes/NOUN/menopausa.tsv	menopausa	
vocabulary/dataframes/NOUN/mensa.tsv	mensa	
vocabulary/dataframes/NOUN/mensola.tsv	mensola	
vocabulary/dataframes/NOUN/mensola.tsv	mensole	
vocabulary/dataframes/NOUN/menta.tsv	menta	
vocabulary/dataframes/NOUN/mentalità.tsv	mentalità	
vocabulary/dataframes/NOUN/menti.tsv	menti	
vocabulary/dataframes/NOUN/menti.tsv	mentii	
vocabulary/dataframes/NOUN/mentita.tsv	mentite	
vocabulary/dataframes/NOUN/mento.tsv	mento	
vocabulary/dataframes/NOUN/menzione.tsv	menzione	
vocabulary/dataframes/NOUN/menzione.tsv	menzioni	
vocabulary/dataframes/NOUN/menzogna.tsv	menzogna	
vocabulary/dataframes/NOUN/menù'.tsv	menù'	
vocabulary/dataframes/NOUN/menù.tsv	menù	
vocabulary/dataframes/NOUN/meraviglia.tsv	meraviglie	
vocabulary/dataframes/NOUN/meraviglia.tsv	meraviglia	
vocabulary/dataframes/NOUN/mercante.tsv	mercante	
vocabulary/dataframes/NOUN/mercatino.tsv	mercatino	
vocabulary/dataframes/NOUN/mercato.tsv	mercato	
vocabulary/dataframes/NOUN/mercato.tsv	mercati	
vocabulary/dataframes/NOUN/merce.tsv	merci	
vocabulary/dataframes/NOUN/merce.tsv	merce	
vocabulary/dataframes/NOUN/mercede.tsv	mercede	
vocabulary/dataframes/NOUN/mercenario.tsv	mercenari	
vocabulary/dataframes/NOUN/mercenario.tsv	mercenario	
vocabulary/dataframes/NOUN/mercoledì.tsv	mercoledì	
vocabulary/dataframes/NOUN/mercurio.tsv	mercurio	
vocabulary/dataframes/NOUN/mercé.tsv	mercé	
vocabulary/dataframes/NOUN/merda.tsv	merda	
vocabulary/dataframes/NOUN/merenda.tsv	merenda	
vocabulary/dataframes/NOUN/meretrice.tsv	meretrice	
vocabulary/dataframes/NOUN/meridiano.tsv	meridiani	
vocabulary/dataframes/NOUN/merito.tsv	merito	
vocabulary/dataframes/NOUN/merito.tsv	meriti	
vocabulary/dataframes/NOUN/merlo.tsv	merlo	
vocabulary/dataframes/NOUN/mescolatore.tsv	mescolatore	
vocabulary/dataframes/NOUN/messa.tsv	messa	
vocabulary/dataframes/NOUN/messaggera.tsv	messaggera	
vocabulary/dataframes/NOUN/messaggero.tsv	messaggero	
vocabulary/dataframes/NOUN/messaggine.tsv	messaggini	
vocabulary/dataframes/NOUN/messicano.tsv	messicano	
vocabulary/dataframes/NOUN/mestiere.tsv	mestiere	
vocabulary/dataframes/NOUN/mestruazione.tsv	mestruazioni	
vocabulary/dataframes/NOUN/meta.tsv	meta	
vocabulary/dataframes/NOUN/metafisica.tsv	metafisica	
vocabulary/dataframes/NOUN/metafora.tsv	metafore	
vocabulary/dataframes/NOUN/metafora.tsv	metafora	
vocabulary/dataframes/NOUN/metal.tsv	metal	
vocabulary/dataframes/NOUN/metallo.tsv	metallo	
vocabulary/dataframes/NOUN/metallo.tsv	metalli	
vocabulary/dataframes/NOUN/metano.tsv	metano	
vocabulary/dataframes/NOUN/meteo.tsv	meteo	
vocabulary/dataframes/NOUN/meteora.tsv	meteora	
vocabulary/dataframes/NOUN/meteore.tsv	meteore	
vocabulary/dataframes/NOUN/meteorite.tsv	meteoriti	
vocabulary/dataframes/NOUN/meteorite.tsv	meteorite	
vocabulary/dataframes/NOUN/meteoroide.tsv	meteoroide	
vocabulary/dataframes/NOUN/metereologo.tsv	metereologo	
vocabulary/dataframes/NOUN/metodo.tsv	metodo	
vocabulary/dataframes/NOUN/metodo.tsv	metodi	
vocabulary/dataframes/NOUN/metrica.tsv	metrica	
vocabulary/dataframes/NOUN/metro.tsv	metri	
vocabulary/dataframes/NOUN/metro.tsv	metro	
vocabulary/dataframes/NOUN/metropolitana.tsv	metropolitana	
vocabulary/dataframes/NOUN/metrosessuale.tsv	metrosessuale	
vocabulary/dataframes/NOUN/mettere.tsv	mise	
vocabulary/dataframes/NOUN/mezzanotte.tsv	mezzanotte	
vocabulary/dataframes/NOUN/mezzogior.tsv	mezzogiorno	
vocabulary/dataframes/NOUN/mezzogiorno.tsv	mezzogiorno	
vocabulary/dataframes/NOUN/mezzosangue.tsv	mezzosangue	
vocabulary/dataframes/NOUN/miagolio.tsv	miagolio	
vocabulary/dataframes/NOUN/micio.tsv	micio	
vocabulary/dataframes/NOUN/microblog.tsv	microblog	
vocabulary/dataframes/NOUN/microfono.tsv	microfono	
vocabulary/dataframes/NOUN/microonda.tsv	microonde	
vocabulary/dataframes/NOUN/microscopio.tsv	microscopio	
vocabulary/dataframes/NOUN/midollo.tsv	midollo	
vocabulary/dataframes/NOUN/miele.tsv	miele	
vocabulary/dataframes/NOUN/migliaio.tsv	migliaia	
vocabulary/dataframes/NOUN/migliaio.tsv	migliaio	
vocabulary/dataframes/NOUN/miglio.tsv	miglia	
vocabulary/dataframes/NOUN/miglio.tsv	miglio	
vocabulary/dataframes/NOUN/miglioramento.tsv	miglioramento	
vocabulary/dataframes/NOUN/miglioramento.tsv	miglioramenti	
vocabulary/dataframes/NOUN/migrante.tsv	migranti	
vocabulary/dataframes/NOUN/migrazione.tsv	migrazione	
vocabulary/dataframes/NOUN/miliardario.tsv	miliardario	
vocabulary/dataframes/NOUN/miliardario.tsv	miliardaria	
vocabulary/dataframes/NOUN/miliardario.tsv	miliardari	
vocabulary/dataframes/NOUN/miliardario.tsv	miliardarie	
vocabulary/dataframes/NOUN/miliardo.tsv	miliardi	
vocabulary/dataframes/NOUN/miliardo.tsv	miliardo	
vocabulary/dataframes/NOUN/milionaria.tsv	milionaria	
vocabulary/dataframes/NOUN/milionario.tsv	milionario	
vocabulary/dataframes/NOUN/milionario.tsv	milionari	
vocabulary/dataframes/NOUN/milionario.tsv	milionarie	
vocabulary/dataframes/NOUN/milione.tsv	milioni	
vocabulary/dataframes/NOUN/milione.tsv	milione	
vocabulary/dataframes/NOUN/militare.tsv	militari	
vocabulary/dataframes/NOUN/militare.tsv	militare	
vocabulary/dataframes/NOUN/milizia.tsv	milizie	
vocabulary/dataframes/NOUN/millennium.tsv	millennium	
vocabulary/dataframes/NOUN/millione.tsv	millioni	
vocabulary/dataframes/NOUN/millisecondo.tsv	millisecondi	
vocabulary/dataframes/NOUN/milonga.tsv	milonghe	
vocabulary/dataframes/NOUN/milza.tsv	milza	
vocabulary/dataframes/NOUN/minaccia.tsv	minaccia	
vocabulary/dataframes/NOUN/minaccia.tsv	minacce	
vocabulary/dataframes/NOUN/minacia.tsv	minacia	
vocabulary/dataframes/NOUN/minareto.tsv	minareto	
vocabulary/dataframes/NOUN/minerale.tsv	minerali	
vocabulary/dataframes/NOUN/minestra.tsv	minestra	
vocabulary/dataframes/NOUN/miniatura.tsv	miniatura	
vocabulary/dataframes/NOUN/minidialogo.tsv	minidialoghi	
vocabulary/dataframes/NOUN/miniera.tsv	miniera	
vocabulary/dataframes/NOUN/miniera.tsv	miniere	
vocabulary/dataframes/NOUN/minigolf.tsv	minigolf	
vocabulary/dataframes/NOUN/minigonna.tsv	minigonna	
vocabulary/dataframes/NOUN/minigonne.tsv	minigonne	
vocabulary/dataframes/NOUN/minimarket.tsv	minimarket	
vocabulary/dataframes/NOUN/minimo.tsv	minimo	
vocabulary/dataframes/NOUN/ministero.tsv	ministero	
vocabulary/dataframes/NOUN/ministro.tsv	ministro	
vocabulary/dataframes/NOUN/ministro.tsv	ministri	
vocabulary/dataframes/NOUN/minoranza.tsv	minoranze	
vocabulary/dataframes/NOUN/minoranza.tsv	minoranza	
vocabulary/dataframes/NOUN/minorenne.tsv	minorenni	
vocabulary/dataframes/NOUN/minorenne.tsv	minorenne	
vocabulary/dataframes/NOUN/minorità.tsv	minorità	
vocabulary/dataframes/NOUN/minuta.tsv	minute	
vocabulary/dataframes/NOUN/minutò.tsv	minutò	
vocabulary/dataframes/NOUN/miopia.tsv	miopia	
vocabulary/dataframes/NOUN/miracolo.tsv	miracolo	
vocabulary/dataframes/NOUN/miracolo.tsv	miracoli	
vocabulary/dataframes/NOUN/miriade.tsv	miriade	
vocabulary/dataframes/NOUN/mirtillo.tsv	mirtillo	
vocabulary/dataframes/NOUN/mirtillo.tsv	mirtilli	
vocabulary/dataframes/NOUN/misandria.tsv	misandria	
vocabulary/dataframes/NOUN/misantropo.tsv	misantropo	
vocabulary/dataframes/NOUN/miscela.tsv	miscela	
vocabulary/dataframes/NOUN/miscuglio.tsv	miscuglio	
vocabulary/dataframes/NOUN/miseria.tsv	miseria	
vocabulary/dataframes/NOUN/misericordia.tsv	misericordia	
vocabulary/dataframes/NOUN/miso.tsv	miso	
vocabulary/dataframes/NOUN/missile.tsv	missili	
vocabulary/dataframes/NOUN/missione.tsv	missione	
vocabulary/dataframes/NOUN/mistero.tsv	mistero	
vocabulary/dataframes/NOUN/mistero.tsv	misteri	
vocabulary/dataframes/NOUN/misura.tsv	misure	
vocabulary/dataframes/NOUN/misura.tsv	misura	
vocabulary/dataframes/NOUN/mitigazione.tsv	mitigazione	
vocabulary/dataframes/NOUN/mito.tsv	miti	
vocabulary/dataframes/NOUN/mitologia.tsv	mitologia	
vocabulary/dataframes/NOUN/mitologo.tsv	mitologi	
vocabulary/dataframes/NOUN/mitragliatore.tsv	mitragliatrice	
vocabulary/dataframes/NOUN/mobile.tsv	mobili	
vocabulary/dataframes/NOUN/mobile.tsv	mobile	
vocabulary/dataframes/NOUN/mobilio.tsv	mobilio	
vocabulary/dataframes/NOUN/moda.tsv	moda	
vocabulary/dataframes/NOUN/modalità.tsv	modalità	
vocabulary/dataframes/NOUN/mode.tsv	mode	
vocabulary/dataframes/NOUN/modella.tsv	modella	
vocabulary/dataframes/NOUN/modella.tsv	modelle	
vocabulary/dataframes/NOUN/modello.tsv	modello	
vocabulary/dataframes/NOUN/modello.tsv	modelli	
vocabulary/dataframes/NOUN/moderazione.tsv	moderazione	
vocabulary/dataframes/NOUN/modifica.tsv	modifiche	
vocabulary/dataframes/NOUN/modificabilità.tsv	modificabilità	
vocabulary/dataframes/NOUN/modulo.tsv	modulo	
vocabulary/dataframes/NOUN/modulo.tsv	moduli	
vocabulary/dataframes/NOUN/moglia.tsv	moglia	
vocabulary/dataframes/NOUN/molecola.tsv	molecole	
vocabulary/dataframes/NOUN/molecola.tsv	molecola	
vocabulary/dataframes/NOUN/molestia.tsv	molestia	
vocabulary/dataframes/NOUN/molla.tsv	molla	
vocabulary/dataframes/NOUN/molle.tsv	molli	
vocabulary/dataframes/NOUN/mollusco.tsv	molluschi	
vocabulary/dataframes/NOUN/molo.tsv	molo	
vocabulary/dataframes/NOUN/molteplicità.tsv	molteplicità	
vocabulary/dataframes/NOUN/moltiplicazione.tsv	moltiplicazione	
vocabulary/dataframes/NOUN/monaca.tsv	monaca	
vocabulary/dataframes/NOUN/monaco.tsv	monaco	
vocabulary/dataframes/NOUN/monaco.tsv	monaci	
vocabulary/dataframes/NOUN/monarchia.tsv	monarchia	
vocabulary/dataframes/NOUN/monastero.tsv	monastero	
vocabulary/dataframes/NOUN/monello.tsv	monello	
vocabulary/dataframes/NOUN/moneta.tsv	moneta	
vocabulary/dataframes/NOUN/moneta.tsv	monete	
vocabulary/dataframes/NOUN/mongolfiera.tsv	mongolfiera	
vocabulary/dataframes/NOUN/mongolo.tsv	mongolo	
vocabulary/dataframes/NOUN/monociclo.tsv	monociclo	
vocabulary/dataframes/NOUN/monogamia.tsv	monogamia	
vocabulary/dataframes/NOUN/monolocale.tsv	monolocale	
vocabulary/dataframes/NOUN/monopolio.tsv	monopolio	
vocabulary/dataframes/NOUN/monopolo.tsv	monopoli	
vocabulary/dataframes/NOUN/monotonia.tsv	monotonia	
vocabulary/dataframes/NOUN/monsone.tsv	monsone	
vocabulary/dataframes/NOUN/monsone.tsv	monsoni	
vocabulary/dataframes/NOUN/montaggio.tsv	montaggio	
vocabulary/dataframes/NOUN/montatura.tsv	montatura	
vocabulary/dataframes/NOUN/montatura.tsv	montature	
vocabulary/dataframes/NOUN/monte.tsv	monte	
vocabulary/dataframes/NOUN/monte.tsv	monti	
vocabulary/dataframes/NOUN/montone.tsv	montone	
vocabulary/dataframes/NOUN/monumento.tsv	monumento	
vocabulary/dataframes/NOUN/morale.tsv	morale	
vocabulary/dataframes/NOUN/moralismo.tsv	moralismo	
vocabulary/dataframes/NOUN/moralista.tsv	moralista	
vocabulary/dataframes/NOUN/morbo.tsv	morbo	
vocabulary/dataframes/NOUN/mordere.tsv	morse	
vocabulary/dataframes/NOUN/more.tsv	more	
vocabulary/dataframes/NOUN/morente.tsv	morenti	
vocabulary/dataframes/NOUN/morfismo.tsv	morfismo	
vocabulary/dataframes/NOUN/morfologia.tsv	morfologia	
vocabulary/dataframes/NOUN/moriate.tsv	moriate	
vocabulary/dataframes/NOUN/morso.tsv	morso	
vocabulary/dataframes/NOUN/morso.tsv	morsi	
vocabulary/dataframes/NOUN/morto.tsv	morti	
vocabulary/dataframes/NOUN/morto.tsv	morto	
vocabulary/dataframes/NOUN/mosaico.tsv	mosaico	
vocabulary/dataframes/NOUN/mosca.tsv	mosca	
vocabulary/dataframes/NOUN/mosca.tsv	mosche	
vocabulary/dataframes/NOUN/moschea.tsv	moschea	
vocabulary/dataframes/NOUN/moschea.tsv	moschee	
vocabulary/dataframes/NOUN/mossa.tsv	mossa	
vocabulary/dataframes/NOUN/mostra.tsv	mostra	
vocabulary/dataframes/NOUN/mostro.tsv	mostri	
vocabulary/dataframes/NOUN/mostro.tsv	mostro	
vocabulary/dataframes/NOUN/motivazione.tsv	motivazione	
vocabulary/dataframes/NOUN/motivazione.tsv	motivazioni	
vocabulary/dataframes/NOUN/motivo.tsv	motivo	
vocabulary/dataframes/NOUN/motivo.tsv	motivi	
vocabulary/dataframes/NOUN/moto.tsv	moto	
vocabulary/dataframes/NOUN/motocicletta.tsv	motocicletta	
vocabulary/dataframes/NOUN/motociclista.tsv	motociclista	
vocabulary/dataframes/NOUN/motociclo.tsv	motocicli	
vocabulary/dataframes/NOUN/motore.tsv	motore	
