text_it	text_en	hash	text_it_length	text_en_length
Devo tornare a lavorare.	I have to go back to work.	98c2242c-3778-51a6-b433-172683884430	24	26
Tom non sa cosa farebbe senza Mary.	Tom doesn't know what he'd do without Mary.	32fbb98e-9778-557f-ae66-41e87ecc31c1	35	43
Ho sempre sognato di vivere all'estero.	I've always dreamed of living abroad.	73fff867-5b53-5dca-8f26-d57c67678b0b	39	37
Tom urlava dal dolore.	Tom screamed in pain.	1a469a2c-3b11-51f1-bd86-7d77cbd75f2a	22	21
Il mio orologio ha smesso di funzionare.	My watch has stopped working.	49e66bb4-d5ed-555a-aab0-fbc5675918f6	40	29
Perché Tom è così gentile con noi?	Why is Tom being so nice to us?	9637b9da-3d59-5569-b162-f47cf6a958ed	34	31
Perché non stai indossando una cravatta?	Why aren't you wearing a tie?	4a736406-99b6-5f67-8cba-6bba106e36e7	40	29
Perché non sta indossando una cravatta?	Why aren't you wearing a tie?	641eb34d-4b6b-59c7-988a-c922b29d5d7a	39	29
Perché non state indossando una cravatta?	Why aren't you wearing a tie?	fc87d16b-8d1d-5c3d-b57e-dfca3d43a7ab	41	29
Tom non si è divertito alla festa.	Tom didn't have a good time at the party.	8080f437-2fbc-557b-bdec-c1aa809049e8	34	41
Non sono sicuro su come l'ho fatto.	I'm not sure how I did that.	d5232124-58ea-5ab4-8b15-8e9a4ce02cdd	35	28
Non sono sicura su come l'ho fatto.	I'm not sure how I did that.	b1cc1bb3-ff77-5bf4-bb9c-c09c32a5825a	35	28
Tom non ha idea di dove siamo.	Tom has no idea where we are.	908f0e71-5615-571a-86a7-95ee0a0937a4	30	29
Non prendere le cose troppo sul serio.	Don't take things too seriously.	74e3cbaa-c01f-52b9-877b-da2b5391ebe4	38	32
Non prendete le cose troppo sul serio.	Don't take things too seriously.	0e0696bd-ead8-5da0-95f1-d31de91c2ed1	38	32
Non prenda le cose troppo sul serio.	Don't take things too seriously.	b88b4e3d-9132-52b6-9d25-bdb9bb916967	36	32
Non prendere le cose troppo seriamente.	Don't take things too seriously.	ce42ebdc-d07b-51c8-a8cd-4087fb9933d7	39	32
Non prendete le cose troppo seriamente.	Don't take things too seriously.	50848e26-f68e-5d94-a5c0-56cb948e275b	39	32
Non prenda le cose troppo seriamente.	Don't take things too seriously.	9756bfdd-c623-52bb-a0df-4f993c96d432	37	32
Dov'è la tua valigia?	Where's your suitcase?	224e9d6d-5f8c-58c6-8775-86194eedc081	21	22
Dov'è la vostra valigia?	Where's your suitcase?	67f5b2b3-0d45-5d29-944b-e5a59779ddfc	24	22
Dov'è la sua valigia?	Where's your suitcase?	309f02e8-addb-533c-8fcd-084dea7d92cc	21	22
Non è facile parlare bene in francese.	It isn't easy to speak French well.	62a082cd-bb00-5864-88ff-e2180005ec9f	38	35
Questo posto è occupato.	This seat is taken.	563a014d-e633-5405-b5b7-7abefd742e97	24	19
Tom ha un tatuaggio sul polso.	Tom has a tattoo on his wrist.	7de47bd6-460c-56d6-b296-e0cfef3bb2e7	30	30
Siamo troppo vecchi per giocare.	We're too old to play games.	ab918d09-689f-5973-a4a2-f79bc135e617	32	28
Siamo troppo vecchie per giocare.	We're too old to play games.	72199294-7c6b-52f2-8e04-64076f5ba26a	33	28
Ha fatto finta di non avermi sentito.	She pretended that she didn't hear me.	db1b0f8c-08d6-5f97-878c-96658f088cbe	37	38
Ha fatto finta di non avermi sentita.	She pretended that she didn't hear me.	bf8c8d01-0903-559f-afce-e84ea9b95842	37	38
La stazione era deserta.	The station was deserted.	dd9293ab-91ba-59fb-add6-04f410927f2e	24	25
Voglio solo renderti felice.	I just want to make you happy.	7617b21f-b2cf-5ebc-b991-6cb1e43f9532	28	30
Voglio solo rendervi felice.	I just want to make you happy.	b44359b4-73e2-522c-98c0-9e598d4b8751	28	30
Voglio solo renderla felice.	I just want to make you happy.	31a7ad9e-b352-5b3b-a35d-96da09173a63	28	30
Nessuno è stato dentro.	Nobody's been inside.	f0c906c5-3100-58cb-8e66-5747044fb38b	23	21
Niente è sufficientemente buono per Tom.	Nothing's good enough for Tom.	3fd14efe-44c0-5c39-b33d-41cd9e7e7d15	40	30
Nulla è sufficientemente buono per Tom.	Nothing's good enough for Tom.	71b5611a-e22c-59c5-98cc-f7cec289a844	39	30
Occhio ai piedi.	Watch your feet.	55604057-890f-5097-b59a-1e365066a8fe	16	16
Lunedì va bene?	Is Monday OK?	396690e6-a91f-5510-b568-81da03c80080	15	13
Tom ha visitato l'Australia tre anni fa.	Tom visited Australia three years ago.	c7b64d82-80dd-532f-8e86-1b12e7585d16	40	38
Non vedevo Tom da anni.	I hadn't seen Tom in years.	7d45d06b-8c07-57a2-91ab-ab32a19969c2	23	27
Non sarò mai in grado di dimenticarlo.	I'll never be able to forget it.	04e92388-2881-564e-bcdc-182b25ba837d	38	32
Non sarò mai in grado di dimenticarla.	I'll never be able to forget it.	d838a87c-518d-5433-9529-5fe7abaca240	38	32
Non sarò mai in grado di scordarlo.	I'll never be able to forget it.	d40c6cf9-f0d0-5b0c-b12c-2f59c5d8be5a	35	32
Non sarò mai in grado di scordarla.	I'll never be able to forget it.	3e31180e-572d-558e-aa44-c3cad1b33d99	35	32
Posso ancora a lavorare.	I can still work.	b97a5971-955e-5062-a9ea-c95162b8f445	24	17
Riesco ancora a lavorare.	I can still work.	ec749a33-a475-5d85-8615-0df8aff59b70	25	17
Questa è l'ultima moda.	This is the latest fashion.	2a22c5d1-7a60-50ee-ae1b-c3fae8a1e5b4	23	27
È troppo lungo.	That's too long.	e25a8f6d-24b6-5bbe-b7bd-bb8fca8e1291	15	16
Sto tornando indietro a cercare Tom.	I'm going back to look for Tom.	c8082d2a-6f4e-55b2-b8e7-2cc40764c2b9	36	31
Potrebbe esplodere.	It might explode.	a1905eca-71d1-56ad-816a-70883d57ac96	19	17
Ci servono più volontari.	We need more volunteers.	aa175e2a-e03c-54b2-afad-4c56dd0578a8	25	24
Abbiamo bisogno di più volontari.	We need more volunteers.	9a5bb239-31f8-5f30-a10d-de9f84d11813	33	24
Tom vive a Roma.	Tom lives in Rome.	0923fb24-96d1-5beb-a66a-91df94050cc0	16	18
Tom abita a Roma.	Tom lives in Rome.	6671d67a-fa78-5ad2-b160-44019a124417	17	18
Linda sta andando a casa.	Linda is going home.	7968c220-a79c-5a77-93cc-f980742d7a19	25	20
Non puoi sposarlo.	You can't marry him.	0842fdc8-d538-5e2c-b2e0-6e7f66647ce7	18	20
Non puoi sposarla.	You can't marry her.	3dad3d61-7963-546c-a33d-6eb8eff0ea6c	18	20
Ci stai preparando dei sandwich?	Are you making us sandwiches?	fcaeaa7d-564f-5c5e-b407-6b968459a488	32	29
Ci sta preparando dei sandwich?	Are you making us sandwiches?	61401ff1-7174-51c5-91e6-38c7d041a45b	31	29
Ci state preparando dei sandwich?	Are you making us sandwiches?	b3ae1137-4804-5277-9343-6d5aa1d6157c	33	29
Sembra che conosca il segreto.	It seems that he knows the secret.	8bbaf012-280c-5ff8-ae66-21b9b0d0f07f	30	34
Gli ho chiesto di suonare la chitarra.	I asked him to play the guitar.	ac6a1f26-28c4-5067-9763-e94d79718f93	38	31
Le ho chiesto di suonare la chitarra.	I asked her to play the guitar.	6dd9d0e6-5be0-5b22-8dfe-92b2228fa74b	37	31
Gli ho chiesto di aprire la porta.	I asked him to open the door.	eba9a597-01a0-5c8a-a258-0dcfd66642b6	34	29
Le ho chiesto di aprire la porta.	I asked her to open the door.	11cb705d-b6e1-5d7b-86e6-5bb9151d78eb	33	29
Ho chiesto loro di andarsene.	I asked them to leave.	1206f34e-169c-5f4c-9f0a-11bd511a5633	29	22
Gli ho chiesto di andarsene.	I asked him to leave.	dab745b4-3994-594e-b307-16efd67f8bdb	28	21
Le ho chiesto di firmare i documenti.	I asked her to sign the papers.	65f7ae16-33b8-5c57-8d1f-9bfe7146f90f	37	31
Gli ho chiesto di firmare i documenti.	I asked him to sign the papers.	fae4ce60-3e8f-53e3-b7fa-9dbb14a8621e	38	31
Ho chiesto loro di firmare i documenti.	I asked them to sign the papers.	ce65f8ac-6bf5-579b-98aa-9565aef92005	39	32
Ho chiesto loro di fermarsi.	I asked them to stop.	af87431e-3a93-55b2-a02a-2c581d674ace	28	21
Gli ho chiesto di fermarsi.	I asked him to stop.	4e2f0366-e98b-59b1-9f5a-d928060bbbc0	27	20
Le ho chiesto di fermarsi.	I asked her to stop.	1c7af00b-a284-5871-a88d-688ceb1c5839	26	20
Si è rotto il braccio giocando a calcio.	He broke his arm playing football.	e5180a64-62bd-5d88-a579-10a8ca50904c	40	34
Si è rotto il braccio giocando a football.	He broke his arm playing football.	700a939f-fe1a-54cc-994b-6fb81ad728da	42	34
Non l'ho ancora chiesto a lei.	I haven't asked her yet.	8f19a99c-4324-5e1f-8c54-63a60d6097c5	30	24
Gli ho chiesto di aiutarci.	I've asked him to help us.	5e6951e7-ec8a-5943-ba73-5094777a22c1	27	26
Non l'ho ancora chiesto a loro.	I haven't asked them yet.	71004cc3-7511-5a2e-bc70-a2fe00a7cb05	31	25
Non l'ho ancora chiesto a lui.	I haven't asked him yet.	70eaa53f-f977-5697-91d5-893653a9b265	30	24
Non gliel'ho ancora chiesto.	I haven't asked him yet.	2afe61ec-124b-5a96-9292-b8d13e310f9a	28	24
Non l'ho chiesto a lei.	I haven't asked her.	33d8253c-b864-50f0-af56-34774370873c	23	20
Non gliel'ho chiesto.	I haven't asked him.	deec4f0f-8b14-52b4-9635-0c838c09ca4b	21	20
Non l'ho chiesto a loro.	I haven't asked them.	b3fffa5e-8065-55af-986f-a41c55739251	24	21
Non sono arrabbiato con lei.	I'm not angry with her.	9be92e6c-10a5-52d4-bc27-327952c044c9	28	23
Non sono arrabbiata con lei.	I'm not angry with her.	d0a37e80-e4f7-5927-9cf9-8988c855a99a	28	23
Non sono arrabbiato con lui.	I'm not angry with him.	ef7974e8-d5b0-503d-9b62-3e228846b916	28	23
Non sono arrabbiata con lui.	I'm not angry with him.	a69fc11c-a67d-56c6-b0f5-47c579f26fdd	28	23
Non lo sto chiedendo a loro.	I'm not asking them.	ad2d218f-04e6-5272-9ae4-cd5dfa828cdd	28	20
Non lo sto chiedendo a lui.	I'm not asking him.	62ac41cd-21f7-5bd4-af78-0d7eba44562a	27	19
Non lo sto chiedendo a lei.	I'm not asking her.	d41ab3cb-35e4-55a0-a5bc-cc26791aee1a	27	19
Voglio dirti qualcosa.	I want to tell you something.	1e0c67ce-cbf2-5c7d-801d-b5a7c1840882	22	29
Voglio dirvi qualcosa.	I want to tell you something.	9b33b162-cf0b-5f72-99bb-8e173d312a38	22	29
Voglio dirle qualcosa.	I want to tell you something.	48ce3fa6-35de-5f00-a3fa-97cde4050139	22	29
Ti voglio dire qualcosa.	I want to tell you something.	464a2274-455c-579f-9c76-6465e7e8a2d0	24	29
Vi voglio dire qualcosa.	I want to tell you something.	f865945a-5db2-5f69-95ff-1dc5aba6e57c	24	29
Le voglio dire qualcosa.	I want to tell you something.	c8b6dff0-3fdf-52e4-bc00-18a9b886845b	24	29
Sto ridendo di loro.	I'm laughing at them.	cd90805d-bf16-5908-a07a-5d4494b6dc62	20	21
Sto ridendo di lui.	I'm laughing at him.	ae427ce8-9be6-53fc-87b2-4a6aacb2e3cf	19	20
Mi piace fare loro delle facce.	I like to make faces at them.	c9de2beb-df9e-5d33-8f18-be040b7fa144	31	29
Mi piace fargli delle facce.	I like to make faces at him.	1acd9c5c-e6e8-5ae5-842c-44f6804786cc	28	28
Hai dell'acqua.	You have water.	ac294338-35f7-5b7e-9a40-952fdf350976	15	15
Ha dell'acqua.	You have water.	fec08701-de39-58fb-ba81-92a0e6dd855f	14	15
Avete dell'acqua.	You have water.	39de916c-c445-50b4-9044-4235d2f824d0	17	15
Ho chiesto loro di venire con me.	I asked them to come with me.	8ad7b67c-2925-50bc-ba54-d8f181d2f742	33	29
Gli ho chiesto di venire con me.	I asked him to come with me.	24d3ece5-7136-5c0f-846e-168ab8abf911	32	28
Le ho chiesto di venire con me.	I asked her to come with me.	86f407d1-8534-5ea1-a5f9-d8b7efc47de5	31	28
Ditele cosa volete fare.	Tell her what you want to do.	f1fb1f98-7033-5b13-83e1-56acb854d372	24	29
Rendi tutti felici.	Make everyone happy.	381c1ba9-14f1-50bd-8496-7d614593e265	19	20
Renda tutti felici.	Make everyone happy.	454a15b7-f37b-5d8e-a2e3-128f6da465b8	19	20
Rendete tutti felici.	Make everyone happy.	d7ce484a-7795-5364-be72-005920ddc821	21	20
Tom ha pugnalato sua moglie.	Tom stabbed his wife.	8352a761-561f-5e4d-9686-495d4a50ff17	28	21
Tom pugnalò sua moglie.	Tom stabbed his wife.	cd82185c-2f72-5314-ac64-ee339694ca41	23	21
La vita era di nuovo buona.	Life was good again.	12ba011a-382b-5880-ba5d-d5d736df199f	27	20
Scegliamo un vincitore.	Let's pick a winner.	291598b1-d7c4-57f8-84c6-9662251d2ac3	23	20
È buono per noi.	That's good for us.	a4ba1903-390b-51bb-910b-cd3900da81c7	16	19
È sufficientemente facile.	That's easy enough.	45e8380c-9002-5cb0-ac6e-89ba7f3fdc80	26	19
Quello sarà il giorno.	That'll be the day.	f3952f89-964e-51ed-af81-06719e24757f	22	19
Tom è un concorrente.	Tom is a competitor.	0778beeb-6cf1-55dc-abf8-799f96876605	21	20
È normale qui.	That's normal here.	d3f14add-ddc2-569b-9b52-4b76175fbdca	14	19
Tom è un luogotenente.	Tom is a lieutenant.	eb548285-c2dc-5a6e-9838-0c3a6b82a7e2	22	20
Non è un incidente.	That's no accident.	4415ef33-9dcb-505b-8561-ceb12e9048e2	19	19
Tom è un pescivendolo.	Tom is a fishmonger.	c054f09f-717f-5b9e-9029-095bf9834ca6	22	20
Tom è un venditore di pesce.	Tom is a fish dealer.	81b16ce6-4b1a-5754-889c-b9e8d49f2514	28	21
Non c'erano radio in Giappone in quei giorni.	There were no radios in Japan in those days.	d7fc2d71-e0c2-5e76-9888-ff7ced621bd9	45	44
Tom sta mangiando del pane.	Tom is eating bread.	3d2fd356-dc1f-521a-a362-acaed6a6304d	27	20
La carne era bruciata.	The meat was burnt.	41a23f80-490a-504f-abf9-c4ede5abdede	22	19
L'incontro era finito.	The match was over.	a2f427a1-22f1-55b7-9a4d-ba92e18f4c2d	22	19
La partita era finita.	The match was over.	de564ce3-9bd2-5d3c-88ca-c2e58a610d6d	22	19
Tom è nel torto.	Tom is in the wrong.	a3e6c98b-7e67-5d8d-b703-34b52ad7fcd4	16	20
Tom è difficile da battere.	Tom is hard to beat.	932d2707-9bdc-5246-92af-07a46ee25151	27	20
Tom è difficile da sconfiggere.	Tom is hard to beat.	3c4999b7-0735-547d-af25-8118112e0686	31	20
L'attesa continua.	The wait continues.	3e5f617b-3b02-50c3-af65-4033dee3dfd5	18	19
La ricerca è finita.	The search is over.	b4f26169-9ca4-54fb-8caa-9f5206e815ab	20	19
Tom ora è deceduto.	Tom is now deceased.	e51d8b14-3dc7-5224-9c11-2e2869d647ae	19	20
Tom adesso è deceduto.	Tom is now deceased.	f7c2522d-6dc0-5311-ac82-02b968302dec	22	20
Sono a miglia di distanza.	They're miles away.	09f8c5fa-51e2-5efc-8f8b-07dffaff4406	26	19
Non ce lo diranno.	They won't tell us.	cb12db74-7e19-5542-af34-a924795255ed	18	19
Tom non è un'eccezione.	Tom is no exception.	c167b49b-521f-5c8d-8837-8e34f05be12a	23	20
Mi fanno ridere.	They make me laugh.	5f1a7ae6-d11e-580d-ab2e-9a27061e48b4	16	19
Tom non è un economista.	Tom is no economist.	ff69e094-2edc-5e4c-b042-20f1f0d9c2bc	24	20
Questo è tutto stupido.	This is all stupid.	a124030e-f6d5-5c0d-896b-f36b5614ecda	23	19
Ciò è tutto stupido.	This is all stupid.	2eb77078-269d-5ae1-b08a-aa6560860154	20	19
Questo è un computer.	This is a computer.	fb61af32-f621-5e18-8eb8-8f1298f96934	21	19
Questo potrebbe essere enorme.	This could be huge.	d91b223e-7f60-53af-b60d-09d6fd25f39e	30	19
Sono i nostri eroi.	They're our heroes.	0a8dcec5-26a0-5077-bd30-e68019955ad9	19	19
Loro sono i nostri eroi.	They're our heroes.	a33103e7-e916-51bc-a28d-3067f7e91d1d	24	19
Sono solo idee.	They're only ideas.	2ca306fb-45c5-518b-8fb0-36bed9cd9826	15	19
Sono soltanto idee.	They're only ideas.	8c70dc40-ce96-5a53-8bce-023b867a5efb	19	19
Sono solamente idee.	They're only ideas.	5252b3a4-5e34-5743-be06-d1f837534eeb	20	19
Tom ti sta osservando.	Tom is watching you.	74edd233-33a1-5cde-88b0-a7fdfd12aa06	22	20
Tom vi sta osservando.	Tom is watching you.	a82f90a0-4c9e-5597-a9da-10be2b3f73db	22	20
Tom la sta osservando.	Tom is watching you.	82ec086a-8ce7-5363-935d-48b0261b0fdf	22	20
È la mia opinione.	That's my opinion.	10b919ca-098e-5c38-9ecf-b1bea5d09183	18	18
Tom è molto complesso.	Tom is very complex.	8b9c4036-a69e-52fc-a582-c7e69acd5ef1	22	20
Ciò mi sta uccidendo.	This is killing me.	41e876cb-48f2-5b30-8e5f-829d457f4335	21	19
Questo è tutto.	This is everything.	d8a17cc2-28fc-52d0-b991-79d3505c314f	15	19
Tom è molto allegro.	Tom is very chipper.	bbe6cb22-c260-5297-ae47-a9540964d87d	20	20
Questo è un estratto.	This is an extract.	fd7e536f-4074-5006-8985-eba7647d94d8	21	19
Questa è un'anomalia.	This is an anomaly.	3ec76217-58c9-534d-bd10-9aac97f3a5fe	21	19
Tom è stanco di voi.	Tom is tired of you.	b5875540-5fec-56a7-9492-9075570d4269	20	20
Tom è stanco di te.	Tom is tired of you.	10cb5926-5ca2-5358-8163-94d02673ddd0	19	20
Tom è stanco di lei.	Tom is tired of you.	85206eb5-79b3-5bba-9469-9e5f179158e1	20	20
Perché non me l'ha detto?	Why didn't you tell me that?	505318cb-cb48-5c64-81be-50a1753da9e1	25	28
Perché non me lo avete detto?	Why didn't you tell me that?	76bbc821-969e-55a2-8d1a-be9cc2bbae16	29	28
Tom non è con loro.	Tom isn't with them.	503084b5-d492-5050-bfeb-c39764c87e93	19	20
Questo sembra aiutare.	This seems to help.	ab715768-2376-58c8-ae9a-fbc7efea307f	22	19
Questo è quello che funziona.	This is what works.	be687afb-3ff1-5129-bc01-679063790157	29	19
Questo è ciò che funziona.	This is what works.	9c86a0b3-aac5-5967-aa5e-16c9ccf84067	26	19
Dormi!	Sleep!	d475ab8d-7c9f-5d5f-9007-ce5dac1a77a1	6	6
Non era un lavoro facile.	It wasn't easy work.	b86c9657-549f-5919-9d6a-db2d700095e8	25	20
Non avrà senso.	It won't make sense.	9ec5ac53-e810-59eb-848e-576abd183683	15	20
Tom ha finito la carta.	Tom ran out of paper.	e36d4634-f91b-5462-8662-e9b1d941026a	23	21
Tom finì la carta.	Tom ran out of paper.	430446e8-817f-5536-a9f7-44047c739de3	18	21
È un'ottima scusa.	It's a great excuse.	dcdc4836-ec18-51fa-940a-58dc0349e560	18	20
Tom è ritornato rapidamente.	Tom returned quickly.	353340a9-1611-5bc2-a45e-0c3a1d1d07fd	28	21
Tom ritornò rapidamente.	Tom returned quickly.	d58ec9d6-dd55-5ab7-9deb-2d9a3c684651	24	21
È un buon programma.	It's a good program.	752b428e-cec6-553c-b3ee-3de2de3fc9b1	20	20
È un buon concetto.	It's a good concept.	7f0407ac-a142-5896-b6d1-db6841081b02	19	20
È un servizio gratuito.	It's a free service.	2ce62cd0-a274-5528-9951-9c9f279562d6	23	20
Non devi scrivere una lettera con una matita.	You must not write a letter with a pencil.	50026b08-1f81-53c6-a49d-23b4e5205861	45	42
Non deve scrivere una lettera con una matita.	You must not write a letter with a pencil.	017f3e1c-65e4-5713-9af3-9be37145c5a6	45	42
Non dovete scrivere una lettera con una matita.	You must not write a letter with a pencil.	ec6cd2ab-5264-588c-a990-917650134b55	47	42
Tom mi scrive almeno una volta alla settimana.	Tom writes to me at least once a week.	7d28e359-f5c0-5317-be52-cbe8c003ef60	46	38
Tom si sente davvero male.	Tom really feels bad.	1bf5f1c6-0d2a-5342-a06d-3c07fbc2d5bc	26	21
Tom si sente veramente male.	Tom really feels bad.	dec0941a-5402-513d-ab24-6de1d19fca82	28	21
È un processo lento.	It's a slow process.	964b863c-38f1-5820-872e-0caaf1def24d	20	20
Tom gestisce un negozio di scarpe.	Tom runs a shoe shop.	b6b67c10-5f4a-596c-8d90-7cd5378b1997	34	21
È un problema di sicurezza.	It's a safety issue.	5424152b-48f0-523d-88b8-959509e65167	27	20
È una malattia rara.	It's a rare disease.	19c1c626-76c1-56eb-83f2-608fd2c7f209	20	20
Tom gestisce un negozio di torte.	Tom runs a cake shop.	f4800e11-6d6f-5682-8c5d-b69e9a717495	33	21
È una bella sensazione.	It's a nice feeling.	aa8d972a-74ba-53fd-8cc6-074df4a9a425	23	20
È un processo lungo.	It's a long process.	3a66ce7d-b35d-5432-89ef-e18ba3d8362f	20	20
È troppo grande per me.	It's too big for me.	cc43010d-c125-508f-9324-46244f94f619	23	20
Tom mi ha servito del caffè.	Tom served me coffee.	ff9d0b6b-3f06-5ba2-a4cb-fdbccd39ef3d	28	21
Tom sembrava essere malato.	Tom seemed to be ill.	ed6a6043-383a-51fc-9c3e-98f6f375d47a	27	21
