term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,pronunciation
volesti,False,volere,to want,verb,you wanted,"core,verb",,2s,,singular,indicative,passato remoto,False,False,False,,,,,,tu volesti dirtelo.,You wanted to tell yourself.,voh-LEH-stee
volle,False,volere,to want,verb,he wanted/she wanted/you (formal) wanted,"core,verb",,3s,,singular,indicative,passato remoto,False,False,False,,,,,,lei volle rispondere.,She wanted to answer.,VOHL-leh
volemmo,False,volere,to want,verb,we wanted,"core,verb",,1p,,plural,indicative,passato remoto,False,False,False,,,,,,noi volemmo provarci.,We wanted to try.,voh-LEHM-moh
voleste,False,volere,to want,verb,you (plural) wanted,"core,verb",,2p,,plural,indicative,passato remoto,False,False,False,,,,,,voi voleste partecipare.,You wanted to participate.,voh-LEH-steh
vollero,False,volere,to want,verb,they wanted,"core,verb",,3p,,plural,indicative,passato remoto,False,False,False,,,,,,loro vollero restare.,They wanted to stay.,vohl-LEH-roh
ho voluto,False,volere,to want,verb,I have wanted,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'voluto',ho voluto aiutare.,I have wanted to help.,OH voh-LOO-toh
hai voluto,False,volere,to want,verb,you have wanted,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'voluto',hai voluto parlare.,You have wanted to speak.,AHEE voh-LOO-toh
ha voluto,False,volere,to want,verb,he has wanted/she has wanted/you (formal) have wanted,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',ha voluto venire.,He has wanted to come.,AH voh-LOO-toh
abbiamo voluto,False,volere,to want,verb,we have wanted,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'voluto',abbiamo voluto provare.,We have wanted to try.,ahb-BEEAH-moh voh-LOO-toh
avete voluto,False,volere,to want,verb,you (plural) have wanted,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'voluto',avete voluto lo stesso.,You have wanted it anyway.,ah-VEH-teh voh-LOO-toh
hanno voluto,False,volere,to want,verb,they have wanted,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'voluto',hanno voluto partire.,They have wanted to leave.,AHN-noh voh-LOO-toh
