term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
completate,False,completare,to complete,verb,you (plural) complete,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi completate l'esercizio.,You (plural) complete the exercise.,d1f0767cd9e92ee5445583004daba38685f76e75e7080297ef7f8e6d689252f3,bab31fce40fe38480eeb5006c7136dfbd66c553e26e520202316b1190391e93b
completano,False,completare,to complete,verb,they complete,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro completano il progetto.,They complete the project.,2f5858eeec0e7dae8bd545e2d63a6d84fbc981fbb2998766d63e103043747d14,d357646a889b1952d6ce49c6d5b29c504d14787dcb309133d3a5538f24746fd4
completavo,False,completare,to complete,verb,I was completing,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Completavo il modulo ogni giorno.,I was completing the form every day.,329d1a5e87cb5a13a912f29d411b1c6b4211c54b2b54da3c03c8fe0744edbe6d,47c35e69e3deb63fc58cd2c9e8a144bee4a4ee53b3798254b9e0989bc67a4fb6
completavi,False,completare,to complete,verb,you were completing,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu completavi i compiti la sera.,You were completing the homework in the evening.,8184bd9f55f3baf4134739feaa2a4d1786dfc54d04529e3872ebd49195ed6c22,2f0a3fa23beabb2587ba3aabebac3e9047d90987fc710e53b0c6c32010c0b63b
completava,False,completare,to complete,verb,he was completing/she was completing/you (formal) were completing,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei completava il corso lentamente.,She was completing the course slowly.,8d8865cf42ea5f277e6e342c458a57ce4cdd0b52f3bc2b0b52734d161dbc62ac,c1b01c00328e955c6d1796e05f7db7393801948592e29e4db234e00207e0f280
completavamo,False,completare,to complete,verb,we were completing,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi completavamo gli ordini.,We were completing the orders.,b2daaee9d95f0d842b2065d68805657364d4d32ad5fe8e9d49b77ca041025d61,ca46e309f819d9ff95ebfff4bd5f3db6d27dc339a7791198a6ebc06bf522dd93
completavate,False,completare,to complete,verb,you (plural) were completing,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi completavate troppo tardi.,You (plural) were completing too late.,888edade56e972b3389eee3f4e9b0c7d7ce7abee55e9affe6ea6c5d6dba039ae,eb582b8e51e6ae2c55bd1fa4864a448e5e3f81bbf816a590b7fbf0fbf156cd75
completavano,False,completare,to complete,verb,they were completing,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro completavano le schede.,They were completing the forms.,79cc032b309d58f1165250939ab73a39860cd5b550e24d254d1444c4b6e1a2dc,1299ade0fae7f128573a29c6334b5d505ee7309075ef18aed9922b02931da2c9
ho completato,False,completare,to complete,verb,I have completed,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho completato il test.,I have completed the test.,1fc51e4977a24f6a6bd242407d53ca6f78a6ecd798cd311dfe40e378fca21005,8ed1323cad11bffb48cd50f1e66f629181834bbe9c9bd6dcfcb2b8e6b8a0ba59
hai completato,False,completare,to complete,verb,you have completed,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai completato la registrazione.,You have completed the registration.,f3bb4d66fb6c6bc5af3aa69f4c3a76d6b189bade78a8e180be962c796069a802,2f2635d787d994e953a20a2270a4e7b4c7a7012b339a9c4286c92a66925b9382
ha completato,False,completare,to complete,verb,he has completed/she has completed/you (formal) have completed,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha completato il pagamento.,He has completed the payment.,4d497683bc6d367bce62ea36c34c1983f1ec6b3033114e0d43e3fe3358ce49ba,c1fb280bb6456a62ab0a7c6f86d5eef2d4862f1e283b9ff3d91cca83690bd735
abbiamo completato,False,completare,to complete,verb,we have completed,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo completato il lavoro.,We have completed the work.,66ef0822a971d69f2ac441c2b843020492bc7d3439ad0c17cb0482dfd81f1082,9f2f7a026914a75a61f5e04ee0db773c23fb18b4687a58f81e7e758c06e4ada7
avete completato,False,completare,to complete,verb,you (plural) have completed,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete completato il corso.,You (plural) have completed the course.,39a299a158c0f978948e0c342e750b104923913f27d4e4a7d4f87bae94e0d594,f862f17498b3bfdf33f99c8a0575edfb9e5ebcc852f91247868f8cea4dc13ed5
hanno completato,False,completare,to complete,verb,they have completed,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno completato la pratica.,They have completed the procedure.,6d372a4c2a2a57325e15ce2112c0bedac1eab3af0233659384bc173ec2a4995e,6e0a790c3c7b465ca5d35b0cf4aecbf329e556f4a41ce1653c6d46bf37333307
