term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
malcelava,False,malcelare,to barely conceal,verb,he was barely concealing/she was barely concealing/you (formal) were barely concealing,"manner,action",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lei malcelava la rabbia.,You were barely concealing the anger.,bde1db09360a6c182b258a1b7e4b00b7c05152bed2cab50721ca5e29828bdf01,57de5887f68e73c334ac825fd14fd43d521a15ba02b5e5b2760d9f2abf3da430,7080.0,1608.0
malcelavamo,False,malcelare,to barely conceal,verb,we were barely concealing,"manner,action",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi malcelavamo le tensioni.,We were barely concealing the tensions.,3060e6531b2c072b42aaab9f43a69b197adaa89302e5a4c3e62319bd0fe575af,dc4319e2e54179940e085e9c3101db3809124944211816d7ed1a2d398851aea1,2064.0,1776.0
malcelavate,False,malcelare,to barely conceal,verb,you (plural) were barely concealing,"manner,action",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi malcelavate i dubbi.,You were barely concealing the doubts.,230c73a03eaa0d7438987b0da863780a1886cd533db93ca0207080368fd280a9,1eac2bbe64a4f4bacb49cb599f9d7443830825aede76c0c612ef87ce417456e8,3192.0,1776.0
malcelavano,False,malcelare,to barely conceal,verb,they were barely concealing,"manner,action",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro malcelavano il malumore.,They were barely concealing the bad mood.,a7f2147aa9aefe526cee9effc66af8384094b286e9d789664c131b9dc22ee7c3,ce7b9ff25ac2b4a950b51c1333b99aaa4ce18bd9bde1f58a2bf8a9692794ec6e,2064.0,1776.0
ho malcelato,False,malcelare,to barely conceal,verb,I have barely concealed,"manner,action",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho malcelato il mio fastidio.,I have barely concealed my annoyance.,26f28ba3232df92e02ab0f8b6c44f7b7f5bd7765f0572b63037329ca910c8e2e,e84f4878265cdb051c867b1958456006551e5fc970b2191a25510f3b0442a594,1968.0,1728.0
hai malcelato,False,malcelare,to barely conceal,verb,you have barely concealed,"manner,action",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai malcelato le emozioni.,You have barely concealed your emotions.,835afafa823ba46fa624372f5bfaa2cb01bf54741e1d87b12808533bb5198065,7dd5587bca720fec7722a81b3eab2705b933e40ab11aa98c92a3b076a4f28b1b,2040.0,1800.0
ha malcelato,False,malcelare,to barely conceal,verb,he has barely concealed/she has barely concealed/you (formal) have barely concealed,"manner,action",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal Lei,Ha malcelato la notizia.,He has barely concealed the news.,6ba658560ddbb1d8500df29f164c6f5d5d1328f973dbf7d7d2538138c4e255bd,be70c89022882bbd34761d1b53ce8f0feef362983b1c189ac333f5448b28b578,7056.0,1752.0
abbiamo malcelato,False,malcelare,to barely conceal,verb,we have barely concealed,"manner,action",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo malcelato la preoccupazione.,We have barely concealed the concern.,c8612dd0073a499190005ab3c56d5ca04fea78c3a36ab6e49dc923acb48223da,fdf04f2b673f8a73d7885966d6ae6082e1379c94afa5d084531c96f25650cb85,2040.0,2136.0
avete malcelato,False,malcelare,to barely conceal,verb,you (plural) have barely concealed,"manner,action",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete malcelato le prove.,You have barely concealed the evidence.,f20ed2cbf82439a512d39f06db8a8ca249941b08a6dd8110ae6e9ddbabe37ba8,951b0ec47ee56db201474456b04b6ad049c33a008cfb77cdfcc0c6598793e351,3192.0,2040.0
hanno malcelato,False,malcelare,to barely conceal,verb,they have barely concealed,"manner,action",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno malcelato i fatti.,They have barely concealed the facts.,a5269d6a70db04165bc1e33520a8de4d1be687de2298697c391440a0debcdada,43b2913245c1a6e7ba98d060c47627d7a494e2dd7328f84609b2ae05653ec79f,2064.0,1944.0
