term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
pagate,False,pagare,to pay,verb,you (plural) pay,"core,money",,2p,,plural,indicative,present,False,False,False,,,,,,Pagate troppo.,You (plural) pay too much.,8915a4025243c0cb95ebde5a228018ba60e57a0a97dad9d7a23e0ebb647d6394,2208.0,2e8f1ac2f1928abc780011b23680e208333e4455b37a87c908e4e6336c11a022,1368.0
pagano,False,pagare,to pay,verb,they pay,"core,money",,3p,,plural,indicative,present,False,False,False,,,,,,Pagano oggi.,They pay today.,24a615d972a71efec855e4dd0150d2b9be9d7ebdd49140a8f9177de5cb933d81,1200.0,aba6d78ac29628da472e0c65b053683f167c802207a267d5804e701212b4b2d6,1392.0
pagavo,False,pagare,to pay,verb,I was paying,"core,money",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io pagavo sempre in ritardo.,I was always paying late.,55f1b4e956055cf896657c0fece1115b3e6deea9c10f752e1161e2b13a59797b,1392.0,49346995f85c48b91ab2ffcb881974da013f5900d8d70ca4990c37e6deb17079,1392.0
pagavi,False,pagare,to pay,verb,you were paying,"core,money",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu pagavi alla cassa.,You were paying at the register.,41daff724772e12bca5ba5e856db43fc499ada11dde64279cbe08f2bf0a4e838,1416.0,0d040b0e120d28f3a01bd5a96e48554cdbed0e59fe64afb25a8a190ea8ebbc85,1368.0
pagava,False,pagare,to pay,verb,he was paying/she was paying/you (formal) were paying,"core,money",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei pagava il conto.,You (formal) were paying the bill.,5575fd950287d369b9752f63eaaba6dadd55359deeea972dea8a4aeccf58160b,5160.0,19e15b86c637c8e3bc438ae8dc207f2626c2b6cb9aeae8b92ce944db78070b7e,1368.0
pagavamo,False,pagare,to pay,verb,we were paying,"core,money",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Pagavamo la tariffa mensile.,We were paying the monthly fee.,92861873a027da61741972bda4c90d64deb4e0c32079757000b89b76814c0756,1416.0,22ec6405fa462e5d206fae463da6d6babdc42c1ed21feadc7eb86333fb7d0116,1560.0
pagavate,False,pagare,to pay,verb,you (plural) were paying,"core,money",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi pagavate sempre in ritardo.,You were always paying late.,c78b3146640c46d6704fc88cacec39d5a2b48c4ace88e106d22b064ca0ee6559,2496.0,083c1d594393453abe1eedde1de2151c7f271818cd75259cad74afb7a7178ebc,1536.0
pagavano,False,pagare,to pay,verb,they were paying,"core,money",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro pagavano la stessa cifra.,They were paying the same amount.,98daba9dc7687bf59e5baf17711756993b4a88f330e4164c4ed922686ab5a2d2,1440.0,5162e0aaa99b5be3d1df29542ed60e0e59bf5866c98dfd46e7988f9e91f55feb,1512.0
ho pagato,False,pagare,to pay,verb,I have paid,"core,money",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pagato',Ho pagato la bolletta.,I have paid the bill.,6512b8cceddf65998edf7a5b8ac31b199e516c524d33bca260085ee041e2b5bb,1344.0,8465daa62f34a2c3f83dfdc9a8a2b5e183d64e6b3682d3abcd704a763febf3fa,1512.0
hai pagato,False,pagare,to pay,verb,you have paid,"core,money",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pagato',Hai pagato il conto?,Have you paid the bill?,6d18c47ce2dae15215c3885edf7930c0da71e16f8e264ff1cbd5c6be9b9a2155,1392.0,cff4a9dd9a810529bdb3df73d3c32413ce48133e2023602fb404a19d9c6cb3ac,1584.0
ha pagato,False,pagare,to pay,verb,he has paid/she has paid/you (formal) have paid,"core,money",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha pagato il biglietto.,He has paid the ticket.,f7d969b4255a80e9c703627daadeef6ca002cb08ad3f468d0e31110d4c77c452,4968.0,bad00f28b8e6aa7641260a837aa06b2815ab29bfe034b4cc2aeeaf1853fa358f,1536.0
abbiamo pagato,False,pagare,to pay,verb,we have paid,"core,money",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pagato',Abbiamo pagato il conto.,We have paid the bill.,1e8d7878c164b2a482ae5afe79e06fbd512d69aad147ddbb9941d1386fe2f5b3,1392.0,26c1a38f22f7558b6907b0397a767b2a6f04645e48fe852ee8a3158e05e2c9e3,1944.0
avete pagato,False,pagare,to pay,verb,you (plural) have paid,"core,money",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pagato',Avete pagato tutto?,Have you paid everything?,83e7ec91f42ffc76e75239eebfd491106392449c55255c269b7598ea84005199,2472.0,62ff6fba87f9bdb22fc4080a33a8db8a83fe99db56557f844ff017e0314b817f,1872.0
hanno pagato,False,pagare,to pay,verb,they have paid,"core,money",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pagato',Hanno pagato la prenotazione.,They have paid the reservation.,539a0e9957e1f3d3c25943b76b0b07ef525e0f5a86204b9f43d1e7e8b204a1b2,1392.0,eef82bf2cac0697ee2a7577a4675427c23814a55fa10a793ffdde3560961cb51,1752.0
