term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
radunavi,False,radunare,to gather,verb,you were gathering,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu radunavi gli amici.,You were gathering your friends.,e1cc72c7b5106b4352ffcaaea19bff46589fc3f855f472adb85dabaddec3a125,54b632859bea3ce6bb1cc11f0aa9fe5502ec2a15d5ab0a58dcc1f5c6d0890638,1536.0,1560.0
radunava,False,radunare,to gather,verb,he was gathering/she was gathering/you (formal) were gathering,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei radunava il gruppo.,You (formal) were gathering the group.,fd68771a2032bf8f8a5dff24af2a90553cfb33041aeda7ea257f544eeb6744c4,3d6ffe60823e528303c452c35953e1966e5bd05be3037f0a2f18f59dec2cf53a,5544.0,1536.0
radunavamo,False,radunare,to gather,verb,we were gathering,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi radunavamo i bambini.,We were gathering the children.,a944d8cac9ecea483df3a2d058cbcce3a2d7ce9db9e8a34c91f822b5807743ac,80d17a2d44ba6ec4e15900264e37a0953f604110831f49a6024e592b71fcfcc8,1536.0,1704.0
radunavate,False,radunare,to gather,verb,you (plural) were gathering,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi radunavate le prove.,You (plural) were gathering the evidence.,89853ecb5181e39e93ccfbaf6515824fe9ff1071a963a142ec6295e34bb453e9,a88dea1708a9d56ca8538dabc16a6cdde180cd829b5d8a23f30abdfcd269e9f6,2640.0,1704.0
radunavano,False,radunare,to gather,verb,they were gathering,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro radunavano i residenti.,They were gathering the residents.,3b5ece7be814934fc1f3065e87599304c128d3ea58411d5e62f5c7bc5ad26b55,de21ad2862c05faa9afabf31047103c557368a515af6d4be99062a07baeb50eb,1536.0,1704.0
ho radunato,False,radunare,to gather,verb,I have gathered,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'radunato',Ho radunato il gruppo.,I have gathered the group.,193ceb2b9294c3409484150d5fede32ce35a5b7372db60aa29ef62bff434d2f2,ddc7c20f5b7d91c0d3114474ec461e8743893210b18d855225cadbb321c87c93,1392.0,1656.0
hai radunato,False,radunare,to gather,verb,you have gathered,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'radunato',Hai radunato la squadra?,Have you gathered the team?,f073aa94a62f7d20b762e05f93d2ec9eefbf166bdff65ab84c0793979bb3f5c1,e198e6fb5bd7a442645a53fe21e416db1b4d51fcbaa7eb6979884654f06f0b43,1440.0,1728.0
ha radunato,False,radunare,to gather,verb,he has gathered/she has gathered/you (formal) have gathered,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'radunato'; also used as formal 'Lei',Ha radunato i volontari.,He has gathered the volunteers.,2de87a1a7d35acb17473e50e201664739c4db2db1ac1521ef9f9159834150e22,e9b60de26ffc0167e2664389575a06310e5bf96dc3d1e41a0858973d783cbccb,5232.0,1656.0
abbiamo radunato,False,radunare,to gather,verb,we have gathered,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'radunato',Abbiamo radunato tutti.,We have gathered everyone.,7b6a3912c46189b720322241bdd5aae7ff07c7d5b40d44713e3e5f6b42ccc8d3,de38beda8eb01bf5a5b8ae211cdc05346ddc6697fd0dd2f668149d469dbc19f6,1440.0,2064.0
avete radunato,False,radunare,to gather,verb,you (plural) have gathered,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'radunato',Avete radunato i clienti.,You (plural) have gathered the clients.,ffb7d7d6ffb9d8992aaa4660e998dbf2ac6e42be3f07594c79f023d855caffcc,b7cf35185772d98cbad99ec5e1f73bee83ded8ca22191f42e7c449bfbc61b518,2544.0,1944.0
hanno radunato,False,radunare,to gather,verb,they have gathered,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'radunato',Hanno radunato il pubblico.,They have gathered the audience.,04e2087c290192a87369780701c00be62371bef85680c895e11f93448d9d38d6,ee6373e9c5928af544eb924286a0d0a288842bfee575d8dda2ccf96e67904ea4,1464.0,1848.0
