term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
vedesti,False,vedere,to see,verb,you saw,"core,verb",,2s,,singular,indicative,passato remoto,False,False,False,,,,,,Tu vedesti la scena.,You saw the scene.,e24626ba1ba4b819dc55e2ab71268801e64e4b65f5ef217808a2766a08eec236,dc89e415a57f0559ff96e6c14c899d80c24450601ed9a80a773987b8ba5acf87,1128.0,1488.0
vide,False,vedere,to see,verb,he saw/she saw/you (formal) saw,"core,verb",,3s,,singular,indicative,passato remoto,False,False,False,,,,,also used as formal 'Lei'; literary,Lei vide la torre.,She saw the tower.,d3a84efe854ddbc56745066ceb85ef0f61ac39a15d826336ea9d9e960f717a80,a9d7dd7f64016d24c1d4fc96a8420f16e96294cf47aeb0a402739708ddd19afe,4368.0,1200.0
vedemmo,False,vedere,to see,verb,we saw,"core,verb",,1p,,plural,indicative,passato remoto,False,False,False,,,,,,Noi vedemmo il cambiamento.,We saw the change.,918402cffa97c1d5089b378f836300d5880107cc53e5661daff2cac82b1abacd,a5a0dd2ff5c06dde3b40fd79de9c9c6328d48c4787dc174dfb5c41796904a437,1152.0,1416.0
vedeste,False,vedere,to see,verb,you (plural) saw,"core,verb",,2p,,plural,indicative,passato remoto,False,False,False,,,,,,Voi vedeste il concerto.,You (plural) saw the concert.,64c9f4d38d567875385a8d25ec639e74fd17408b34fced63abde6da67c6085cf,d09b623a449be308c1786de4a0e4f678350c7b837fac3233879236edfeb36f46,2304.0,1440.0
videro,False,vedere,to see,verb,they saw,"core,verb",,3p,,plural,indicative,passato remoto,False,False,False,,,,,,Loro videro le montagne.,They saw the mountains.,042757aeb705e6f171fb9b17bb17993d69a6069bab0d03347f36091b591849eb,f9157b67e5bfd597438ca9cc7cf1a793294c369727755a8e6270b7ebaf6e8bd6,1152.0,1344.0
ho visto,False,vedere,to see,verb,I have seen,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto',Ho visto il film.,I have seen the movie.,09e7179b44a1db896d7f11aed902e25784b1ae933b829ba9e72c8b54b05ff89f,d4ffa7e66f91e383d855139d3a22051c32bc2f0fab192f76be25e5b2b43a69ce,1344.0,1392.0
hai visto,False,vedere,to see,verb,you have seen,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto',Hai visto Marco.,You have seen Marco.,9d68a5c93f424f138dd05bc7af7d4b2f97fc380468cc405d26f6c2c58e6d8fde,ebe1f9edddbb78b904a8fcafc220b395a862618ddd25e9288ef5a141b4680dd4,1368.0,1440.0
ha visto,False,vedere,to see,verb,he has seen/she has seen/you (formal) have seen,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto'; also used as formal 'Lei',Ha visto la mostra.,He has seen the exhibition.,f1ee1a630b57050c8590e068ae36fd5785e6ce2b419ec9ccf7e442c668f3fa33,7d817d8f931ff4ae92ff846dbaf58ec1cb32e4cfd387a2040333da178819027a,5016.0,1392.0
abbiamo visto,False,vedere,to see,verb,we have seen,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto',Abbiamo visto le foto.,We have seen the photos.,146cf5a7d1c705a6f933c551caa51e96004d6df4ae430edfb244f9ccaf835293,72fdf3ed454a8402f24d18dc8e16fab47f9b3c936fc60e18b4d2ba28b0bbf922,1368.0,1800.0
avete visto,False,vedere,to see,verb,you (plural) have seen,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto',Avete visto il messaggio.,You (plural) have seen the message.,4d593629da4170280efc530d35e35aa86abd6fed076ffc5fb45b8f32c0c4b2d8,670509627262257a6d536672230f06d518cca2559e7023aa37086e1f8659b4be,2496.0,1680.0
hanno visto,False,vedere,to see,verb,they have seen,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto',Hanno visto un cane.,They have seen a dog.,38d6a1546ab9234f55f8d8bd8a13e83e707bca9bf9d4831d5cec19f89e61126f,c6b759eb1863874423a36312d1e0d3a8bfd37b5833b1eeac2f3ef8f0421b3e3a,1392.0,1584.0
