term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
atterrite,False,atterrire,to terrify,verb,you (plural) terrify,"emotion,action",,2p,,plural,indicative,present,False,False,False,,,,,,Voi atterrite chi vi ascolta.,You (plural) terrify whoever listens to you.,1faa2bee45ca12bed234e403678f3e1961ee311f7aa5ec4f00da088fea98aba8,1aa230d0a2cc35d504fc4e83011bdc55456474a3957276e0732035e2bd1ebdc5,2568.0,1584.0
atterriscono,False,atterrire,to terrify,verb,they terrify,"emotion,action",,3p,,plural,indicative,present,False,False,False,,,,,,Le sirene atterriscono i passanti.,The sirens terrify passersby.,b12bf70b01f2041c270c7cebbd32422c5f50fab3003aae01cd1d562c61a3fcd5,5b69cad54e72a8b605d285af2454e52fecfbe090af62a38a22b8bee5ee4c234f,1488.0,1800.0
atterrivo,False,atterrire,to terrify,verb,I was terrifying,"emotion,action",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da piccolo atterrivo i miei fratelli.,As a child I used to terrify my brothers.,61fc6db36df60d6a8a15b5d9e7362660f828b2794a63127249aa794ae7068381,f1e4a9b91e078a94c6aa6684c4b4ba8d092338406d9ef18d71a1c9d3bddd4698,1752.0,1584.0
atterrivi,False,atterrire,to terrify,verb,you were terrifying,"emotion,action",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Da ragazzo atterrivi i più piccoli.,As a boy you used to terrify the younger kids.,9f4716c66be3052f616e0dcd6a37d94504b6a8e4166d97e33edf8e3883639dfa,af235bc89db5f6556df8820b35b6946578ae607f58ca5b296d44d9dee6fe1f9c,1776.0,1560.0
atterriva,False,atterrire,to terrify,verb,he was terrifying/she was terrifying/you (formal) were terrifying,"emotion,action",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,La guerra atterriva intere città.,The war was terrifying entire cities.,ab6db7c8e877ca75fed57e2da39945efd889c6d50af17bbcfe9a16905ca60be1,0587d62a0ddf990553c3f4ff8fc3f2aa434bff8ad19edb60da3e781bc6fb5d0b,6096.0,1560.0
atterrivamo,False,atterrire,to terrify,verb,we were terrifying,"emotion,action",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Atterrivamo il pubblico con effetti speciali.,We were terrifying the audience with special effects.,1e1b36faaff846847a56389ece133a4a2bf42af8f3ce8e64cbd7640d7fa0e876,a121ac3098d1783e667e351ba6f8470d3a2b44483f4df3d5c3c93b6f1eda89f7,1752.0,1728.0
atterrivate,False,atterrire,to terrify,verb,you (plural) were terrifying,"emotion,action",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi atterrivate gli avversari ogni sera.,You (plural) were terrifying the opponents every evening.,1a24ca7643cd6fac96aee02a08a3c30471963d413c8267dd57dfa0273876c483,d3fd83d2650d403763e8ba41624790560ae086a5322217accb8ad8f4423b270d,2880.0,1728.0
atterrivano,False,atterrire,to terrify,verb,they were terrifying,"emotion,action",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Le storie atterrivano i bambini.,The stories were terrifying the children.,ffab0890fa027c2ebc4b08f6a48b7b5eb51139d4b7748b45cd1d5266e7bad3f4,2ae82ac9982a327c09afab06124f333c11675f419c784540712e5ccca35e3890,1776.0,1704.0
ho atterrito,False,atterrire,to terrify,verb,I have terrified,"emotion,action",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho atterrito il pubblico.,I have terrified the audience.,297821b2ff338a1fe4000dda355577457d835a3789eb1ae816b1ce341c0bc038,b038508647ff021ce8f86a017677d6debd3f35926bfac785939cfe96507a67d6,1704.0,1728.0
hai atterrito,False,atterrire,to terrify,verb,you have terrified,"emotion,action",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai atterrito la folla.,You have terrified the crowd.,a5a1e54c1ad42aeeee06e27ad06aa77a47fa97f8f573a7244172004fdcb639f2,372a3e153e2c6755ba17fabda17ac0db8016db80238eb35805fb9d47e314bd86,1752.0,1800.0
ha atterrito,False,atterrire,to terrify,verb,he has terrified/she has terrified/you (formal) have terrified,"emotion,action",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal Lei,Ha atterrito tutti.,He has terrified everyone.,14958bf0cf2c0a49fb884ebafe7cab68961ae8e687a1a6e440ecae3fbde21767,ce8d73663730befe32edee06a96610c07888f7edcf6c3a6bc9f18f11ddac2725,6048.0,1728.0
abbiamo atterrito,False,atterrire,to terrify,verb,we have terrified,"emotion,action",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo atterrito i rivali.,We have terrified the rivals.,7c9c8871340ea5319e846a4a0c80080fa7fb15e88755fc328c3686281feae9b1,6efc38df1f2e3334fc6bbf6589bb80801d49f2988dde1e5d5a54dfc99dc6024d,1752.0,2088.0
avete atterrito,False,atterrire,to terrify,verb,you (plural) have terrified,"emotion,action",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete atterrito gli ospiti.,You (plural) have terrified the guests.,9b853963496da04fcf30a26760900af108e20f1cf4498e7043a5742a6eeff679,1016fbd4abb05b291052bd82e5939d8821adc998a87f10c5be34a41f10b8cf34,2808.0,1968.0
hanno atterrito,False,atterrire,to terrify,verb,they have terrified,"emotion,action",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno atterrito i passanti.,They have terrified the passersby.,2a236af21ba7ad30b70826161ba6dc9ba840c3096a319e562867014538e08cbf,250daf103cd36b62b0e2f1b331bab60e2abec93ddc79d3027474d7fe471d5d29,1752.0,1896.0
