term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
dimorate,False,dimorare,to reside,verb,you (plural) reside,"home,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi dimorate qui?,Do you reside here?,38ddde5e2cb1ea475b947a7e96b7b3cd5b9e1ae6d76753d5c4aef58adbd4db9f,2f1e773c7377473afee5c2247242795ec840a4542351fd2f8cf481a68b77acdd,2424.0,1560.0,dee-moh-RAH-teh
dimorano,False,dimorare,to reside,verb,they reside,"home,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro dimorano all'estero.,They reside abroad.,3d7eb2805fb17fb7a9b6350648a1fda750ef7be035f433110532c56c47e41bdd,7da0e1e24cdce79e8b7e87bf44f6ecb88a1cb99bdcff6ecdc8db91925b45ae45,1392.0,1536.0,dee-moh-RAH-noh
dimoravo,False,dimorare,to reside,verb,I was residing,"home,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io dimoravo in collina.,I was residing in the hills.,9633345ba7203a714d57ccff7801a4da337dc622f310ca46394572d4f2d9b2f6,e2b9518c1b6e40b43276a9d57c5163a8f9e6424ebd74b7b93249e8f79806e382,1536.0,1584.0,dee-moh-RAH-voh
dimoravi,False,dimorare,to reside,verb,you were residing,"home,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu dimoravi a Torino.,You were residing in Turin.,e8981bda4a4f9276f1adc249fe4db0213ec52515498ed5989cf9eada3573b490,0f776c9cf12706939d0496ebd036de62417049a3adcb0fa96aa58685d92e2644,1584.0,1560.0,dee-moh-RAH-vee
dimorava,False,dimorare,to reside,verb,he was residing/she was residing/you (formal) were residing,"home,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lei dimorava a Milano.,You were residing in Milan.,75c8fca167115b3badefc4a43b703ccad69031db80a6bc6a924c261510b4a572,c5fb5dc3add2160b057cc33d0ee47359630f92dd373664205824bac99843353d,5544.0,1536.0,dee-moh-RAH-vah
dimoravamo,False,dimorare,to reside,verb,we were residing,"home,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi dimoravamo in un casale.,We were residing in a farmhouse.,1e113818bf30b6d0982a5781e69e894883d1deff0499f28af7c77b8ab1c20b7c,32dacb3d8363d63eee5ca1ba1b9b0534257cd12ec8bfb7e08db6940db8ebe983,1584.0,1704.0,dee-moh-rah-VAH-moh
dimoravate,False,dimorare,to reside,verb,you (plural) were residing,"home,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi dimoravate in città.,You were residing in the city.,73e62b11958d6370711dcb976638d77409afa51304f0ff55be9c44984ec6b50f,a854a4432d111bb94e303f3334500aac4974db8520bfaeaaa53bc39d3de47d3b,2664.0,1680.0,dee-moh-rah-VAH-teh
dimoravano,False,dimorare,to reside,verb,they were residing,"home,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro dimoravano vicino al lago.,They were residing near the lake.,94fe13620cdc16de6948ccd1e98ffeba40a00cbc408baedc4c425b02cc5e034f,488ee6a3ee456231bc4baaa24a6859e502cb8c771d3aed23a14c01e58664a66f,1584.0,1704.0,dee-moh-rah-VAH-noh
ho dimorato,False,dimorare,to reside,verb,I have resided,"home,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Ho dimorato a Roma.,I have resided in Rome.,c57a6145a27779d4448eb655e56d84bf10f71755f5093d238e18ca52225cadc0,03cd85811e86522ae05dbbd854bb6f94bf9cd0a59a589aeaa2fa4a9f31f76797,1512.0,1656.0,OH dee-moh-RAH-toh
hai dimorato,False,dimorare,to reside,verb,you have resided,"home,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hai dimorato qui a lungo?,Have you resided here for a long time?,f358c96870ce473bb88924f07373e73e27eeadf8e9c4fd6d197367af51d0ec98,057129dd5cab54e15056e98d092046cc54e5a81df6eda2f877bd89bed45128c7,1560.0,1728.0,EYE dee-moh-RAH-toh
ha dimorato,False,dimorare,to reside,verb,he has resided/she has resided/you (formal) have resided,"home,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also formal Lei,Ha dimorato in quel villaggio.,He has resided in that village.,d4262bddbd8769a5058ac9c9bec52927e29056d05cf8c63c46519e54bffdf335,ce86facef3fb465cc1a4b81543f18ebd45407c6261ad07537b5ed36ecc1b0a4a,5448.0,1680.0,AH dee-moh-RAH-toh
abbiamo dimorato,False,dimorare,to reside,verb,we have resided,"home,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo dimorato in montagna.,We have resided in the mountains.,38a253ab595815423ac3edee737d859818f186f6fb01b03ac18d3dc92061ca56,2f974ec9b31d871b32b0f3523d9e899ff07ca66273c8db03237c7f75c7ad0379,1560.0,2064.0,ahb-BYAH-moh dee-moh-RAH-toh
avete dimorato,False,dimorare,to reside,verb,you (plural) have resided,"home,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete dimorato in affitto.,You have resided in a rental.,8bbc3eccc78dc042169d76f6010da5775819bf290b26b8b777e45e7fae9c29a1,860f8c98b638e1bfe7027049b8154dd315786ff58f44202cb4b917d51bcb07c8,2616.0,1968.0,ah-VEH-teh dee-moh-RAH-toh
hanno dimorato,False,dimorare,to reside,verb,they have resided,"home,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno dimorato all'estero per anni.,They have resided abroad for years.,bf7e3699d267f1c5a378f1eacc4a2898ace66471072dafa0c7b015726216dc44,adf56ac559fea4c3567fe59e4570ba08a2a319b3b5924fab1772d066ff4b2a90,1560.0,1848.0,AHN-noh dee-moh-RAH-toh
