term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
ricompensate,False,ricompensare,to reward,verb,you (plural) reward,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi ricompensate gli sforzi.,You (plural) reward the efforts.,32d2e05fe3234dd426ba7c020111397ca814496f0ed2b814bc672e6085143a58,abab08589a36561487d48e1adf4990a0ff46c23320f085706fb1be9e3ba64c24
ricompensano,False,ricompensare,to reward,verb,they reward,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro ricompensano la fedeltà.,They reward loyalty.,cc7a1518dafe7f5b6c4c68acc5badef763510e8447599ee2956724ad225ba342,bbf2a21d8e26454eac82c7b417f6612429c7a6dd56442a577114577856c89a0b
ricompensavo,False,ricompensare,to reward,verb,I was rewarding,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Ricompensavo spesso i migliori.,I was often rewarding the best.,1becb6b5d1df9eca4096d89799b2e915c6746866dbe53e3abe2f8435a54d1ed2,03a2450e2bf2d2f307d237b49cf3b58e6c14d779bccc4dea3f8fa7c78df2732b
ricompensavi,False,ricompensare,to reward,verb,you were rewarding,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Ricompensavi i tuoi studenti.,You were rewarding your students.,356cef66e0b2667727f5ea0777d34abada595d0070ca8af0b6e7dc4c4cd2b83a,5186d185c65c74b13893e3a663cead424c00f459fe47a44c47047c2d6b5447c1
ricompensava,False,ricompensare,to reward,verb,he was rewarding/she was rewarding/you (formal) were rewarding,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Ricompensava chi aiutava.,He was rewarding those who helped.,cdc0390fba3feba92a1294e9301018fa08a84ef082c377de2e94c6f0fe40766b,df0d4a58d9cda3e9bff65a0789efc449ae291137fe8296ea6b0c8dfcd8606fe5
ricompensavamo,False,ricompensare,to reward,verb,we were rewarding,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Ricompensavamo tutti.,We were rewarding everyone.,e8600c8f8356a187c89a7671b6ec9689daaf86c00ada514ce2e94bfa21817dbd,3862d59f0ef94379e10e92b13b10c83de82f98f124bc0bde7be472e69b423497
ricompensavate,False,ricompensare,to reward,verb,you (plural) were rewarding,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Ricompensavate raramente.,You (plural) were rewarding rarely.,c2a6c4eb02c93043b17f7914a81ccddb76fc087ef644bd45b178dd7a4aa16271,ae1f4c8c3ca31fa6307ffc6145219d7e8ca5b85680658a1dfee4fe4a68825aa7
ricompensavano,False,ricompensare,to reward,verb,they were rewarding,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Ricompensavano raramente.,They were rewarding rarely.,f0ac4e3a8d1d5a9b49fcdc76fcf2625ded7ed911d51be8bf6a4826d3c891df19,d39c60261883ea2fa880de7e637a38e15680e021dc253a00170b11a020f6976b
ho ricompensato,False,ricompensare,to reward,verb,I have rewarded,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ricompensato',Ho ricompensato il team.,I have rewarded the team.,b9be361fedbaf173d0024287c5a12f9f02ab6999a68b198174e7a76341709fb4,87c0c3362e9cac0f039263e57f5e273071784472dae3c1d13c6457b4f3e84df1
hai ricompensato,False,ricompensare,to reward,verb,you have rewarded,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ricompensato',Hai ricompensato tua sorella.,You have rewarded your sister.,0e5b4c4566495ed6e51869f725e2200c6dbf40be15720b6a48454847b285b2a8,a7f2bfac3c0a0e55764d0aeb2a79c8392e20732617e5d9486b5ab212d2bd316d
ha ricompensato,False,ricompensare,to reward,verb,he has rewarded/she has rewarded/you (formal) have rewarded,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha ricompensato i volontari.,He has rewarded the volunteers.,989702c87f8de98d5c7708c9adaf40aee5b2d60e5be6d2d2768fa04ff7b27f1c,7cf6bfecd63446f57c7e225f180b461ed7dcf96ed693f30e1bf61055e826d9ce
abbiamo ricompensato,False,ricompensare,to reward,verb,we have rewarded,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ricompensato',Abbiamo ricompensato tutti.,We have rewarded everyone.,37cafea67803572d804f905efffeddba03fcd9cb9e6b314e67dc03a50d584176,397896c2152a1396e3a033cc72449359c6aaac94090449bb61a53eb8c545b2a1
avete ricompensato,False,ricompensare,to reward,verb,you (plural) have rewarded,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ricompensato',Avete ricompensato i clienti.,You (plural) have rewarded the customers.,358ff7f140f95691a054d81b5838fe22121f911d8dcc15cde44e9197aeabed48,b189347e1eb8fa62a9c61102b482317fed9c40a76c3dc21ddc7c98a2dffe3c99
hanno ricompensato,False,ricompensare,to reward,verb,they have rewarded,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'ricompensato',Hanno ricompensato il coraggio.,They have rewarded courage.,667a65538abbd1e9bf2ab1e92ecda6078bcf844e07d6b329250f49cc2cc36a14,af643d96b61109486b175d9caea02d4d5db0eab3c92dce9eac0735a8fbc48e4c
