term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
fate,False,fare,to do/make,verb,you (plural) do/make,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi fate una lista.,You make a list.,0483a4a27e74764d7b1c20d8cf7c587a8e07d333ff35bd0fcb3f751df3d492b2,0fa37f74a95f478da42a98d191cf0ea065f6ae90f298ab687cd209bf6c90f55c,3120.0,1272.0
fanno,False,fare,to do/make,verb,they do/make,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro fanno troppo rumore.,They make too much noise.,e9541e08b38f016fd02d7f1c0f5a080059192847b4c8636f593e28c3a000f2d1,069fcc858e183a0dcae73dabd7b41ad27d42f9ac3d438955de27a04d46438ea7,2040.0,1320.0
facevo,False,fare,to do/make,verb,I was doing/making,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io facevo jogging al mattino.,I used to jog in the morning.,226338020402d99d72a67d7c43bc7a928c9af0aa065c2c3a8c54b09ecd31e177,fc48a0601e2076c37638b0b32caf7880dfbc1c4c218ed0c7262c8a09ed60431b,2400.0,1488.0
facevi,False,fare,to do/make,verb,you were doing/making,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu facevi molti errori.,You were making many mistakes.,84a88535b35b99428fd784bce8d4350c645359ec8867b7d1b0a3a47aa1d32e05,1bb843fb958e615c3798ece0a30d475ef7507a3fb7472360472acb5ec4fb6060,2424.0,1464.0
faceva,False,fare,to do/make,verb,he was doing/making/she was doing/making/you (formal) were doing/making,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei faceva tardi.,She was running late.,47a608339a2fee5905218d7397f05ee86a7a30d836541418543c0e11a1efa76d,97dc1d1a4a30442041b39986d7645bcb33ac5150a0c22275f07bed34028e46cd,8232.0,1440.0
facevamo,False,fare,to do/make,verb,we were doing/making,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi facevamo la spesa il sabato.,We used to do the shopping on Saturdays.,a41d951961b8ffdf3e31fbadb0d956e7fd1f83e34b3256ac6766d9121366e34c,7e130306ca8ca92d1d0c426d5ff6cef88d1d9d334e558a8e8bcf37ae87715b11,2424.0,1608.0
facevate,False,fare,to do/make,verb,you (plural) were doing/making,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi facevate pratica ogni sera.,You practiced every evening.,a7a079383db1a68a0f6f9ca633b4f8de26e071e295f775e72907057727579944,aaf7b40f4ab31926fe3f58b25f68ec6f07452aba7a8eeb4373f3b1c3bd428d35,3552.0,1608.0
facevano,False,fare,to do/make,verb,they were doing/making,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro facevano silenzio.,They kept quiet.,67ea96daea4ca2751befc0cf41dad1ab9a920da8d4604a36c085b8b5368700c9,df0bee66e1d333074c06975d4921de3249d2253d767da45b564f448716e25741,2424.0,1584.0
ho fatto,False,fare,to do/make,verb,I have done/made,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'fatto',Ho fatto una torta.,I made a cake.,bfad97b93124fa28ba270c6d3fbb288912b9198bdcd8915bb2a1c171d8b32325,c036f07c20a69748b003a3b7177aa780f4a27afb818ddc3030a1bc46ad94ede2,2208.0,1416.0
hai fatto,False,fare,to do/make,verb,you have done/made,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'fatto',Hai fatto bene.,You did well.,7d9c4619e3da794e2f4d65ca98a91d671680333a72789aa44a5154410efaf96c,f457b3c7cc2b4f3ec27b9d95d1bde189b20a58912f5478b94691bcec3b3dba35,2232.0,1488.0
ha fatto,False,fare,to do/make,verb,he has done/made/she has done/made/you (formal) have done/made,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'fatto'; also used as formal 'Lei',Ha fatto tardi.,He was late.,2e51f05eb18242e5eb2ce7e5ea983426e4a9ea4dd61c1019c8b71ad0df86b1d1,f3c90fcbae01e1c6c37eb91b0f3b6f612e043795585237f6ace5a21f1335953f,7680.0,1440.0
abbiamo fatto,False,fare,to do/make,verb,we have done/made,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'fatto',Abbiamo fatto una pausa.,We took a break.,efa473b6404c3137b52af5864fff713753cb696f211336f7a7d4763cdad22d83,cfc52facd6a5410d9ff01f039ac238f31a56efc15a1be10da5092eb8c111d307,2256.0,1800.0
avete fatto,False,fare,to do/make,verb,you (plural) have done/made,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'fatto',Avete fatto i compiti?,Did you do your homework?,5b2b58e9de27ad55c3e6331fbe98f4bcbcd13beb83bb586a4666b323b6eff688,2775580aafecd2c1eea519140dece78b236bf3729af6d065ff4dd1185f25ec3f,3336.0,1704.0
hanno fatto,False,fare,to do/make,verb,they have done/made,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'fatto',Hanno fatto un viaggio.,They took a trip.,8466c8a7dcb98c099a4d8ee096289e483362bb2add495bb7f3e9248c437ff5a1,1f7fde0cc96f4e5f20b522b789e169a08ff12988e40140ef378f644d9a225767,2256.0,1632.0
feci,False,fare,to do/make,verb,I did/I made,"core,verb",,1s,,singular,indicative,passato remoto,False,False,False,,,,,,Io feci una domanda.,I asked a question.,1ac6f7b88f30998d64899fb6f57f1581c896c5dd6af56d3727a883058cc09565,6ecce4a374c6012f836a6c2e161985ed1078c7ba00246f86dc46b3fd1d993259,2088.0,1320.0
facesti,False,fare,to do/make,verb,you did/you made,"core,verb",,2s,,singular,indicative,passato remoto,False,False,False,,,,,,Tu facesti un errore.,You made a mistake.,1056091963650d2a537fe2ef5fd72423896969ed09f0a1ce4df322ad95777ad4,04f8f390cb95a63afbe9af5d76a4cabf22012f13d8aba91097e4db9c5d53c758,2160.0,1584.0
fece,False,fare,to do/make,verb,he did/she did/you (formal) did,"core,verb",,3s,,singular,indicative,passato remoto,False,False,False,,,,,passato remoto 3rd singular; also can serve as formal 'Lei' in past contexts,Lei fece una scelta.,She made a choice.,2acf0277980fca591505612e30bde346f4663939507f5d0180b393ca1d0dbb47,face9301f2d179e6841e01cb70a3614c2516d993413a01c765a8fcd0bdd51de6,4032.0,1296.0
facemmo,False,fare,to do/make,verb,we did/we made,"core,verb",,1p,,plural,indicative,passato remoto,False,False,False,,,,,,Noi facemmo una passeggiata.,We took a walk.,2adf7870c840e0a611f53062984bc5cabdf363fad9b0c8ec77ffa9eda30d62f6,778f8354b7ec4c609a3ac9c52dd5bed7ab5cb9d81232bb873951ffa90ee7dbe1,2232.0,1536.0
faceste,False,fare,to do/make,verb,you (plural) did/you (plural) made,"core,verb",,2p,,plural,indicative,passato remoto,False,False,False,,,,,,Voi faceste una prova.,You (plural) took a test.,504a4fc99b626397e3f51536bd8da574c411e21200d3948aa13a18525ef3d2e9,61cd43d34e13b346629a630483e18f8013fcd1f16042331d9b2fa535032e7e79,4392.0,1536.0
fecero,False,fare,to do/make,verb,they did/they made,"core,verb",,3p,,plural,indicative,passato remoto,False,False,False,,,,,,Loro fecero un progetto.,They made a project.,8fb7ad282c06ad27de837f32aebdafda531bdf6b024b85f606af50c57faba8ae,41ae53aecbe5144b72adecdf0e8c3f801f8e2ac5b66aa806a7596c8f9c49ca14,2256.0,1440.0
