term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,pronunciation
ho visto,False,vedere,to see,verb,I have seen,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto' (also 'veduto'),Ho visto quel film.,I have seen that movie.,OH VEE-stoh
hai visto,False,vedere,to see,verb,you have seen,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'visto' (also 'veduto'),Hai visto le foto?,Have you seen the photos?,AHEE VEE-stoh
ha visto,False,vedere,to see,verb,he has seen/she has seen/you (formal) have seen,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha visto il messaggio.,He has seen the message.,AH VEE-stoh
abbiamo visto,False,vedere,to see,verb,we have seen,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Abbiamo visto la mostra.,We have seen the exhibition.,ahb-BEEAH-moh VEE-stoh
avete visto,False,vedere,to see,verb,you (plural) have seen,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Avete visto la partita?,Have you (plural) seen the match?,ah-VEH-teh VEE-stoh
hanno visto,False,vedere,to see,verb,they have seen,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere,Hanno visto le notizie.,They have seen the news.,AHN-noh VEE-stoh
vidi,False,vedere,to see,verb,I saw,"core,verb",,1s,,singular,indicative,passato remoto,False,False,False,,,,,passato remoto; literary or narrative past,Io vidi un uccello strano.,I saw a strange bird.,VEE-dee
vedesti,False,vedere,to see,verb,you saw,"core,verb",,2s,,singular,indicative,passato remoto,False,False,False,,,,,,Tu vedesti la scena.,You saw the scene.,veh-DEH-stee
vide,False,vedere,to see,verb,he saw/she saw/you (formal) saw,"core,verb",,3s,,singular,indicative,passato remoto,False,False,False,,,,,also used as formal 'Lei'; literary,Lei vide la torre.,She saw the tower.,VEE-deh
vedemmo,False,vedere,to see,verb,we saw,"core,verb",,1p,,plural,indicative,passato remoto,False,False,False,,,,,,Noi vedemmo il cambiamento.,We saw the change.,veh-DEHM-moh
vedeste,False,vedere,to see,verb,you (plural) saw,"core,verb",,2p,,plural,indicative,passato remoto,False,False,False,,,,,,Voi vedeste il concerto.,You (plural) saw the concert.,veh-DEH-steh
videro,False,vedere,to see,verb,they saw,"core,verb",,3p,,plural,indicative,passato remoto,False,False,False,,,,,,Loro videro le montagne.,They saw the mountains.,vee-DEH-roh
